scaff.tar	gene.tar	chr.tar
DPSCF300001	DPOGS207026	Z
DPSCF300001	DPOGS206904	Z
DPSCF300001	DPOGS206852	Z
DPSCF300001	DPOGS207149	Z
DPSCF300001	DPOGS206785	Z
DPSCF300001	DPOGS206990	Z
DPSCF300001	DPOGS206788	Z
DPSCF300001	DPOGS206872	Z
DPSCF300001	DPOGS206791	Z
DPSCF300001	DPOGS206994	Z
DPSCF300001	DPOGS207118	Z
DPSCF300001	DPOGS206835	Z
DPSCF300001	DPOGS206917	Z
DPSCF300001	DPOGS206918	Z
DPSCF300001	DPOGS207001	Z
DPSCF300001	DPOGS206784	Z
DPSCF300001	DPOGS206799	Z
DPSCF300001	DPOGS206800	Z
DPSCF300001	DPOGS206801	Z
DPSCF300001	DPOGS206883	Z
DPSCF300001	DPOGS207047	Z
DPSCF300001	DPOGS207048	Z
DPSCF300001	DPOGS207008	Z
DPSCF300001	DPOGS206926	Z
DPSCF300001	DPOGS206927	Z
DPSCF300001	DPOGS206929	Z
DPSCF300001	DPOGS207174	Z
DPSCF300001	DPOGS207175	Z
DPSCF300001	DPOGS207051	Z
DPSCF300001	DPOGS206770	Z
DPSCF300001	DPOGS206809	Z
DPSCF300001	DPOGS206811	Z
DPSCF300001	DPOGS206936	Z
DPSCF300001	DPOGS207020	Z
DPSCF300001	DPOGS206938	Z
DPSCF300001	DPOGS207060	Z
DPSCF300001	DPOGS206778	Z
DPSCF300001	DPOGS206940	Z
DPSCF300001	DPOGS206942	Z
DPSCF300001	DPOGS207191	Z
DPSCF300001	DPOGS207192	Z
DPSCF300001	DPOGS206946	Z
DPSCF300001	DPOGS207194	Z
DPSCF300001	DPOGS207068	Z
DPSCF300001	DPOGS207069	Z
DPSCF300001	DPOGS207197	Z
DPSCF300001	DPOGS206829	Z
DPSCF300001	DPOGS206911	Z
DPSCF300001	DPOGS206993	Z
DPSCF300001	DPOGS206913	Z
DPSCF300001	DPOGS206873	Z
DPSCF300001	DPOGS206996	Z
DPSCF300001	DPOGS206834	Z
DPSCF300001	DPOGS206955	Z
DPSCF300001	DPOGS207121	Z
DPSCF300001	DPOGS207123	Z
DPSCF300001	DPOGS206999	Z
DPSCF300001	DPOGS206919	Z
DPSCF300001	DPOGS207124	Z
DPSCF300001	DPOGS206921	Z
DPSCF300001	DPOGS206882	Z
DPSCF300001	DPOGS206924	Z
DPSCF300001	DPOGS206925	Z
DPSCF300001	DPOGS206968	Z
DPSCF300001	DPOGS207219	Z
DPSCF300001	DPOGS206969	Z
DPSCF300001	DPOGS206970	Z
DPSCF300001	DPOGS207222	Z
DPSCF300001	DPOGS207092	Z
DPSCF300001	DPOGS206933	Z
DPSCF300001	DPOGS206974	Z
DPSCF300001	DPOGS206854	Z
DPSCF300001	DPOGS206856	Z
DPSCF300001	DPOGS206897	Z
DPSCF300001	DPOGS207098	Z
DPSCF300001	DPOGS207101	Z
DPSCF300001	DPOGS206939	Z
DPSCF300001	DPOGS206981	Z
DPSCF300001	DPOGS206982	Z
DPSCF300001	DPOGS207104	Z
DPSCF300001	DPOGS206983	Z
DPSCF300001	DPOGS206984	Z
DPSCF300001	DPOGS206782	Z
DPSCF300001	DPOGS206985	Z
DPSCF300001	DPOGS207027	Z
DPSCF300001	DPOGS206989	Z
DPSCF300001	DPOGS206987	Z
DPSCF300001	DPOGS207112	Z
DPSCF300001	DPOGS206912	Z
DPSCF300001	DPOGS207114	Z
DPSCF300001	DPOGS206792	Z
DPSCF300001	DPOGS206995	Z
DPSCF300001	DPOGS207157	Z
DPSCF300001	DPOGS206914	Z
DPSCF300001	DPOGS206997	Z
DPSCF300001	DPOGS207122	Z
DPSCF300001	DPOGS206839	Z
DPSCF300001	DPOGS207208	Z
DPSCF300001	DPOGS206920	Z
DPSCF300001	DPOGS207043	Z
DPSCF300001	DPOGS207046	Z
DPSCF300001	DPOGS206966	Z
DPSCF300001	DPOGS207004	Z
DPSCF300001	DPOGS206886	Z
DPSCF300001	DPOGS207128	Z
DPSCF300001	DPOGS207129	Z
DPSCF300001	DPOGS207009	Z
DPSCF300001	DPOGS207130	Z
DPSCF300001	DPOGS207133	Z
DPSCF300001	DPOGS207012	Z
DPSCF300001	DPOGS206893	Z
DPSCF300001	DPOGS207014	Z
DPSCF300001	DPOGS207137	Z
DPSCF300001	DPOGS207138	Z
DPSCF300001	DPOGS206773	Z
DPSCF300001	DPOGS207018	Z
DPSCF300001	DPOGS206775	Z
DPSCF300001	DPOGS206776	Z
DPSCF300001	DPOGS206777	Z
DPSCF300001	DPOGS207023	Z
DPSCF300001	DPOGS207145	Z
DPSCF300001	DPOGS206944	Z
DPSCF300001	DPOGS207193	Z
DPSCF300001	DPOGS207148	Z
DPSCF300001	DPOGS207064	Z
DPSCF300001	DPOGS207067	Z
DPSCF300001	DPOGS207150	Z
DPSCF300001	DPOGS206910	Z
DPSCF300001	DPOGS207032	Z
DPSCF300001	DPOGS207033	Z
DPSCF300001	DPOGS207155	Z
DPSCF300001	DPOGS207034	Z
DPSCF300001	DPOGS206833	Z
DPSCF300001	DPOGS206954	Z
DPSCF300001	DPOGS206916	Z
DPSCF300001	DPOGS206998	Z
DPSCF300001	DPOGS206838	Z
DPSCF300001	DPOGS207036	Z
DPSCF300001	DPOGS207041	Z
DPSCF300001	DPOGS207210	Z
DPSCF300001	DPOGS207125	Z
DPSCF300001	DPOGS207167	Z
DPSCF300001	DPOGS207168	Z
DPSCF300001	DPOGS206802	Z
DPSCF300001	DPOGS206803	Z
DPSCF300001	DPOGS206804	Z
DPSCF300001	DPOGS207050	Z
DPSCF300001	DPOGS207173	Z
DPSCF300001	DPOGS207091	Z
DPSCF300001	DPOGS207176	Z
DPSCF300001	DPOGS206808	Z
DPSCF300001	DPOGS207177	Z
DPSCF300001	DPOGS207178	Z
DPSCF300001	DPOGS206813	Z
DPSCF300001	DPOGS206937	Z
DPSCF300001	DPOGS207059	Z
DPSCF300001	DPOGS206815	Z
DPSCF300001	DPOGS207061	Z
DPSCF300001	DPOGS206817	Z
DPSCF300001	DPOGS206818	Z
DPSCF300001	DPOGS207063	Z
DPSCF300001	DPOGS207105	Z
DPSCF300001	DPOGS207106	Z
DPSCF300001	DPOGS206945	Z
DPSCF300001	DPOGS206781	Z
DPSCF300001	DPOGS207147	Z
DPSCF300001	DPOGS206948	Z
DPSCF300001	DPOGS207198	Z
DPSCF300001	DPOGS206988	Z
DPSCF300001	DPOGS206830	Z
DPSCF300001	DPOGS206992	Z
DPSCF300001	DPOGS206952	Z
DPSCF300001	DPOGS207156	Z
DPSCF300001	DPOGS206953	Z
DPSCF300001	DPOGS207078	Z
DPSCF300001	DPOGS207206	Z
DPSCF300001	DPOGS206915	Z
DPSCF300001	DPOGS206837	Z
DPSCF300001	DPOGS207039	Z
DPSCF300001	DPOGS206798	Z
DPSCF300001	DPOGS207044	Z
DPSCF300001	DPOGS207214	Z
DPSCF300001	DPOGS207215	Z
DPSCF300001	DPOGS206967	Z
DPSCF300001	DPOGS207089	Z
DPSCF300001	DPOGS207088	Z
DPSCF300001	DPOGS206844	Z
DPSCF300001	DPOGS206846	Z
DPSCF300001	DPOGS207218	Z
DPSCF300001	DPOGS206971	Z
DPSCF300001	DPOGS206972	Z
DPSCF300001	DPOGS207094	Z
DPSCF300001	DPOGS206975	Z
DPSCF300001	DPOGS206853	Z
DPSCF300001	DPOGS206857	Z
DPSCF300001	DPOGS206976	Z
DPSCF300001	DPOGS206858	Z
DPSCF300001	DPOGS207102	Z
DPSCF300001	DPOGS206980	Z
DPSCF300001	DPOGS207103	Z
DPSCF300001	DPOGS206860	Z
DPSCF300001	DPOGS206900	Z
DPSCF300001	DPOGS207189	Z
DPSCF300001	DPOGS206943	Z
DPSCF300001	DPOGS207035	Z
DPSCF300001	DPOGS207207	Z
DPSCF300001	DPOGS206867	Z
DPSCF300001	DPOGS207066	Z
DPSCF300001	DPOGS207031	Z
DPSCF300001	DPOGS207153	Z
DPSCF300001	DPOGS207154	Z
DPSCF300001	DPOGS206951	Z
DPSCF300001	DPOGS206831	Z
DPSCF300001	DPOGS207073	Z
DPSCF300001	DPOGS206793	Z
DPSCF300001	DPOGS206794	Z
DPSCF300001	DPOGS207077	Z
DPSCF300001	DPOGS207134	Z
DPSCF300001	DPOGS207135	Z
DPSCF300001	DPOGS207209	Z
DPSCF300001	DPOGS207164	Z
DPSCF300001	DPOGS207165	Z
DPSCF300001	DPOGS206963	Z
DPSCF300001	DPOGS206964	Z
DPSCF300001	DPOGS207007	Z
DPSCF300001	DPOGS206923	Z
DPSCF300001	DPOGS206885	Z
DPSCF300001	DPOGS206805	Z
DPSCF300001	DPOGS207171	Z
DPSCF300001	DPOGS207010	Z
DPSCF300001	DPOGS207188	Z
DPSCF300001	DPOGS207075	Z
DPSCF300001	DPOGS206769	Z
DPSCF300001	DPOGS207136	Z
DPSCF300001	DPOGS207179	Z
DPSCF300001	DPOGS207058	Z
DPSCF300001	DPOGS206774	Z
DPSCF300001	DPOGS207140	Z
DPSCF300001	DPOGS207141	Z
DPSCF300001	DPOGS207142	Z
DPSCF300001	DPOGS207144	Z
DPSCF300001	DPOGS207190	Z
DPSCF300001	DPOGS206941	Z
DPSCF300001	DPOGS207158	Z
DPSCF300001	DPOGS207076	Z
DPSCF300001	DPOGS206795	Z
DPSCF300001	DPOGS207146	Z
DPSCF300001	DPOGS206959	Z
DPSCF300001	DPOGS207065	Z
DPSCF300001	DPOGS207199	Z
DPSCF300001	DPOGS206828	Z
DPSCF300001	DPOGS207152	Z
DPSCF300001	DPOGS207200	Z
DPSCF300001	DPOGS206950	Z
DPSCF300001	DPOGS207203	Z
DPSCF300001	DPOGS207204	Z
DPSCF300001	DPOGS207074	Z
DPSCF300001	DPOGS207070	Z
DPSCF300001	DPOGS206832	Z
DPSCF300001	DPOGS206796	Z
DPSCF300001	DPOGS207013	Z
DPSCF300001	DPOGS207163	Z
DPSCF300001	DPOGS207042	Z
DPSCF300001	DPOGS206962	Z
DPSCF300001	DPOGS206922	Z
DPSCF300001	DPOGS206842	Z
DPSCF300001	DPOGS207170	Z
DPSCF300001	DPOGS207216	Z
DPSCF300001	DPOGS207086	Z
DPSCF300001	DPOGS207072	Z
DPSCF300001	DPOGS207084	Z
DPSCF300001	DPOGS207201	Z
DPSCF300001	DPOGS206973	Z
DPSCF300001	DPOGS206956	Z
DPSCF300001	DPOGS207095	Z
DPSCF300001	DPOGS207081	Z
DPSCF300001	DPOGS206814	Z
DPSCF300001	DPOGS207182	Z
DPSCF300001	DPOGS206816	Z
DPSCF300001	DPOGS207185	Z
DPSCF300001	DPOGS207186	Z
DPSCF300001	DPOGS207143	Z
DPSCF300001	DPOGS207083	Z
DPSCF300001	DPOGS207040	Z
DPSCF300001	DPOGS206960	Z
DPSCF300001	DPOGS207159	Z
DPSCF300001	DPOGS207131	Z
DPSCF300001	DPOGS206949	Z
DPSCF300001	DPOGS206957	Z
DPSCF300001	DPOGS206786	Z
DPSCF300001	DPOGS206787	Z
DPSCF300001	DPOGS207085	Z
DPSCF300001	DPOGS207151	Z
DPSCF300001	DPOGS206843	Z
DPSCF300001	DPOGS207202	Z
DPSCF300001	DPOGS207162	Z
DPSCF300001	DPOGS207093	Z
DPSCF300001	DPOGS206841	Z
DPSCF300001	DPOGS207212	Z
DPSCF300001	DPOGS207087	Z
DPSCF300001	DPOGS206965	Z
DPSCF300001	DPOGS207099	Z
DPSCF300001	DPOGS206978	Z
DPSCF300001	DPOGS206797	Z
DPSCF300001	DPOGS206977	Z
DPSCF300001	DPOGS207038	Z
DPSCF300001	DPOGS207100	Z
DPSCF300001	DPOGS207071	Z
DPSCF300001	DPOGS207097	Z
DPSCF300001	DPOGS207169	Z
DPSCF300001	DPOGS207161	Z
DPSCF300001	DPOGS206840	Z
DPSCF300001	DPOGS206979	Z
DPSCF300001	DPOGS207180	Z
DPSCF300001	DPOGS207079	Z
DPSCF300001	DPOGS206812	Z
DPSCF300001	DPOGS207160	Z
DPSCF300001	DPOGS207037	Z
DPSCF300001	DPOGS207184	Z
DPSCF300001	DPOGS207082	Z
DPSCF300001	DPOGS206961	Z
DPSCF300001	DPOGS206958	Z
DPSCF300001	DPOGS207181	Z
DPSCF300001	DPOGS207139	Z
DPSCF300001	DPOGS207080	Z
DPSCF300001	DPOGS207096	Z
DPSCF300002	DPOGS204502	11
DPSCF300002	DPOGS204500	11
DPSCF300002	DPOGS204381	11
DPSCF300002	DPOGS204499	11
DPSCF300002	DPOGS204503	11
DPSCF300002	DPOGS204505	11
DPSCF300002	DPOGS204380	11
DPSCF300002	DPOGS204385	11
DPSCF300002	DPOGS204504	11
DPSCF300002	DPOGS204382	11
DPSCF300002	DPOGS204460	11
DPSCF300002	DPOGS204417	11
DPSCF300002	DPOGS204461	11
DPSCF300002	DPOGS204415	11
DPSCF300002	DPOGS204379	11
DPSCF300002	DPOGS204488	11
DPSCF300002	DPOGS204392	11
DPSCF300002	DPOGS204416	11
DPSCF300002	DPOGS204378	11
DPSCF300002	DPOGS204414	11
DPSCF300002	DPOGS204501	11
DPSCF300002	DPOGS204463	11
DPSCF300002	DPOGS204418	11
DPSCF300002	DPOGS204457	11
DPSCF300002	DPOGS204493	11
DPSCF300002	DPOGS204403	11
DPSCF300002	DPOGS204377	11
DPSCF300002	DPOGS204429	11
DPSCF300002	DPOGS204459	11
DPSCF300002	DPOGS204485	11
DPSCF300002	DPOGS204428	11
DPSCF300002	DPOGS204498	11
DPSCF300002	DPOGS204376	11
DPSCF300002	DPOGS204455	11
DPSCF300002	DPOGS204406	11
DPSCF300002	DPOGS204456	11
DPSCF300002	DPOGS204411	11
DPSCF300002	DPOGS204484	11
DPSCF300002	DPOGS204492	11
DPSCF300002	DPOGS204477	11
DPSCF300002	DPOGS204443	11
DPSCF300002	DPOGS204394	11
DPSCF300002	DPOGS204471	11
DPSCF300002	DPOGS204419	11
DPSCF300002	DPOGS204386	11
DPSCF300002	DPOGS204387	11
DPSCF300002	DPOGS204495	11
DPSCF300002	DPOGS204497	11
DPSCF300002	DPOGS204442	11
DPSCF300002	DPOGS204389	11
DPSCF300002	DPOGS204454	11
DPSCF300002	DPOGS204452	11
DPSCF300002	DPOGS204391	11
DPSCF300002	DPOGS204458	11
DPSCF300002	DPOGS204496	11
DPSCF300002	DPOGS204444	11
DPSCF300002	DPOGS204445	11
DPSCF300002	DPOGS204447	11
DPSCF300002	DPOGS204507	11
DPSCF300002	DPOGS204508	11
DPSCF300002	DPOGS204494	11
DPSCF300002	DPOGS204413	11
DPSCF300002	DPOGS204483	11
DPSCF300002	DPOGS204427	11
DPSCF300002	DPOGS204390	11
DPSCF300002	DPOGS204475	11
DPSCF300002	DPOGS204466	11
DPSCF300002	DPOGS204470	11
DPSCF300002	DPOGS204465	11
DPSCF300002	DPOGS204401	11
DPSCF300002	DPOGS204487	11
DPSCF300002	DPOGS204489	11
DPSCF300002	DPOGS204384	11
DPSCF300002	DPOGS204453	11
DPSCF300002	DPOGS204424	11
DPSCF300002	DPOGS204451	11
DPSCF300002	DPOGS204441	11
DPSCF300002	DPOGS204439	11
DPSCF300002	DPOGS204469	11
DPSCF300002	DPOGS204388	11
DPSCF300002	DPOGS204402	11
DPSCF300002	DPOGS204490	11
DPSCF300002	DPOGS204448	11
DPSCF300002	DPOGS204412	11
DPSCF300002	DPOGS204395	11
DPSCF300002	DPOGS204409	11
DPSCF300002	DPOGS204410	11
DPSCF300002	DPOGS204438	11
DPSCF300002	DPOGS204464	11
DPSCF300002	DPOGS204375	11
DPSCF300002	DPOGS204435	11
DPSCF300002	DPOGS204383	11
DPSCF300002	DPOGS204478	11
DPSCF300002	DPOGS204404	11
DPSCF300002	DPOGS204462	11
DPSCF300002	DPOGS204426	11
DPSCF300002	DPOGS204506	11
DPSCF300002	DPOGS204482	11
DPSCF300002	DPOGS204467	11
DPSCF300002	DPOGS204405	11
DPSCF300002	DPOGS204407	11
DPSCF300002	DPOGS204440	11
DPSCF300002	DPOGS204393	11
DPSCF300002	DPOGS204481	11
DPSCF300002	DPOGS204486	11
DPSCF300002	DPOGS204423	11
DPSCF300002	DPOGS204450	11
DPSCF300002	DPOGS204468	11
DPSCF300002	DPOGS204480	11
DPSCF300002	DPOGS204400	11
DPSCF300002	DPOGS204408	11
DPSCF300002	DPOGS204425	11
DPSCF300002	DPOGS204434	11
DPSCF300002	DPOGS204432	11
DPSCF300002	DPOGS204474	11
DPSCF300002	DPOGS204430	11
DPSCF300002	DPOGS204449	11
DPSCF300002	DPOGS204437	11
DPSCF300002	DPOGS204473	11
DPSCF300002	DPOGS204433	11
DPSCF300002	DPOGS204476	11
DPSCF300002	DPOGS204421	11
DPSCF300002	DPOGS204446	11
DPSCF300002	DPOGS204420	11
DPSCF300002	DPOGS204422	11
DPSCF300002	DPOGS204479	11
DPSCF300002	DPOGS204398	11
DPSCF300002	DPOGS204399	11
DPSCF300002	DPOGS204436	11
DPSCF300002	DPOGS204491	11
DPSCF300002	DPOGS204431	11
DPSCF300002	DPOGS204472	11
DPSCF300002	DPOGS204396	11
DPSCF300003	DPOGS203308	Z
DPSCF300003	DPOGS203323	Z
DPSCF300003	DPOGS203279	Z
DPSCF300003	DPOGS203407	Z
DPSCF300003	DPOGS203324	Z
DPSCF300003	DPOGS203321	Z
DPSCF300003	DPOGS203405	Z
DPSCF300003	DPOGS203406	Z
DPSCF300003	DPOGS203320	Z
DPSCF300003	DPOGS203393	Z
DPSCF300003	DPOGS203283	Z
DPSCF300003	DPOGS203294	Z
DPSCF300003	DPOGS203402	Z
DPSCF300003	DPOGS203334	Z
DPSCF300003	DPOGS203403	Z
DPSCF300003	DPOGS203278	Z
DPSCF300003	DPOGS203277	Z
DPSCF300003	DPOGS203325	Z
DPSCF300003	DPOGS203316	Z
DPSCF300003	DPOGS203363	Z
DPSCF300003	DPOGS203358	Z
DPSCF300003	DPOGS203390	Z
DPSCF300003	DPOGS203364	Z
DPSCF300003	DPOGS203281	Z
DPSCF300003	DPOGS203362	Z
DPSCF300003	DPOGS203332	Z
DPSCF300003	DPOGS203415	Z
DPSCF300003	DPOGS203305	Z
DPSCF300003	DPOGS203319	Z
DPSCF300003	DPOGS203391	Z
DPSCF300003	DPOGS203366	Z
DPSCF300003	DPOGS203288	Z
DPSCF300003	DPOGS203290	Z
DPSCF300003	DPOGS203317	Z
DPSCF300003	DPOGS203389	Z
DPSCF300003	DPOGS203309	Z
DPSCF300003	DPOGS203322	Z
DPSCF300003	DPOGS203355	Z
DPSCF300003	DPOGS203404	Z
DPSCF300003	DPOGS203344	Z
DPSCF300003	DPOGS203388	Z
DPSCF300003	DPOGS203348	Z
DPSCF300003	DPOGS203328	Z
DPSCF300003	DPOGS203359	Z
DPSCF300003	DPOGS203307	Z
DPSCF300003	DPOGS203280	Z
DPSCF300003	DPOGS203333	Z
DPSCF300003	DPOGS203400	Z
DPSCF300003	DPOGS203313	Z
DPSCF300003	DPOGS203414	Z
DPSCF300003	DPOGS203287	Z
DPSCF300003	DPOGS203392	Z
DPSCF300003	DPOGS203346	Z
DPSCF300003	DPOGS203291	Z
DPSCF300003	DPOGS203372	Z
DPSCF300003	DPOGS203337	Z
DPSCF300003	DPOGS203327	Z
DPSCF300003	DPOGS203276	Z
DPSCF300003	DPOGS203357	Z
DPSCF300003	DPOGS203304	Z
DPSCF300003	DPOGS203331	Z
DPSCF300003	DPOGS203289	Z
DPSCF300003	DPOGS203387	Z
DPSCF300003	DPOGS203342	Z
DPSCF300003	DPOGS203375	Z
DPSCF300003	DPOGS203361	Z
DPSCF300003	DPOGS203345	Z
DPSCF300003	DPOGS203286	Z
DPSCF300003	DPOGS203293	Z
DPSCF300003	DPOGS203310	Z
DPSCF300003	DPOGS203315	Z
DPSCF300003	DPOGS203370	Z
DPSCF300003	DPOGS203318	Z
DPSCF300003	DPOGS203399	Z
DPSCF300003	DPOGS203299	Z
DPSCF300003	DPOGS203368	Z
DPSCF300003	DPOGS203285	Z
DPSCF300003	DPOGS203408	Z
DPSCF300003	DPOGS203418	Z
DPSCF300003	DPOGS203401	Z
DPSCF300003	DPOGS203412	Z
DPSCF300003	DPOGS203409	Z
DPSCF300003	DPOGS203394	Z
DPSCF300003	DPOGS203350	Z
DPSCF300003	DPOGS203312	Z
DPSCF300003	DPOGS203356	Z
DPSCF300003	DPOGS203369	Z
DPSCF300003	DPOGS203398	Z
DPSCF300003	DPOGS203341	Z
DPSCF300003	DPOGS203338	Z
DPSCF300003	DPOGS203383	Z
DPSCF300003	DPOGS203413	Z
DPSCF300003	DPOGS203373	Z
DPSCF300003	DPOGS203329	Z
DPSCF300003	DPOGS203410	Z
DPSCF300003	DPOGS203377	Z
DPSCF300003	DPOGS203336	Z
DPSCF300003	DPOGS203354	Z
DPSCF300003	DPOGS203330	Z
DPSCF300003	DPOGS203303	Z
DPSCF300003	DPOGS203284	Z
DPSCF300003	DPOGS203374	Z
DPSCF300003	DPOGS203297	Z
DPSCF300003	DPOGS203385	Z
DPSCF300003	DPOGS203295	Z
DPSCF300003	DPOGS203306	Z
DPSCF300003	DPOGS203353	Z
DPSCF300003	DPOGS203367	Z
DPSCF300003	DPOGS203371	Z
DPSCF300003	DPOGS203302	Z
DPSCF300003	DPOGS203298	Z
DPSCF300003	DPOGS203386	Z
DPSCF300003	DPOGS203314	Z
DPSCF300003	DPOGS203296	Z
DPSCF300003	DPOGS203300	Z
DPSCF300003	DPOGS203378	Z
DPSCF300003	DPOGS203340	Z
DPSCF300003	DPOGS203282	Z
DPSCF300003	DPOGS203416	Z
DPSCF300003	DPOGS203417	Z
DPSCF300003	DPOGS203311	Z
DPSCF300003	DPOGS203339	Z
DPSCF300003	DPOGS203382	Z
DPSCF300003	DPOGS203349	Z
DPSCF300003	DPOGS203347	Z
DPSCF300003	DPOGS203326	Z
DPSCF300003	DPOGS203380	Z
DPSCF300003	DPOGS203379	Z
DPSCF300003	DPOGS203396	Z
DPSCF300003	DPOGS203376	Z
DPSCF300003	DPOGS203301	Z
DPSCF300003	DPOGS203397	Z
DPSCF300003	DPOGS203335	Z
DPSCF300003	DPOGS203352	Z
DPSCF300003	DPOGS203292	Z
DPSCF300003	DPOGS203381	Z
DPSCF300004	DPOGS210945	3
DPSCF300004	DPOGS210947	3
DPSCF300004	DPOGS210992	3
DPSCF300004	DPOGS211001	3
DPSCF300004	DPOGS210949	3
DPSCF300004	DPOGS210989	3
DPSCF300004	DPOGS210959	3
DPSCF300004	DPOGS210990	3
DPSCF300004	DPOGS210987	3
DPSCF300004	DPOGS210946	3
DPSCF300004	DPOGS211022	3
DPSCF300004	DPOGS211006	3
DPSCF300004	DPOGS211020	3
DPSCF300004	DPOGS210957	3
DPSCF300004	DPOGS210991	3
DPSCF300004	DPOGS210967	3
DPSCF300004	DPOGS211007	3
DPSCF300004	DPOGS211021	3
DPSCF300004	DPOGS211019	3
DPSCF300004	DPOGS210988	3
DPSCF300004	DPOGS210993	3
DPSCF300004	DPOGS211018	3
DPSCF300004	DPOGS210969	3
DPSCF300004	DPOGS210970	3
DPSCF300004	DPOGS210942	3
DPSCF300004	DPOGS210956	3
DPSCF300004	DPOGS210948	3
