/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../Mcinx_Chr21_Chr01.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
167932	168105	267377	267550	174	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
168013	168144	248629	248760	132	132	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
178993	179241	653102	653377	249	276	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
179375	179575	653718	653921	201	204	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
179746	179955	653941	654174	210	234	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
181569	181787	656971	657189	219	219	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
182455	182730	658787	659071	276	285	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
186330	186716	664682	665071	387	390	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
187723	187920	665917	666114	198	198	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
188154	188309	666229	666384	156	156	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
189365	189757	668353	668742	393	390	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
190207	190515	668839	669147	309	309	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
191035	191208	669340	669501	174	162	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
191251	191491	669868	670117	241	250	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
196916	197101	676023	676208	186	186	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
197604	197837	676946	677179	234	234	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
199788	200009	682868	683086	222	219	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
200727	200996	684160	684405	270	246	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
203095	203271	690063	690239	177	177	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
260357	260686	728537	728917	330	381	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
260638	262140	729034	730509	1503	1476	6243218	5711611	0.02	0.03	DPSCF300001	Mcinx_Chr21
262334	263307	730760	731733	974	974	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
266338	266535	737095	737307	198	213	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
267128	267408	738348	738673	281	326	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
270016	271086	742068	743183	1071	1116	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
273483	273927	748087	748591	445	505	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
280257	280475	761770	761997	219	228	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
280710	281042	763266	763583	333	318	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
310294	310506	847697	847849	213	153	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
312702	312878	850745	850927	177	183	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
315940	316053	853979	854092	114	114	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
316542	316661	855036	855179	120	144	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
323287	323487	875645	875845	201	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
325670	325885	876444	876644	216	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
329610	330114	884530	885031	505	502	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
331778	332116	887194	887568	339	375	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
337183	337374	907513	907713	192	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
338986	339192	915544	915756	207	213	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
340947	341078	926582	926713	132	132	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
353299	353847	941451	941987	549	537	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
353900	354067	942562	942729	168	168	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
354320	354619	943057	943356	300	300	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
354833	355138	944244	944549	306	306	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
357325	357567	955614	955838	243	225	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
357701	357799	956337	956435	99	99	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
357794	357904	956441	956551	111	111	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
358027	358350	957301	957639	324	339	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
359701	359880	958843	959028	180	186	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
360029	360214	960016	960213	186	198	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
361327	361653	962047	962373	327	327	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
361828	361935	963711	963821	108	111	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
362580	362813	965477	965698	234	222	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
366453	367065	973727	974477	613	751	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
367108	367260	976067	976213	153	147	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
367371	367562	976468	976659	192	192	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
372514	372861	990154	990534	348	381	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
374456	374656	1061726	1061926	201	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
374815	375117	1061235	1061522	303	288	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
375543	375854	1060725	1061012	312	288	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
376056	376232	1060367	1060549	177	183	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
377082	377354	1058335	1058649	273	315	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
382501	382755	1032656	1032916	255	261	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
384416	384574	1034137	1034304	159	168	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
388090	388272	1038217	1038396	183	180	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
390570	390707	1026845	1026982	138	138	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
391021	391173	1023873	1024025	153	153	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
393256	393594	1018166	1018474	339	309	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
486151	486843	1754085	1754816	693	732	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
487052	488041	1753116	1754111	990	996	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
515481	515660	1720394	1720600	180	207	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
527711	527842	1699024	1699158	132	135	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
529381	529725	1696226	1696570	345	345	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
601395	601676	1626482	1626736	282	255	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
612229	612465	1616455	1616679	237	225	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
627043	627234	1439530	1439730	192	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
634336	635364	1418518	1419553	1029	1036	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
635431	636225	1417440	1418252	795	813	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
843626	843835	1008295	1008504	210	210	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
845053	845220	1007612	1007779	168	168	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
845831	846061	951333	951572	231	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
846269	846586	951873	952199	318	327	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
847563	847844	1003492	1003794	282	303	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
848940	849098	998660	998827	159	168	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
849840	850010	997794	997964	171	171	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
850339	850494	997312	997467	156	156	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
850587	850748	996191	996352	162	162	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
851150	851302	995443	995595	153	153	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
860017	860127	1073720	1073836	111	117	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
861968	862249	1792746	1793069	282	324	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
863458	863646	1077685	1077873	189	189	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
880768	880968	1092090	1092290	201	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
883100	883294	1094344	1094547	195	204	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
886402	886587	1095951	1096136	186	186	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
886945	887243	1096815	1097128	299	314	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
887705	887866	1097799	1097960	162	162	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
888318	888554	1098553	1098792	237	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
890761	890838	1108591	1108668	78	78	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
890874	891137	1109781	1110050	264	270	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
891181	891415	1110578	1110797	235	220	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
893121	893279	1120288	1120449	159	162	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
896291	896485	1128230	1128424	195	195	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
901526	901708	1143080	1143259	183	180	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
902270	902407	1146755	1146889	138	135	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
915036	915278	1178116	1178358	243	243	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
919520	920992	1186347	1187788	1473	1442	6243218	5711611	0.02	0.03	DPSCF300001	Mcinx_Chr21
921039	921245	1187799	1188008	207	210	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
926731	927277	1195165	1195629	547	465	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
935438	936415	1217027	1217995	978	969	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
944468	944677	1236194	1236403	210	210	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
945009	945200	1237490	1237681	192	192	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
945796	945924	1238912	1239040	129	129	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
947894	948064	1241821	1241991	171	171	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
948045	948404	1242073	1242381	360	309	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
949600	949845	1243693	1243932	246	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
950550	950663	1244966	1245079	114	114	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
952544	952819	1246709	1247068	276	360	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
952971	953123	1247290	1247442	153	153	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
953468	953638	1247692	1247868	171	177	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
955902	956048	1252458	1252634	147	177	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
962178	962447	1274158	1274436	270	279	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
981118	983280	1325961	1328123	2163	2163	6243218	5711611	0.03	0.04	DPSCF300001	Mcinx_Chr21
988686	988793	1339932	1340039	108	108	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
989232	989384	1340996	1341139	153	144	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1001831	1001977	1363944	1364090	147	147	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1002210	1003103	1364352	1365251	894	900	6243218	5711611	0.01	0.02	DPSCF300001	Mcinx_Chr21
1004616	1004951	1368171	1368542	336	372	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1005048	1005293	1368668	1368910	246	243	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1006491	1006640	1370167	1370319	150	153	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1006785	1007092	1370867	1371189	308	323	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1007677	1007811	1371453	1371587	135	135	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1009549	1009746	1372224	1372415	198	192	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1015355	1015456	1376296	1376403	102	108	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1017140	1017415	1378897	1379151	276	255	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1017459	1017638	1379158	1379337	180	180	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1018020	1018232	1379765	1380025	213	261	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1018990	1019278	1380720	1380993	289	274	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1019297	1019479	1381010	1381183	183	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1021153	1021320	1382684	1382839	168	156	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1021367	1021507	1383350	1383493	141	144	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1021571	1021768	1382195	1382392	198	198	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1046464	1046961	1863458	1863958	498	501	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1047224	1047397	1865297	1865470	174	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1047686	1047886	1865815	1866015	201	201	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1048410	1048707	1867477	1867765	298	289	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1048970	1049086	1868526	1868642	117	117	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1049232	1049420	1869727	1869912	189	186	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1049441	1049740	1870186	1870494	300	309	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1049731	1050108	1872698	1873066	378	369	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1050443	1050682	1873241	1873480	240	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1050985	1051224	1873663	1873902	240	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1057372	1057552	1888395	1888587	181	193	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1059029	1059277	1890612	1890860	249	249	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1059294	1059728	1890885	1891322	435	438	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1060319	1060447	1892005	1892133	129	129	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1060493	1061099	1892168	1892775	607	608	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1061305	1061557	1893043	1893301	253	259	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1061560	1061715	1893305	1893460	156	156	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1061824	1061988	1893695	1893859	165	165	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1062009	1062314	1893942	1894238	306	297	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1062278	1062607	1895111	1895416	330	306	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1062622	1063088	1896104	1896564	467	461	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1063131	1063733	1896596	1897240	603	645	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1064483	1064683	1898011	1898208	201	198	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1064729	1064848	1898259	1898378	120	120	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1065464	1065769	1899094	1899387	306	294	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1065924	1066500	1899533	1900114	577	582	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1066561	1066957	1900191	1900575	397	385	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1066943	1067380	1900577	1901035	438	459	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1067384	1067763	1901035	1901419	380	385	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1068028	1068349	1901642	1901990	322	349	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1068483	1068692	1902131	1902340	210	210	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1068741	1068875	1902376	1902510	135	135	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1068872	1069858	1902523	1903518	987	996	6243218	5711611	0.02	0.02	DPSCF300001	Mcinx_Chr21
1069902	1070162	1903605	1903835	261	231	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1070280	1070459	1904255	1904434	180	180	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1080437	1080914	1928731	1929190	478	460	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1081606	1081881	1929450	1929725	276	276	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1082706	1082961	1930076	1930340	256	265	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1086270	1086377	1933936	1934043	108	108	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1095006	1095245	1945253	1945480	240	228	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1095406	1095606	1945835	1946038	201	204	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1095906	1096055	1946118	1946267	150	150	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1097419	1097607	1947957	1948145	189	189	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1100017	1100157	1952417	1952557	141	141	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1100581	1100751	1953267	1953440	171	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1103167	1103535	1961612	1961986	369	375	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1104773	1105066	1964017	1964310	294	294	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1105037	1105375	1964544	1964831	339	288	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1105854	1106261	1965168	1965593	408	426	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1107863	1108036	1986274	1986447	174	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1108151	1108444	1987022	1987321	294	300	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
1108464	1108649	1987837	1988034	186	198	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1108944	1109107	1988158	1988312	164	155	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1109164	1109349	1988383	1988568	186	186	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1109642	1109874	1992063	1992340	233	278	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1111668	1111841	1992650	1992823	174	174	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1112031	1112225	1993525	1993719	195	195	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1114067	1114198	1997551	1997682	132	132	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1116312	1116491	2002048	2002230	180	183	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1119633	1119860	2005648	2005878	228	231	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1120942	1121219	2009628	2009872	278	245	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1121316	1121748	2009991	2010426	433	436	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1121768	1121881	2010435	2010548	114	114	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1122439	1122960	2011038	2011559	522	522	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1124395	1124604	2012633	2012839	210	207	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1124711	1125068	2013027	2013339	358	313	6243218	5711611	0.01	0.01	DPSCF300001	Mcinx_Chr21
1126069	1126311	2013657	2013914	243	258	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1126422	1126643	2014239	2014478	222	240	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1126707	1126874	2014895	2015062	168	168	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1126938	1127090	2015415	2015585	153	171	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1127787	1127924	2018738	2018875	138	138	6243218	5711611	0.00	0.00	DPSCF300001	Mcinx_Chr21
1128926	1129204	2020245	2020535	279	291	6243218	5711611	0.00	0.01	DPSCF300001	Mcinx_Chr21
