scaff.tar	gene.tar	chr.tar
DPSCF300001	DPOGS206920	21
DPSCF300001	DPOGS206800	21
DPSCF300001	DPOGS207123	21
DPSCF300001	DPOGS207124	21
DPSCF300001	DPOGS207214	21
DPSCF300001	DPOGS207215	21
DPSCF300001	DPOGS207171	21
DPSCF300001	DPOGS206847	21
DPSCF300001	DPOGS206927	21
DPSCF300001	DPOGS206930	21
DPSCF300001	DPOGS206931	21
DPSCF300001	DPOGS207120	21
DPSCF300001	DPOGS207095	21
DPSCF300001	DPOGS206935	21
DPSCF300001	DPOGS207055	21
DPSCF300001	DPOGS206974	21
DPSCF300001	DPOGS207139	21
DPSCF300001	DPOGS206976	21
DPSCF300001	DPOGS206897	21
DPSCF300001	DPOGS206898	21
DPSCF300001	DPOGS206899	21
DPSCF300001	DPOGS207144	21
DPSCF300001	DPOGS206901	21
DPSCF300001	DPOGS206900	21
DPSCF300001	DPOGS206823	21
DPSCF300001	DPOGS207148	21
DPSCF300001	DPOGS206904	21
DPSCF300001	DPOGS207025	21
DPSCF300001	DPOGS207027	21
DPSCF300001	DPOGS206785	21
DPSCF300001	DPOGS206786	21
DPSCF300001	DPOGS207153	21
DPSCF300001	DPOGS207152	21
DPSCF300001	DPOGS206830	21
DPSCF300001	DPOGS206831	21
DPSCF300001	DPOGS207202	21
DPSCF300001	DPOGS206833	21
DPSCF300001	DPOGS207159	21
DPSCF300001	DPOGS207037	21
DPSCF300001	DPOGS206797	21
DPSCF300001	DPOGS206880	21
DPSCF300001	DPOGS206962	21
DPSCF300001	DPOGS207165	21
DPSCF300001	DPOGS207043	21
DPSCF300001	DPOGS207168	21
DPSCF300001	DPOGS207046	21
DPSCF300001	DPOGS207005	21
DPSCF300001	DPOGS207047	21
DPSCF300001	DPOGS207090	21
DPSCF300001	DPOGS207091	21
DPSCF300001	DPOGS206969	21
DPSCF300001	DPOGS206932	21
DPSCF300001	DPOGS207053	21
DPSCF300001	DPOGS206933	21
DPSCF300001	DPOGS206973	21
DPSCF300001	DPOGS207138	21
DPSCF300001	DPOGS207056	21
DPSCF300001	DPOGS206896	21
DPSCF300001	DPOGS206937	21
DPSCF300001	DPOGS206938	21
DPSCF300001	DPOGS207186	21
DPSCF300001	DPOGS207061	21
DPSCF300001	DPOGS206819	21
DPSCF300001	DPOGS206820	21
DPSCF300001	DPOGS207063	21
DPSCF300001	DPOGS206822	21
DPSCF300001	DPOGS206946	21
DPSCF300001	DPOGS207192	21
DPSCF300001	DPOGS207064	21
DPSCF300001	DPOGS207067	21
DPSCF300001	DPOGS206948	21
DPSCF300001	DPOGS207071	21
DPSCF300001	DPOGS207072	21
DPSCF300001	DPOGS206871	21
DPSCF300001	DPOGS206872	21
DPSCF300001	DPOGS207115	21
DPSCF300001	DPOGS207116	21
DPSCF300001	DPOGS206954	21
DPSCF300001	DPOGS207205	21
DPSCF300001	DPOGS207121	21
DPSCF300001	DPOGS207040	21
DPSCF300001	DPOGS206881	21
DPSCF300001	DPOGS206960	21
DPSCF300001	DPOGS206961	21
DPSCF300001	DPOGS207210	21
DPSCF300001	DPOGS207084	21
DPSCF300001	DPOGS206840	21
DPSCF300001	DPOGS206965	21
DPSCF300001	DPOGS207048	21
DPSCF300001	DPOGS207049	21
DPSCF300001	DPOGS206929	21
DPSCF300001	DPOGS207222	21
DPSCF300001	DPOGS206970	21
DPSCF300001	DPOGS207094	21
DPSCF300001	DPOGS207054	21
DPSCF300001	DPOGS207179	21
DPSCF300001	DPOGS207096	21
DPSCF300001	DPOGS206853	21
DPSCF300001	DPOGS206771	21
DPSCF300001	DPOGS206773	21
DPSCF300001	DPOGS206774	21
DPSCF300001	DPOGS206978	21
DPSCF300001	DPOGS207102	21
DPSCF300001	DPOGS207103	21
DPSCF300001	DPOGS206860	21
DPSCF300001	DPOGS206863	21
DPSCF300001	DPOGS207106	21
DPSCF300001	DPOGS206781	21
DPSCF300001	DPOGS207147	21
DPSCF300001	DPOGS206779	21
DPSCF300001	DPOGS206866	21
DPSCF300001	DPOGS206987	21
DPSCF300001	DPOGS207112	21
DPSCF300001	DPOGS207070	21
DPSCF300001	DPOGS206828	21
DPSCF300001	DPOGS206951	21
DPSCF300001	DPOGS206952	21
DPSCF300001	DPOGS206953	21
DPSCF300001	DPOGS207203	21
DPSCF300001	DPOGS207160	21
DPSCF300001	DPOGS206995	21
DPSCF300001	DPOGS207041	21
DPSCF300001	DPOGS206997	21
DPSCF300001	DPOGS206998	21
DPSCF300001	DPOGS206999	21
DPSCF300001	DPOGS207000	21
DPSCF300001	DPOGS207126	21
DPSCF300001	DPOGS207127	21
DPSCF300001	DPOGS206966	21
DPSCF300001	DPOGS207219	21
DPSCF300001	DPOGS207220	21
DPSCF300001	DPOGS207176	21
DPSCF300001	DPOGS206807	21
DPSCF300001	DPOGS207136	21
DPSCF300001	DPOGS206971	21
DPSCF300001	DPOGS206972	21
DPSCF300001	DPOGS206894	21
DPSCF300001	DPOGS206895	21
DPSCF300001	DPOGS207057	21
DPSCF300001	DPOGS207058	21
DPSCF300001	DPOGS207059	21
DPSCF300001	DPOGS206775	21
DPSCF300001	DPOGS206776	21
DPSCF300001	DPOGS206777	21
DPSCF300001	DPOGS207145	21
DPSCF300001	DPOGS206782	21
DPSCF300001	DPOGS206780	21
DPSCF300001	DPOGS207193	21
DPSCF300001	DPOGS206945	21
DPSCF300001	DPOGS207190	21
DPSCF300001	DPOGS207026	21
DPSCF300001	DPOGS207066	21
DPSCF300001	DPOGS207029	21
DPSCF300001	DPOGS206868	21
DPSCF300001	DPOGS206988	21
DPSCF300001	DPOGS207114	21
DPSCF300001	DPOGS206991	21
DPSCF300001	DPOGS206992	21
DPSCF300001	DPOGS207201	21
DPSCF300001	DPOGS206955	21
DPSCF300001	DPOGS207161	21
DPSCF300001	DPOGS207122	21
DPSCF300001	DPOGS207163	21
DPSCF300001	DPOGS206918	21
DPSCF300001	DPOGS206921	21
DPSCF300001	DPOGS206922	21
DPSCF300001	DPOGS207169	21
DPSCF300001	DPOGS207170	21
DPSCF300001	DPOGS206924	21
DPSCF300001	DPOGS207007	21
DPSCF300001	DPOGS206804	21
DPSCF300001	DPOGS206846	21
DPSCF300001	DPOGS207175	21
DPSCF300001	DPOGS207177	21
DPSCF300001	DPOGS206892	21
DPSCF300001	DPOGS206893	21
DPSCF300001	DPOGS206768	21
DPSCF300001	DPOGS206808	21
DPSCF300001	DPOGS206770	21
DPSCF300001	DPOGS207015	21
DPSCF300001	DPOGS207016	21
DPSCF300001	DPOGS207060	21
DPSCF300001	DPOGS206816	21
DPSCF300001	DPOGS206939	21
DPSCF300001	DPOGS206818	21
DPSCF300001	DPOGS207189	21
DPSCF300001	DPOGS206821	21
DPSCF300001	DPOGS207105	21
DPSCF300001	DPOGS207024	21
DPSCF300001	DPOGS207146	21
DPSCF300001	DPOGS206944	21
DPSCF300001	DPOGS206839	21
DPSCF300001	DPOGS207065	21
DPSCF300001	DPOGS207151	21
DPSCF300001	DPOGS207085	21
DPSCF300001	DPOGS206949	21
DPSCF300001	DPOGS207200	21
DPSCF300001	DPOGS206990	21
DPSCF300001	DPOGS206805	21
DPSCF300001	DPOGS207075	21
DPSCF300001	DPOGS207206	21
DPSCF300001	DPOGS206796	21
DPSCF300001	DPOGS206838	21
DPSCF300001	DPOGS207208	21
DPSCF300001	DPOGS206852	21
DPSCF300001	DPOGS206958	21
DPSCF300001	DPOGS207042	21
DPSCF300001	DPOGS206936	21
DPSCF300001	DPOGS206841	21
DPSCF300001	DPOGS206803	21
DPSCF300001	DPOGS206967	21
DPSCF300001	DPOGS207020	21
DPSCF300001	DPOGS206968	21
DPSCF300001	DPOGS207050	21
DPSCF300001	DPOGS207052	21
DPSCF300001	DPOGS207178	21
DPSCF300001	DPOGS207051	21
DPSCF300001	DPOGS207023	21
DPSCF300001	DPOGS207134	21
DPSCF300001	DPOGS207180	21
DPSCF300001	DPOGS207082	21
DPSCF300001	DPOGS207017	21
DPSCF300001	DPOGS207099	21
DPSCF300001	DPOGS207100	21
DPSCF300001	DPOGS206950	21
DPSCF300001	DPOGS207021	21
DPSCF300001	DPOGS206981	21
DPSCF300001	DPOGS206778	21
DPSCF300001	DPOGS207191	21
DPSCF300001	DPOGS206817	21
DPSCF300001	DPOGS206917	21
DPSCF300001	DPOGS206996	21
DPSCF300001	DPOGS206959	21
DPSCF300001	DPOGS207013	21
DPSCF300001	DPOGS206883	21
DPSCF300001	DPOGS206884	21
DPSCF300001	DPOGS206989	21
DPSCF300001	DPOGS206886	21
DPSCF300001	DPOGS206844	21
DPSCF300001	DPOGS207073	21
DPSCF300001	DPOGS207204	21
DPSCF300001	DPOGS207035	21
DPSCF300001	DPOGS206879	21
DPSCF300001	DPOGS206891	21
DPSCF300001	DPOGS207137	21
DPSCF300001	DPOGS207011	21
DPSCF300001	DPOGS207080	21
DPSCF300001	DPOGS206769	21
DPSCF300001	DPOGS207184	21
DPSCF300001	DPOGS206842	21
DPSCF300001	DPOGS207019	21
DPSCF300001	DPOGS206811	21
DPSCF300001	DPOGS207089	21
DPSCF300001	DPOGS207218	21
DPSCF300001	DPOGS207135	21
DPSCF300001	DPOGS206767	21
DPSCF300001	DPOGS206916	21
DPSCF300001	DPOGS207207	21
DPSCF300001	DPOGS207038	21
DPSCF300001	DPOGS206766	21
DPSCF300001	DPOGS207081	21
DPSCF300001	DPOGS207044	21
DPSCF300001	DPOGS207018	21
DPSCF300001	DPOGS207086	21
DPSCF300001	DPOGS206925	21
DPSCF300001	DPOGS207182	21
DPSCF300001	DPOGS206942	21
DPSCF300001	DPOGS206943	21
DPSCF300001	DPOGS207022	21
DPSCF300001	DPOGS206806	21
DPSCF300001	DPOGS206890	21
DPSCF300001	DPOGS207133	21
DPSCF300001	DPOGS206957	21
DPSCF300001	DPOGS207012	21
DPSCF300001	DPOGS207079	21
DPSCF300001	DPOGS207045	21
DPSCF300001	DPOGS206815	21
DPSCF300001	DPOGS206813	21
DPSCF300001	DPOGS206926	21
DPSCF300001	DPOGS207008	21
DPSCF300001	DPOGS207074	21
DPSCF300001	DPOGS207076	21
DPSCF300001	DPOGS206941	21
DPSCF300001	DPOGS206837	21
DPSCF300001	DPOGS206794	21
DPSCF300001	DPOGS207130	21
DPSCF300001	DPOGS207162	21
DPSCF300001	DPOGS206888	21
DPSCF300001	DPOGS207181	21
DPSCF300001	DPOGS207083	21
DPSCF300001	DPOGS207002	21
DPSCF300001	DPOGS206812	21
DPSCF300001	DPOGS206843	21
DPSCF300001	DPOGS207216	21
DPSCF300001	DPOGS207088	21
DPSCF300001	DPOGS206832	21
DPSCF300001	DPOGS207131	21
DPSCF300001	DPOGS207009	21
DPSCF300001	DPOGS207014	21
DPSCF300001	DPOGS206889	21
DPSCF300001	DPOGS207078	21
DPSCF300001	DPOGS206919	21
DPSCF300001	DPOGS206923	21
DPSCF300001	DPOGS206810	21
DPSCF300001	DPOGS207087	21
DPSCF300001	DPOGS207003	21
DPSCF300001	DPOGS206793	21
DPSCF300001	DPOGS207188	21
DPSCF300001	DPOGS206887	21
DPSCF300001	DPOGS206940	21
DPSCF300001	DPOGS207077	21
DPSCF300001	DPOGS207209	21
DPSCF300001	DPOGS207039	21
DPSCF300001	DPOGS206885	21
DPSCF300001	DPOGS206956	21
DPSCF300001	DPOGS207006	21
DPSCF300001	DPOGS207001	21
DPSCF300001	DPOGS206814	21
DPSCF300001	DPOGS206809	21
DPSCF300001	DPOGS207128	21
DPSCF300001	DPOGS207004	21
DPSCF300001	DPOGS207010	21
DPSCF300001	DPOGS207129	21
DPSCF300001	DPOGS206882	21
DPSCF300002	DPOGS204424	3
DPSCF300002	DPOGS204463	3
DPSCF300002	DPOGS204460	3
DPSCF300002	DPOGS204423	3
DPSCF300002	DPOGS204418	3
DPSCF300002	DPOGS204422	3
DPSCF300002	DPOGS204426	3
DPSCF300002	DPOGS204421	3
DPSCF300002	DPOGS204419	3
DPSCF300002	DPOGS204387	3
DPSCF300002	DPOGS204440	3
DPSCF300002	DPOGS204433	3
DPSCF300002	DPOGS204462	3
DPSCF300002	DPOGS204420	3
DPSCF300002	DPOGS204498	3
DPSCF300002	DPOGS204493	3
DPSCF300002	DPOGS204413	3
DPSCF300002	DPOGS204499	3
DPSCF300002	DPOGS204428	3
DPSCF300002	DPOGS204414	3
DPSCF300002	DPOGS204436	3
DPSCF300002	DPOGS204461	3
DPSCF300002	DPOGS204378	3
DPSCF300002	DPOGS204393	3
DPSCF300002	DPOGS204508	3
DPSCF300002	DPOGS204425	3
DPSCF300002	DPOGS204415	3
DPSCF300002	DPOGS204465	3
DPSCF300002	DPOGS204377	3
DPSCF300002	DPOGS204469	3
DPSCF300002	DPOGS204392	3
DPSCF300002	DPOGS204458	3
DPSCF300002	DPOGS204382	3
DPSCF300002	DPOGS204496	3
DPSCF300002	DPOGS204480	3
DPSCF300002	DPOGS204376	3
DPSCF300002	DPOGS204483	3
DPSCF300002	DPOGS204482	3
DPSCF300002	DPOGS204473	3
DPSCF300002	DPOGS204470	3
DPSCF300002	DPOGS204431	3
DPSCF300002	DPOGS204487	3
DPSCF300002	DPOGS204503	3
DPSCF300002	DPOGS204474	3
DPSCF300002	DPOGS204381	3
DPSCF300002	DPOGS204394	3
DPSCF300002	DPOGS204417	3
DPSCF300002	DPOGS204456	3
DPSCF300002	DPOGS204455	3
DPSCF300002	DPOGS204459	3
DPSCF300002	DPOGS204412	3
DPSCF300002	DPOGS204497	3
DPSCF300002	DPOGS204495	3
DPSCF300002	DPOGS204492	3
DPSCF300002	DPOGS204388	3
DPSCF300002	DPOGS204379	3
DPSCF300002	DPOGS204484	3
DPSCF300002	DPOGS204380	3
DPSCF300002	DPOGS204454	3
DPSCF300002	DPOGS204427	3
DPSCF300002	DPOGS204385	3
DPSCF300002	DPOGS204386	3
DPSCF300002	DPOGS204506	3
DPSCF300002	DPOGS204432	3
DPSCF300002	DPOGS204435	3
DPSCF300002	DPOGS204434	3
DPSCF300002	DPOGS204472	3
DPSCF300002	DPOGS204486	3
DPSCF300002	DPOGS204437	3
DPSCF300002	DPOGS204464	3
DPSCF300002	DPOGS204442	3
DPSCF300002	DPOGS204501	3
DPSCF300002	DPOGS204479	3
DPSCF300002	DPOGS204439	3
DPSCF300002	DPOGS204384	3
DPSCF300002	DPOGS204416	3
DPSCF300002	DPOGS204494	3
DPSCF300002	DPOGS204443	3
DPSCF300002	DPOGS204411	3
DPSCF300002	DPOGS204391	3
DPSCF300002	DPOGS204389	3
DPSCF300002	DPOGS204400	3
DPSCF300002	DPOGS204488	3
DPSCF300002	DPOGS204429	3
DPSCF300002	DPOGS204481	3
DPSCF300002	DPOGS204410	3
DPSCF300002	DPOGS204457	3
DPSCF300002	DPOGS204478	3
DPSCF300002	DPOGS204467	3
DPSCF300002	DPOGS204468	3
DPSCF300002	DPOGS204466	3
DPSCF300002	DPOGS204430	3
DPSCF300002	DPOGS204390	3
DPSCF300002	DPOGS204485	3
DPSCF300002	DPOGS204438	3
DPSCF300002	DPOGS204399	3
DPSCF300002	DPOGS204441	3
DPSCF300002	DPOGS204453	3
DPSCF300002	DPOGS204451	3
DPSCF300002	DPOGS204507	3
DPSCF300002	DPOGS204452	3
DPSCF300002	DPOGS204504	3
DPSCF300002	DPOGS204395	3
DPSCF300002	DPOGS204502	3
DPSCF300002	DPOGS204398	3
DPSCF300002	DPOGS204375	3
DPSCF300002	DPOGS204477	3
DPSCF300002	DPOGS204446	3
DPSCF300002	DPOGS204476	3
DPSCF300002	DPOGS204500	3
DPSCF300002	DPOGS204471	3
DPSCF300002	DPOGS204505	3
DPSCF300002	DPOGS204404	3
DPSCF300002	DPOGS204383	3
DPSCF300002	DPOGS204444	3
DPSCF300002	DPOGS204409	3
DPSCF300002	DPOGS204450	3
DPSCF300002	DPOGS204447	3
DPSCF300002	DPOGS204402	3
DPSCF300002	DPOGS204401	3
DPSCF300002	DPOGS204406	3
DPSCF300002	DPOGS204449	3
DPSCF300002	DPOGS204396	3
DPSCF300002	DPOGS204475	3
DPSCF300002	DPOGS204490	3
DPSCF300002	DPOGS204403	3
DPSCF300002	DPOGS204489	3
DPSCF300002	DPOGS204491	3
DPSCF300002	DPOGS204448	3
DPSCF300002	DPOGS204405	3
DPSCF300002	DPOGS204407	3
DPSCF300002	DPOGS204445	3
DPSCF300002	DPOGS204408	3
DPSCF300003	DPOGS203366	1
DPSCF300003	DPOGS203407	1
DPSCF300003	DPOGS203283	1
DPSCF300003	DPOGS203358	1
DPSCF300003	DPOGS203364	1
DPSCF300003	DPOGS203403	1
DPSCF300003	DPOGS203380	1
DPSCF300003	DPOGS203319	1
DPSCF300003	DPOGS203317	1
DPSCF300003	DPOGS203282	1
DPSCF300003	DPOGS203363	1
DPSCF300003	DPOGS203280	1
DPSCF300003	DPOGS203372	1
DPSCF300003	DPOGS203368	1
DPSCF300003	DPOGS203281	1
DPSCF300003	DPOGS203318	1
DPSCF300003	DPOGS203362	1
DPSCF300003	DPOGS203291	1
DPSCF300003	DPOGS203361	1
DPSCF300003	DPOGS203392	1
DPSCF300003	DPOGS203329	1
DPSCF300003	DPOGS203385	1
DPSCF300003	DPOGS203415	1
DPSCF300003	DPOGS203355	1
DPSCF300003	DPOGS203305	1
DPSCF300003	DPOGS203306	1
DPSCF300003	DPOGS203307	1
DPSCF300003	DPOGS203303	1
DPSCF300003	DPOGS203320	1
DPSCF300003	DPOGS203386	1
DPSCF300003	DPOGS203369	1
DPSCF300003	DPOGS203400	1
DPSCF300003	DPOGS203383	1
DPSCF300003	DPOGS203312	1
DPSCF300003	DPOGS203404	1
DPSCF300003	DPOGS203359	1
DPSCF300003	DPOGS203330	1
DPSCF300003	DPOGS203377	1
DPSCF300003	DPOGS203316	1
DPSCF300003	DPOGS203371	1
DPSCF300003	DPOGS203279	1
DPSCF300003	DPOGS203406	1
DPSCF300003	DPOGS203405	1
DPSCF300003	DPOGS203288	1
DPSCF300003	DPOGS203290	1
DPSCF300003	DPOGS203391	1
DPSCF300003	DPOGS203286	1
DPSCF300003	DPOGS203374	1
DPSCF300003	DPOGS203339	1
DPSCF300003	DPOGS203367	1
DPSCF300003	DPOGS203373	1
DPSCF300003	DPOGS203390	1
DPSCF300003	DPOGS203388	1
DPSCF300003	DPOGS203325	1
DPSCF300003	DPOGS203328	1
DPSCF300003	DPOGS203414	1
DPSCF300003	DPOGS203299	1
DPSCF300003	DPOGS203401	1
DPSCF300003	DPOGS203313	1
DPSCF300003	DPOGS203382	1
DPSCF300003	DPOGS203393	1
DPSCF300003	DPOGS203315	1
DPSCF300003	DPOGS203375	1
DPSCF300003	DPOGS203378	1
DPSCF300003	DPOGS203334	1
DPSCF300003	DPOGS203289	1
DPSCF300003	DPOGS203370	1
DPSCF300003	DPOGS203387	1
DPSCF300003	DPOGS203298	1
DPSCF300003	DPOGS203276	1
DPSCF300003	DPOGS203326	1
DPSCF300003	DPOGS203413	1
DPSCF300003	DPOGS203412	1
DPSCF300003	DPOGS203399	1
DPSCF300003	DPOGS203354	1
DPSCF300003	DPOGS203342	1
DPSCF300003	DPOGS203308	1
DPSCF300003	DPOGS203418	1
DPSCF300003	DPOGS203327	1
DPSCF300003	DPOGS203304	1
DPSCF300003	DPOGS203278	1
DPSCF300003	DPOGS203277	1
DPSCF300003	DPOGS203410	1
DPSCF300003	DPOGS203381	1
DPSCF300003	DPOGS203402	1
DPSCF300003	DPOGS203357	1
DPSCF300003	DPOGS203338	1
DPSCF300003	DPOGS203347	1
DPSCF300003	DPOGS203284	1
DPSCF300003	DPOGS203409	1
DPSCF300003	DPOGS203293	1
DPSCF300003	DPOGS203331	1
DPSCF300003	DPOGS203314	1
DPSCF300003	DPOGS203287	1
DPSCF300003	DPOGS203324	1
DPSCF300003	DPOGS203337	1
DPSCF300003	DPOGS203417	1
DPSCF300003	DPOGS203379	1
DPSCF300003	DPOGS203344	1
DPSCF300003	DPOGS203311	1
DPSCF300003	DPOGS203353	1
DPSCF300003	DPOGS203408	1
DPSCF300003	DPOGS203285	1
DPSCF300003	DPOGS203389	1
DPSCF300003	DPOGS203323	1
DPSCF300003	DPOGS203309	1
DPSCF300003	DPOGS203335	1
DPSCF300003	DPOGS203345	1
DPSCF300003	DPOGS203341	1
DPSCF300003	DPOGS203321	1
DPSCF300003	DPOGS203310	1
DPSCF300003	DPOGS203302	1
DPSCF300003	DPOGS203396	1
DPSCF300003	DPOGS203300	1
DPSCF300003	DPOGS203336	1
DPSCF300003	DPOGS203356	1
DPSCF300003	DPOGS203322	1
DPSCF300003	DPOGS203398	1
DPSCF300003	DPOGS203416	1
DPSCF300003	DPOGS203333	1
DPSCF300003	DPOGS203297	1
DPSCF300003	DPOGS203292	1
DPSCF300003	DPOGS203301	1
DPSCF300003	DPOGS203349	1
DPSCF300003	DPOGS203376	1
DPSCF300003	DPOGS203348	1
DPSCF300003	DPOGS203294	1
DPSCF300003	DPOGS203352	1
DPSCF300003	DPOGS203332	1
DPSCF300003	DPOGS203350	1
DPSCF300003	DPOGS203296	1
DPSCF300003	DPOGS203397	1
DPSCF300003	DPOGS203394	1
DPSCF300003	DPOGS203295	1
DPSCF300003	DPOGS203346	1
DPSCF300003	DPOGS203340	1
DPSCF300004	DPOGS210949	5
DPSCF300004	DPOGS210947	5
DPSCF300004	DPOGS210946	5
DPSCF300004	DPOGS210992	5
DPSCF300004	DPOGS210948	5
DPSCF300004	DPOGS210974	5
DPSCF300004	DPOGS210959	5
DPSCF300004	DPOGS210990	5
DPSCF300004	DPOGS211006	5
DPSCF300004	DPOGS210957	5
DPSCF300004	DPOGS210960	5
DPSCF300004	DPOGS211027	5
DPSCF300004	DPOGS211022	5
DPSCF300004	DPOGS210989	5
DPSCF300004	DPOGS210991	5
DPSCF300004	DPOGS210972	5
DPSCF300004	DPOGS210956	5
DPSCF300004	DPOGS211026	5
DPSCF300004	DPOGS210971	5
DPSCF300004	DPOGS210988	5
DPSCF300004	DPOGS211007	5
DPSCF300004	DPOGS211008	5
DPSCF300004	DPOGS210945	5
DPSCF300004	DPOGS210987	5
DPSCF300004	DPOGS210942	5
DPSCF300004	DPOGS211028	5
DPSCF300004	DPOGS211001	5
DPSCF300004	DPOGS210951	5
DPSCF300004	DPOGS210970	5
DPSCF300004	DPOGS211019	5
DPSCF300004	DPOGS211020	5
DPSCF300004	DPOGS210998	5
DPSCF300004	DPOGS210962	5
DPSCF300004	DPOGS210986	5
DPSCF300004	DPOGS211000	5
DPSCF300004	DPOGS210993	5
DPSCF300004	DPOGS210955	5
DPSCF300004	DPOGS210999	5
DPSCF300004	DPOGS210967	5
DPSCF300004	DPOGS211018	5
DPSCF300004	DPOGS210973	5
DPSCF300004	DPOGS211021	5
DPSCF300004	DPOGS210994	5
DPSCF300004	DPOGS210968	5
DPSCF300004	DPOGS210943	5
DPSCF300004	DPOGS210944	5
DPSCF300004	DPOGS210996	5
DPSCF300004	DPOGS211029	5
DPSCF300004	DPOGS210954	5
DPSCF300004	DPOGS210969	5
DPSCF300004	DPOGS210965	5
DPSCF300004	DPOGS211010	5
DPSCF300004	DPOGS210964	5
DPSCF300004	DPOGS210981	5
DPSCF300004	DPOGS210941	5
DPSCF300004	DPOGS211015	5
DPSCF300004	DPOGS210952	5
DPSCF300004	DPOGS211016	5
DPSCF300004	DPOGS211017	5
