/panfs/panfs.ittc.ku.edu/scratch/jwalters/Danaus_NeoZ/Wseq_search/align_dplex_Wseqs/mummer_z-w_dplex/../z-scaffs.fas /panfs/panfs.ittc.ku.edu/scratch/jwalters/Danaus_NeoZ/Wseq_search/align_dplex_Wseqs/mummer_z-w_dplex/../w-scaffs.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
5471040	5471270	118334	118561	231	228	6243218	180121	0.00	0.13	DPSCF300001	DPSCF300409
5591545	5591931	52160	52561	387	402	6243218	69912	0.01	0.58	DPSCF300001	DPSCF300466
5806821	5807870	116934	117983	1050	1050	6243218	180121	0.02	0.58	DPSCF300001	DPSCF300409
5808338	5809519	8552	9724	1182	1173	6243218	180121	0.02	0.65	DPSCF300001	DPSCF300409
5809320	5809595	115751	116071	276	321	6243218	180121	0.00	0.18	DPSCF300001	DPSCF300409
5812309	5813635	127243	128565	1327	1323	6243218	180121	0.02	0.73	DPSCF300001	DPSCF300409
5820054	5820731	9723	10400	678	678	6243218	180121	0.01	0.38	DPSCF300001	DPSCF300409
5908164	5908361	23624	23806	198	183	6243218	26237	0.00	0.70	DPSCF300001	DPSCF300571
5917698	5917778	34217	34297	81	81	6243218	69912	0.00	0.12	DPSCF300001	DPSCF300466
60833	61058	19900	20125	226	226	1815366	39304	0.01	0.58	DPSCF300003	DPSCF300533
114258	114404	59321	59467	147	147	1815366	180121	0.01	0.08	DPSCF300003	DPSCF300409
138681	138818	158321	158458	138	138	1815366	180121	0.01	0.08	DPSCF300003	DPSCF300409
141237	141995	25075	25827	759	753	1815366	26237	0.04	2.87	DPSCF300003	DPSCF300571
184180	184821	102	752	642	651	1815366	9117	0.04	7.14	DPSCF300003	DPSCF300753
303974	304168	17838	18032	195	195	1815366	39304	0.01	0.50	DPSCF300003	DPSCF300533
442963	443124	1383	1574	162	192	1815366	16724	0.01	1.15	DPSCF300003	DPSCF300619
492977	493327	116580	116932	351	353	1815366	180121	0.02	0.20	DPSCF300003	DPSCF300409
610698	610796	67026	67124	99	99	1815366	69912	0.01	0.14	DPSCF300003	DPSCF300466
705912	706091	8379	8552	180	174	1815366	180121	0.01	0.10	DPSCF300003	DPSCF300409
713035	713373	1383	1733	339	351	1815366	9117	0.02	3.85	DPSCF300003	DPSCF300753
901533	901793	32820	33080	261	261	1815366	180121	0.01	0.14	DPSCF300003	DPSCF300409
988758	988892	77876	78010	135	135	1815366	180121	0.01	0.07	DPSCF300003	DPSCF300409
988889	989272	81705	82097	384	393	1815366	180121	0.02	0.22	DPSCF300003	DPSCF300409
1551235	1551333	1155	1253	99	99	1815366	16724	0.01	0.59	DPSCF300003	DPSCF300619
1701671	1701874	17537	17740	204	204	1815366	39304	0.01	0.52	DPSCF300003	DPSCF300533
20910	21059	18989	19144	150	156	1509748	26237	0.01	0.59	DPSCF300005	DPSCF300571
537512	537598	37991	38077	87	87	1509748	39304	0.01	0.22	DPSCF300005	DPSCF300533
546948	547562	16682	17296	615	615	1509748	69912	0.04	0.88	DPSCF300005	DPSCF300466
898829	899026	54163	54351	198	189	1509748	180121	0.01	0.10	DPSCF300005	DPSCF300409
1318931	1319114	3689	3872	184	184	1509748	12133	0.01	1.52	DPSCF300005	DPSCF300683
1452525	1453433	17799	18674	909	876	1509748	69912	0.06	1.25	DPSCF300005	DPSCF300466
1481164	1481340	8820	8981	177	162	1509748	26237	0.01	0.62	DPSCF300005	DPSCF300571
1506964	1507238	57034	57305	275	272	1509748	180121	0.02	0.15	DPSCF300005	DPSCF300409
763001	763240	63352	63591	240	240	1364361	69912	0.02	0.34	DPSCF300012	DPSCF300466
763240	763425	63592	63780	186	189	1364361	69912	0.01	0.27	DPSCF300012	DPSCF300466
1252301	1252588	12368	12655	288	288	1364361	180121	0.02	0.16	DPSCF300012	DPSCF300409
1350372	1350764	16909	17364	393	456	1364361	69912	0.03	0.65	DPSCF300012	DPSCF300466
76382	77530	2110	3258	1149	1149	1864814	12133	0.06	9.47	DPSCF300028	DPSCF300683
457415	457753	3288	3674	339	387	1864814	12133	0.02	3.19	DPSCF300028	DPSCF300683
821559	821670	2	119	112	118	1864814	12133	0.01	0.97	DPSCF300028	DPSCF300683
1595171	1595428	69012	69269	258	258	1864814	69912	0.01	0.37	DPSCF300028	DPSCF300466
1803753	1803834	48014	48095	82	82	1864814	180121	0.00	0.05	DPSCF300028	DPSCF300409
1808457	1809917	46458	47912	1461	1455	1864814	69912	0.08	2.08	DPSCF300028	DPSCF300466
482616	482789	59189	59362	174	174	1126962	180121	0.02	0.10	DPSCF300044	DPSCF300409
487520	487750	1248	1478	231	231	1126962	16724	0.02	1.38	DPSCF300044	DPSCF300619
511813	511977	109562	109726	165	165	1126962	180121	0.01	0.09	DPSCF300044	DPSCF300409
681304	681405	56395	56496	102	102	1126962	180121	0.01	0.06	DPSCF300044	DPSCF300409
990737	990892	11988	12146	156	159	1126962	69912	0.01	0.23	DPSCF300044	DPSCF300466
44424	44996	2937	3497	573	561	711328	180121	0.08	0.31	DPSCF300066	DPSCF300409
44818	45105	12983	13246	288	264	711328	180121	0.04	0.15	DPSCF300066	DPSCF300409
73829	74014	121197	121382	186	186	711328	180121	0.03	0.10	DPSCF300066	DPSCF300409
73973	74215	113357	113593	243	237	711328	180121	0.03	0.13	DPSCF300066	DPSCF300409
25279	25683	77481	77891	405	411	704233	180121	0.06	0.23	DPSCF300068	DPSCF300409
55109	56656	1746	3293	1548	1548	657597	9117	0.24	16.98	DPSCF300075	DPSCF300753
56160	56726	51625	52191	567	567	657597	69912	0.09	0.81	DPSCF300075	DPSCF300466
113313	113492	52489	52665	180	177	657597	180121	0.03	0.10	DPSCF300075	DPSCF300409
251121	251456	5130	5480	336	351	657597	9117	0.05	3.85	DPSCF300075	DPSCF300753
251452	251844	5783	6172	393	390	657597	9117	0.06	4.28	DPSCF300075	DPSCF300753
89432	89541	98848	98957	110	110	617440	180121	0.02	0.06	DPSCF300083	DPSCF300409
204193	204267	3186	3260	75	75	617440	12133	0.01	0.62	DPSCF300083	DPSCF300683
178832	179008	54155	54331	177	177	453170	180121	0.04	0.10	DPSCF300134	DPSCF300409
300602	300673	165259	165330	72	72	453170	180121	0.02	0.04	DPSCF300134	DPSCF300409
8791	9289	57277	57781	499	505	430170	69912	0.12	0.72	DPSCF300145	DPSCF300466
12533	12649	38356	38472	117	117	429821	39304	0.03	0.30	DPSCF300146	DPSCF300533
389008	389181	23623	23796	174	174	429821	26237	0.04	0.66	DPSCF300146	DPSCF300571
64174	64320	8745	8909	147	165	169890	26237	0.09	0.63	DPSCF300403	DPSCF300571
136484	136618	51381	51524	135	144	169890	69912	0.08	0.21	DPSCF300403	DPSCF300466
