scaff.tar	gene.tar	chr.tar
DPSCF300001	DPOGS206830	16
DPSCF300001	DPOGS207118	16
DPSCF300001	DPOGS206793	16
DPSCF300001	DPOGS206794	16
DPSCF300001	DPOGS206918	16
DPSCF300001	DPOGS206999	16
DPSCF300001	DPOGS207039	16
DPSCF300001	DPOGS206921	16
DPSCF300001	DPOGS206800	16
DPSCF300001	DPOGS207043	16
DPSCF300001	DPOGS206801	16
DPSCF300001	DPOGS206924	16
DPSCF300001	DPOGS206923	16
DPSCF300001	DPOGS207047	16
DPSCF300001	DPOGS206926	16
DPSCF300001	DPOGS206927	16
DPSCF300001	DPOGS206929	16
DPSCF300001	DPOGS207175	16
DPSCF300001	DPOGS206807	16
DPSCF300001	DPOGS207051	16
DPSCF300001	DPOGS206933	16
DPSCF300001	DPOGS206810	16
DPSCF300001	DPOGS207180	16
DPSCF300001	DPOGS207016	16
DPSCF300001	DPOGS206937	16
DPSCF300001	DPOGS206938	16
DPSCF300001	DPOGS207019	16
DPSCF300001	DPOGS207144	16
DPSCF300001	DPOGS206901	16
DPSCF300001	DPOGS206821	16
DPSCF300001	DPOGS207191	16
DPSCF300001	DPOGS206864	16
DPSCF300001	DPOGS206824	16
DPSCF300001	DPOGS206947	16
DPSCF300001	DPOGS207195	16
DPSCF300001	DPOGS207069	16
DPSCF300001	DPOGS207197	16
DPSCF300001	DPOGS206829	16
DPSCF300001	DPOGS207152	16
DPSCF300001	DPOGS207114	16
DPSCF300001	DPOGS207199	16
DPSCF300001	DPOGS206873	16
DPSCF300001	DPOGS206952	16
DPSCF300001	DPOGS206834	16
DPSCF300001	DPOGS206836	16
DPSCF300001	DPOGS206919	16
DPSCF300001	DPOGS206795	16
DPSCF300001	DPOGS206796	16
DPSCF300001	DPOGS206963	16
DPSCF300001	DPOGS206840	16
DPSCF300001	DPOGS207212	16
DPSCF300001	DPOGS207214	16
DPSCF300001	DPOGS207215	16
DPSCF300001	DPOGS206967	16
DPSCF300001	DPOGS206968	16
DPSCF300001	DPOGS207090	16
DPSCF300001	DPOGS207220	16
DPSCF300001	DPOGS206846	16
DPSCF300001	DPOGS206971	16
DPSCF300001	DPOGS207131	16
DPSCF300001	DPOGS207094	16
DPSCF300001	DPOGS207178	16
DPSCF300001	DPOGS207096	16
DPSCF300001	DPOGS206853	16
DPSCF300001	DPOGS206976	16
DPSCF300001	DPOGS207098	16
DPSCF300001	DPOGS207186	16
DPSCF300001	DPOGS207062	16
DPSCF300001	DPOGS206859	16
DPSCF300001	DPOGS206980	16
DPSCF300001	DPOGS207104	16
DPSCF300001	DPOGS207025	16
DPSCF300001	DPOGS206983	16
DPSCF300001	DPOGS207107	16
DPSCF300001	DPOGS207108	16
DPSCF300001	DPOGS206986	16
DPSCF300001	DPOGS206989	16
DPSCF300001	DPOGS206990	16
DPSCF300001	DPOGS207112	16
DPSCF300001	DPOGS206991	16
DPSCF300001	DPOGS207004	16
DPSCF300001	DPOGS207034	16
DPSCF300001	DPOGS206951	16
DPSCF300001	DPOGS206833	16
DPSCF300001	DPOGS207159	16
DPSCF300001	DPOGS206916	16
DPSCF300001	DPOGS207206	16
DPSCF300001	DPOGS206837	16
DPSCF300001	DPOGS206797	16
DPSCF300001	DPOGS206922	16
DPSCF300001	DPOGS206799	16
DPSCF300001	DPOGS207125	16
DPSCF300001	DPOGS207045	16
DPSCF300001	DPOGS207059	16
DPSCF300001	DPOGS207008	16
DPSCF300001	DPOGS206887	16
DPSCF300001	DPOGS206888	16
DPSCF300001	DPOGS206889	16
DPSCF300001	DPOGS207134	16
DPSCF300001	DPOGS207133	16
DPSCF300001	DPOGS207130	16
DPSCF300001	DPOGS206806	16
DPSCF300001	DPOGS206769	16
DPSCF300001	DPOGS206808	16
DPSCF300001	DPOGS207181	16
DPSCF300001	DPOGS207058	16
DPSCF300001	DPOGS206988	16
DPSCF300001	DPOGS207017	16
DPSCF300001	DPOGS207020	16
DPSCF300001	DPOGS207021	16
DPSCF300001	DPOGS206902	16
DPSCF300001	DPOGS206903	16
DPSCF300001	DPOGS206781	16
DPSCF300001	DPOGS207026	16
DPSCF300001	DPOGS207149	16
DPSCF300001	DPOGS207068	16
DPSCF300001	DPOGS207067	16
DPSCF300001	DPOGS206786	16
DPSCF300001	DPOGS207151	16
DPSCF300001	DPOGS207084	16
DPSCF300001	DPOGS207169	16
DPSCF300001	DPOGS206828	16
DPSCF300001	DPOGS206949	16
DPSCF300001	DPOGS206831	16
DPSCF300001	DPOGS206954	16
DPSCF300001	DPOGS207205	16
DPSCF300001	DPOGS207160	16
DPSCF300001	DPOGS207035	16
DPSCF300001	DPOGS207036	16
DPSCF300001	DPOGS207037	16
DPSCF300001	DPOGS206962	16
DPSCF300001	DPOGS207167	16
DPSCF300001	DPOGS207097	16
DPSCF300001	DPOGS206814	16
DPSCF300001	DPOGS206965	16
DPSCF300001	DPOGS206803	16
DPSCF300001	DPOGS206804	16
DPSCF300001	DPOGS207050	16
DPSCF300001	DPOGS207218	16
DPSCF300001	DPOGS207088	16
DPSCF300001	DPOGS207177	16
DPSCF300001	DPOGS207194	16
DPSCF300001	DPOGS206984	16
DPSCF300001	DPOGS206852	16
DPSCF300001	DPOGS206948	16
DPSCF300001	DPOGS207198	16
DPSCF300001	DPOGS206987	16
DPSCF300001	DPOGS207060	16
DPSCF300001	DPOGS207061	16
DPSCF300001	DPOGS206819	16
DPSCF300001	DPOGS206820	16
DPSCF300001	DPOGS207063	16
DPSCF300001	DPOGS206823	16
DPSCF300001	DPOGS206946	16
DPSCF300001	DPOGS207078	16
DPSCF300001	DPOGS207079	16
DPSCF300001	DPOGS207109	16
DPSCF300001	DPOGS206798	16
DPSCF300001	DPOGS206960	16
DPSCF300001	DPOGS207042	16
DPSCF300001	DPOGS207085	16
DPSCF300001	DPOGS206882	16
DPSCF300001	DPOGS207087	16
DPSCF300001	DPOGS207200	16
DPSCF300001	DPOGS206953	16
DPSCF300001	DPOGS207203	16
DPSCF300001	DPOGS206955	16
DPSCF300001	DPOGS207010	16
DPSCF300001	DPOGS206982	16
DPSCF300001	DPOGS206838	16
DPSCF300001	DPOGS207013	16
DPSCF300001	DPOGS207110	16
DPSCF300001	DPOGS206811	16
DPSCF300001	DPOGS207065	16
DPSCF300001	DPOGS206858	16
DPSCF300001	DPOGS207101	16
DPSCF300001	DPOGS207219	16
DPSCF300001	DPOGS206969	16
DPSCF300001	DPOGS207009	16
DPSCF300001	DPOGS207129	16
DPSCF300001	DPOGS207106	16
DPSCF300001	DPOGS207204	16
DPSCF300001	DPOGS207147	16
DPSCF300001	DPOGS206944	16
DPSCF300001	DPOGS207208	16
DPSCF300001	DPOGS207111	16
DPSCF300001	DPOGS207210	16
DPSCF300001	DPOGS207168	16
DPSCF300001	DPOGS207083	16
DPSCF300001	DPOGS206979	16
DPSCF300001	DPOGS207103	16
DPSCF300001	DPOGS206860	16
DPSCF300001	DPOGS206863	16
DPSCF300001	DPOGS207074	16
DPSCF300001	DPOGS207216	16
DPSCF300001	DPOGS207076	16
DPSCF300001	DPOGS207161	16
DPSCF300001	DPOGS207146	16
DPSCF300001	DPOGS207041	16
DPSCF300001	DPOGS207066	16
DPSCF300001	DPOGS207164	16
DPSCF300001	DPOGS207184	16
DPSCF300001	DPOGS206886	16
DPSCF300001	DPOGS207071	16
DPSCF300001	DPOGS207073	16
DPSCF300001	DPOGS207202	16
DPSCF300001	DPOGS207089	16
DPSCF300001	DPOGS207023	16
DPSCF300001	DPOGS207148	16
DPSCF300001	DPOGS206945	16
DPSCF300001	DPOGS207077	16
DPSCF300001	DPOGS207064	16
DPSCF300001	DPOGS206839	16
DPSCF300001	DPOGS206866	16
DPSCF300001	DPOGS206958	16
DPSCF300001	DPOGS206813	16
DPSCF300001	DPOGS207007	16
DPSCF300001	DPOGS206885	16
DPSCF300001	DPOGS206805	16
DPSCF300001	DPOGS206780	16
DPSCF300001	DPOGS207189	16
DPSCF300001	DPOGS207201	16
DPSCF300001	DPOGS206832	16
DPSCF300001	DPOGS207024	16
DPSCF300001	DPOGS207162	16
DPSCF300001	DPOGS207207	16
DPSCF300001	DPOGS207163	16
DPSCF300001	DPOGS206959	16
DPSCF300001	DPOGS207044	16
DPSCF300001	DPOGS207018	16
DPSCF300001	DPOGS206777	16
DPSCF300001	DPOGS207145	16
DPSCF300001	DPOGS207072	16
DPSCF300001	DPOGS207070	16
DPSCF300001	DPOGS207192	16
DPSCF300001	DPOGS207193	16
DPSCF300001	DPOGS207105	16
DPSCF300001	DPOGS206943	16
DPSCF300001	DPOGS206941	16
DPSCF300001	DPOGS207075	16
DPSCF300001	DPOGS206957	16
DPSCF300001	DPOGS206936	16
DPSCF300001	DPOGS207086	16
DPSCF300001	DPOGS206978	16
DPSCF300001	DPOGS206950	16
DPSCF300001	DPOGS206844	16
DPSCF300001	DPOGS207128	16
DPSCF300001	DPOGS206939	16
DPSCF300001	DPOGS206981	16
DPSCF300001	DPOGS206900	16
DPSCF300001	DPOGS207190	16
DPSCF300001	DPOGS207022	16
DPSCF300001	DPOGS206778	16
DPSCF300001	DPOGS206940	16
DPSCF300001	DPOGS207165	16
DPSCF300001	DPOGS206977	16
DPSCF300001	DPOGS207209	16
DPSCF300001	DPOGS206843	16
DPSCF300001	DPOGS206818	16
DPSCF300001	DPOGS207100	16
DPSCF300001	DPOGS207038	16
DPSCF300001	DPOGS207188	16
DPSCF300001	DPOGS206817	16
DPSCF300001	DPOGS206942	16
DPSCF300001	DPOGS207099	16
DPSCF300001	DPOGS207182	16
DPSCF300001	DPOGS207082	16
DPSCF300001	DPOGS207080	16
DPSCF300001	DPOGS206956	16
DPSCF300001	DPOGS206961	16
DPSCF300001	DPOGS207102	16
DPSCF300001	DPOGS206812	16
DPSCF300001	DPOGS207081	16
DPSCF300001	DPOGS206809	16
DPSCF300001	DPOGS207040	16
DPSCF300002	DPOGS204385	15
DPSCF300002	DPOGS204382	15
DPSCF300002	DPOGS204424	15
DPSCF300002	DPOGS204504	15
DPSCF300002	DPOGS204507	15
DPSCF300002	DPOGS204386	15
DPSCF300002	DPOGS204423	15
DPSCF300002	DPOGS204409	15
DPSCF300002	DPOGS204489	15
DPSCF300002	DPOGS204387	15
DPSCF300002	DPOGS204383	15
DPSCF300002	DPOGS204508	15
DPSCF300002	DPOGS204406	15
DPSCF300002	DPOGS204381	15
DPSCF300002	DPOGS204443	15
DPSCF300002	DPOGS204407	15
DPSCF300002	DPOGS204503	15
DPSCF300002	DPOGS204384	15
DPSCF300002	DPOGS204379	15
DPSCF300002	DPOGS204408	15
DPSCF300002	DPOGS204425	15
DPSCF300002	DPOGS204421	15
DPSCF300002	DPOGS204442	15
DPSCF300002	DPOGS204378	15
DPSCF300002	DPOGS204440	15
DPSCF300002	DPOGS204403	15
DPSCF300002	DPOGS204400	15
DPSCF300002	DPOGS204401	15
DPSCF300002	DPOGS204422	15
DPSCF300002	DPOGS204488	15
DPSCF300002	DPOGS204461	15
DPSCF300002	DPOGS204445	15
DPSCF300002	DPOGS204410	15
DPSCF300002	DPOGS204450	15
DPSCF300002	DPOGS204426	15
DPSCF300002	DPOGS204506	15
DPSCF300002	DPOGS204405	15
DPSCF300002	DPOGS204441	15
DPSCF300002	DPOGS204402	15
DPSCF300002	DPOGS204391	15
DPSCF300002	DPOGS204392	15
DPSCF300002	DPOGS204404	15
DPSCF300002	DPOGS204380	15
DPSCF300002	DPOGS204468	15
DPSCF300002	DPOGS204502	15
DPSCF300002	DPOGS204420	15
DPSCF300002	DPOGS204501	15
DPSCF300002	DPOGS204505	15
DPSCF300002	DPOGS204447	15
DPSCF300002	DPOGS204484	15
DPSCF300002	DPOGS204483	15
DPSCF300002	DPOGS204389	15
DPSCF300002	DPOGS204480	15
DPSCF300002	DPOGS204479	15
DPSCF300002	DPOGS204478	15
DPSCF300002	DPOGS204469	15
DPSCF300002	DPOGS204459	15
DPSCF300002	DPOGS204375	15
DPSCF300002	DPOGS204487	15
DPSCF300002	DPOGS204486	15
DPSCF300002	DPOGS204490	15
DPSCF300002	DPOGS204463	15
DPSCF300002	DPOGS204464	15
DPSCF300002	DPOGS204477	15
DPSCF300002	DPOGS204427	15
DPSCF300002	DPOGS204462	15
DPSCF300002	DPOGS204390	15
DPSCF300002	DPOGS204388	15
DPSCF300002	DPOGS204429	15
DPSCF300002	DPOGS204465	15
DPSCF300002	DPOGS204498	15
DPSCF300002	DPOGS204419	15
DPSCF300002	DPOGS204377	15
DPSCF300002	DPOGS204499	15
DPSCF300002	DPOGS204446	15
DPSCF300002	DPOGS204437	15
DPSCF300002	DPOGS204491	15
DPSCF300002	DPOGS204439	15
DPSCF300002	DPOGS204482	15
DPSCF300002	DPOGS204399	15
DPSCF300002	DPOGS204428	15
DPSCF300002	DPOGS204418	15
DPSCF300002	DPOGS204417	15
DPSCF300002	DPOGS204467	15
DPSCF300002	DPOGS204458	15
DPSCF300002	DPOGS204460	15
DPSCF300002	DPOGS204485	15
DPSCF300002	DPOGS204436	15
DPSCF300002	DPOGS204449	15
DPSCF300002	DPOGS204476	15
DPSCF300002	DPOGS204475	15
DPSCF300002	DPOGS204438	15
DPSCF300002	DPOGS204495	15
DPSCF300002	DPOGS204481	15
DPSCF300002	DPOGS204398	15
DPSCF300002	DPOGS204455	15
DPSCF300002	DPOGS204416	15
DPSCF300002	DPOGS204470	15
DPSCF300002	DPOGS204394	15
DPSCF300002	DPOGS204376	15
DPSCF300002	DPOGS204393	15
DPSCF300002	DPOGS204500	15
DPSCF300002	DPOGS204444	15
DPSCF300002	DPOGS204448	15
DPSCF300002	DPOGS204473	15
DPSCF300002	DPOGS204396	15
DPSCF300002	DPOGS204494	15
DPSCF300002	DPOGS204413	15
DPSCF300002	DPOGS204453	15
DPSCF300002	DPOGS204456	15
DPSCF300002	DPOGS204415	15
DPSCF300002	DPOGS204497	15
DPSCF300002	DPOGS204395	15
DPSCF300002	DPOGS204471	15
DPSCF300002	DPOGS204435	15
DPSCF300002	DPOGS204431	15
DPSCF300002	DPOGS204474	15
DPSCF300002	DPOGS204430	15
DPSCF300002	DPOGS204472	15
DPSCF300002	DPOGS204457	15
DPSCF300002	DPOGS204466	15
DPSCF300002	DPOGS204432	15
DPSCF300002	DPOGS204451	15
DPSCF300002	DPOGS204434	15
DPSCF300002	DPOGS204433	15
DPSCF300002	DPOGS204414	15
DPSCF300002	DPOGS204496	15
DPSCF300002	DPOGS204452	15
DPSCF300002	DPOGS204493	15
DPSCF300002	DPOGS204412	15
DPSCF300002	DPOGS204492	15
DPSCF300002	DPOGS204454	15
DPSCF300002	DPOGS204411	15
DPSCF300003	DPOGS203369	1
DPSCF300003	DPOGS203283	1
DPSCF300003	DPOGS203327	1
DPSCF300003	DPOGS203368	1
DPSCF300003	DPOGS203328	1
DPSCF300003	DPOGS203347	1
DPSCF300003	DPOGS203353	1
DPSCF300003	DPOGS203325	1
DPSCF300003	DPOGS203309	1
DPSCF300003	DPOGS203367	1
DPSCF300003	DPOGS203308	1
DPSCF300003	DPOGS203321	1
DPSCF300003	DPOGS203392	1
DPSCF300003	DPOGS203390	1
DPSCF300003	DPOGS203324	1
DPSCF300003	DPOGS203375	1
DPSCF300003	DPOGS203307	1
DPSCF300003	DPOGS203348	1
DPSCF300003	DPOGS203386	1
DPSCF300003	DPOGS203305	1
DPSCF300003	DPOGS203320	1
DPSCF300003	DPOGS203310	1
DPSCF300003	DPOGS203349	1
DPSCF300003	DPOGS203304	1
DPSCF300003	DPOGS203388	1
DPSCF300003	DPOGS203344	1
DPSCF300003	DPOGS203387	1
DPSCF300003	DPOGS203333	1
DPSCF300003	DPOGS203342	1
DPSCF300003	DPOGS203393	1
DPSCF300003	DPOGS203281	1
DPSCF300003	DPOGS203322	1
DPSCF300003	DPOGS203323	1
DPSCF300003	DPOGS203404	1
DPSCF300003	DPOGS203407	1
DPSCF300003	DPOGS203326	1
DPSCF300003	DPOGS203370	1
DPSCF300003	DPOGS203389	1
DPSCF300003	DPOGS203302	1
DPSCF300003	DPOGS203385	1
DPSCF300003	DPOGS203299	1
DPSCF300003	DPOGS203332	1
DPSCF300003	DPOGS203391	1
DPSCF300003	DPOGS203346	1
DPSCF300003	DPOGS203345	1
DPSCF300003	DPOGS203364	1
DPSCF300003	DPOGS203288	1
DPSCF300003	DPOGS203366	1
DPSCF300003	DPOGS203306	1
DPSCF300003	DPOGS203380	1
DPSCF300003	DPOGS203352	1
DPSCF300003	DPOGS203303	1
DPSCF300003	DPOGS203330	1
DPSCF300003	DPOGS203298	1
DPSCF300003	DPOGS203341	1
DPSCF300003	DPOGS203372	1
DPSCF300003	DPOGS203363	1
DPSCF300003	DPOGS203280	1
DPSCF300003	DPOGS203291	1
DPSCF300003	DPOGS203406	1
DPSCF300003	DPOGS203402	1
DPSCF300003	DPOGS203319	1
DPSCF300003	DPOGS203354	1
DPSCF300003	DPOGS203296	1
DPSCF300003	DPOGS203329	1
DPSCF300003	DPOGS203301	1
DPSCF300003	DPOGS203314	1
DPSCF300003	DPOGS203331	1
DPSCF300003	DPOGS203338	1
DPSCF300003	DPOGS203334	1
DPSCF300003	DPOGS203376	1
DPSCF300003	DPOGS203359	1
DPSCF300003	DPOGS203415	1
DPSCF300003	DPOGS203405	1
DPSCF300003	DPOGS203403	1
DPSCF300003	DPOGS203337	1
DPSCF300003	DPOGS203350	1
DPSCF300003	DPOGS203295	1
DPSCF300003	DPOGS203315	1
DPSCF300003	DPOGS203282	1
DPSCF300003	DPOGS203340	1
DPSCF300003	DPOGS203374	1
DPSCF300003	DPOGS203414	1
DPSCF300003	DPOGS203279	1
DPSCF300003	DPOGS203290	1
DPSCF300003	DPOGS203278	1
DPSCF300003	DPOGS203412	1
DPSCF300003	DPOGS203378	1
DPSCF300003	DPOGS203401	1
DPSCF300003	DPOGS203381	1
DPSCF300003	DPOGS203397	1
DPSCF300003	DPOGS203335	1
DPSCF300003	DPOGS203383	1
DPSCF300003	DPOGS203356	1
DPSCF300003	DPOGS203297	1
DPSCF300003	DPOGS203371	1
DPSCF300003	DPOGS203373	1
DPSCF300003	DPOGS203361	1
DPSCF300003	DPOGS203287	1
DPSCF300003	DPOGS203318	1
DPSCF300003	DPOGS203317	1
DPSCF300003	DPOGS203413	1
DPSCF300003	DPOGS203382	1
DPSCF300003	DPOGS203377	1
DPSCF300003	DPOGS203294	1
DPSCF300003	DPOGS203311	1
DPSCF300003	DPOGS203300	1
DPSCF300003	DPOGS203284	1
DPSCF300003	DPOGS203399	1
DPSCF300003	DPOGS203285	1
DPSCF300003	DPOGS203289	1
DPSCF300003	DPOGS203362	1
DPSCF300003	DPOGS203336	1
DPSCF300003	DPOGS203410	1
DPSCF300003	DPOGS203400	1
DPSCF300003	DPOGS203316	1
DPSCF300003	DPOGS203339	1
DPSCF300003	DPOGS203396	1
DPSCF300003	DPOGS203418	1
DPSCF300003	DPOGS203293	1
DPSCF300003	DPOGS203276	1
DPSCF300003	DPOGS203286	1
DPSCF300003	DPOGS203409	1
DPSCF300003	DPOGS203408	1
DPSCF300003	DPOGS203398	1
DPSCF300003	DPOGS203312	1
DPSCF300003	DPOGS203277	1
DPSCF300003	DPOGS203358	1
DPSCF300003	DPOGS203357	1
DPSCF300003	DPOGS203292	1
DPSCF300003	DPOGS203394	1
DPSCF300003	DPOGS203416	1
DPSCF300003	DPOGS203355	1
DPSCF300003	DPOGS203313	1
DPSCF300003	DPOGS203417	1
DPSCF300003	DPOGS203379	1
DPSCF300004	DPOGS210949	6
DPSCF300004	DPOGS211020	6
DPSCF300004	DPOGS210990	6
DPSCF300004	DPOGS211012	6
DPSCF300004	DPOGS210991	6
DPSCF300004	DPOGS210947	6
DPSCF300004	DPOGS210942	6
DPSCF300004	DPOGS210992	6
DPSCF300004	DPOGS210989	6
DPSCF300004	DPOGS210988	6
DPSCF300004	DPOGS210948	6
DPSCF300004	DPOGS210959	6
DPSCF300004	DPOGS211026	6
DPSCF300004	DPOGS210945	6
DPSCF300004	DPOGS211013	6
DPSCF300004	DPOGS211029	6
DPSCF300004	DPOGS211022	6
DPSCF300004	DPOGS211009	6
DPSCF300004	DPOGS210944	6
DPSCF300004	DPOGS210987	6
DPSCF300004	DPOGS210946	6
DPSCF300004	DPOGS210943	6
DPSCF300004	DPOGS210971	6
DPSCF300004	DPOGS211008	6
DPSCF300004	DPOGS211021	6
DPSCF300004	DPOGS210954	6
DPSCF300004	DPOGS211011	6
DPSCF300004	DPOGS210986	6
DPSCF300004	DPOGS210953	6
DPSCF300004	DPOGS210956	6
DPSCF300004	DPOGS210950	6
DPSCF300004	DPOGS211019	6
DPSCF300004	DPOGS210969	6
DPSCF300004	DPOGS211027	6
DPSCF300004	DPOGS211018	6
DPSCF300004	DPOGS210957	6
DPSCF300004	DPOGS211010	6
DPSCF300004	DPOGS210999	6
DPSCF300004	DPOGS210968	6
DPSCF300004	DPOGS210951	6
DPSCF300004	DPOGS210994	6
DPSCF300004	DPOGS210941	6
DPSCF300004	DPOGS211028	6
DPSCF300004	DPOGS210996	6
DPSCF300004	DPOGS210965	6
DPSCF300004	DPOGS210970	6
DPSCF300004	DPOGS210967	6
DPSCF300004	DPOGS210952	6
DPSCF300004	DPOGS210955	6
DPSCF300004	DPOGS210960	6
DPSCF300004	DPOGS211007	6
DPSCF300004	DPOGS210980	6
DPSCF300004	DPOGS210961	6
DPSCF300004	DPOGS211015	6
DPSCF300004	DPOGS210995	6
DPSCF300004	DPOGS210963	6
DPSCF300004	DPOGS211017	6
DPSCF300004	DPOGS210964	6
DPSCF300004	DPOGS210962	6
