/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../Hmel2_Chr02_Ch21.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
181566	181781	4036573	4036788	216	216	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
182010	182195	4037186	4037380	186	195	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
182485	182676	4037952	4038143	192	192	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
184441	184542	4039972	4040073	102	102	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
186348	186716	4042513	4042881	369	369	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
187732	187911	4042949	4043128	180	180	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
188079	188306	4043349	4043549	228	201	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
189353	189772	4044153	4044557	420	405	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
190198	190572	4044717	4045082	375	366	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
191038	191193	4045637	4045795	156	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
191258	191449	4046241	4046432	192	192	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
196910	197080	4051055	4051225	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
197126	197281	4051732	4051881	156	150	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
197586	197852	4054851	4055117	267	267	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
199866	200132	4059911	4060228	267	318	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
200829	201005	4060222	4060398	177	177	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
203119	203253	4064350	4064484	135	135	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
204954	205241	4067541	4067831	288	291	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
205623	206029	4068620	4069026	407	407	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
206124	206312	4069351	4069539	189	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
206389	206517	4072637	4072765	129	129	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
215494	215679	4083576	4083761	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
216700	216903	4085749	4085931	204	183	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
217442	217647	4086005	4086210	206	206	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
217793	217924	4086343	4086471	132	129	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
217998	218084	4086643	4086729	87	87	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
218739	218987	4088052	4088300	249	249	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
219184	219444	4088552	4088782	261	231	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
219639	219833	4089025	4089231	195	207	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
220388	220564	4090039	4090215	177	177	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
222770	224062	4092086	4093329	1293	1244	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
229309	229386	4101671	4101748	78	78	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
234483	234650	4110955	4111122	168	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
260321	260628	4133986	4134311	308	326	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
260644	262083	4135095	4136498	1440	1404	6243218	8647045	0.02	0.02	DPSCF300001	Hmel2_Chr02
262325	263209	4137186	4138016	885	831	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
266330	266547	4142665	4142894	218	230	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
266883	267041	4144070	4144234	159	165	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
267155	267409	4144796	4145032	255	237	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
270040	271323	4147701	4148903	1284	1203	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
273108	273362	4156334	4156588	255	255	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
273525	273891	4157999	4158365	367	367	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
280293	280475	4174230	4174412	183	183	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
280857	281099	4175577	4175858	243	282	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
309228	310136	4227324	4228277	909	954	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
312051	312248	4231355	4231549	198	195	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
312699	312878	4231758	4231946	180	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
315943	316056	4234307	4234420	114	114	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
323299	323448	4246693	4246842	150	150	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
325691	325843	4248842	4248994	153	153	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
329727	330120	4251304	4251697	394	394	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
331843	332031	4253225	4253434	189	210	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
337219	337416	4260528	4260716	198	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
338977	339174	4266607	4266804	198	198	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
353356	353724	4273839	4274216	369	378	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
353885	354064	4278475	4278654	180	180	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
354272	354576	4278681	4278982	305	302	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
354833	355132	4279291	4279590	300	300	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
357355	357708	4281405	4281785	354	381	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
357710	357910	4281942	4282142	201	201	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
357994	358340	4282361	4282653	347	293	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
359707	359814	4282715	4282822	108	108	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
360819	361055	4287174	4287404	237	231	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
361321	361740	4289272	4289679	420	408	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
361819	361986	4290031	4290204	168	174	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
366750	367082	4298765	4299085	333	321	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
367102	367315	4299328	4299541	214	214	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
367368	367571	4300435	4300638	204	204	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
368056	368265	4301639	4301842	210	204	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
372502	372865	4311742	4312108	364	367	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
374411	374653	4719787	4720038	243	252	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
387934	388266	4737616	4737945	333	330	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
390543	390725	4748566	4748751	183	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
391009	391188	4749585	4749764	180	180	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
392461	392601	4752894	4753034	141	141	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
404040	404231	4761871	4762065	192	195	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
408687	408851	4823018	4823185	165	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
439482	439724	4876742	4877011	243	270	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
439891	440085	4877215	4877415	195	201	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
440243	440731	4878195	4878728	489	534	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
440817	441122	4879068	4879373	306	306	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
441217	441507	4879590	4879874	291	285	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
441567	441731	4880145	4880309	165	165	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
442216	442371	4880645	4880803	156	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
443280	443528	4881656	4881898	249	243	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
444077	444229	4883135	4883287	153	153	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
444497	444712	4883369	4883596	216	228	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
445548	445757	4883727	4883930	210	204	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
446122	446354	4884284	4884507	233	224	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
446793	447026	4885321	4885551	234	231	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
447226	447393	4885862	4886029	168	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
447549	447806	4886228	4886479	258	252	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
452139	452405	4890251	4890523	267	273	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
452766	453002	4891485	4891721	237	237	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
453427	453597	4893361	4893531	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
454351	454521	4894114	4894287	171	174	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
454750	454893	4894513	4894656	144	144	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
456323	456499	4897818	4897994	177	177	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
456692	456877	4898473	4898658	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
465013	465282	4912916	4913185	270	270	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
465479	465694	4914244	4914459	216	216	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
467109	467267	4918170	4918328	159	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
468800	468964	4920729	4920896	165	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
485971	486806	4943778	4944580	836	803	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
487070	488041	4944826	4945803	972	978	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
515475	515663	4965783	4965971	189	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
527714	527848	4983682	4983813	135	132	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
529384	529809	4989278	4989706	426	429	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
529746	529961	4990514	4990702	216	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
553459	553644	5135616	5135801	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
555150	555317	5097055	5097261	168	207	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
560515	561018	4290839	4291354	504	516	6243218	6556136	0.01	0.01	DPSCF300001	Hmel2_Chr21
561000	562778	3617042	3618820	1779	1779	6243218	8647045	0.03	0.02	DPSCF300001	Hmel2_Chr02
562040	562813	4097453	4098226	774	774	6243218	6556136	0.01	0.01	DPSCF300001	Hmel2_Chr21
601467	601679	5057192	5057389	213	198	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
612289	612465	5050474	5050650	177	177	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
618467	618637	5169854	5170024	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
634258	635352	5213369	5214469	1095	1101	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
635449	636250	5214874	5215663	802	790	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
648074	648384	5228109	5228422	311	314	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
833299	834276	5481746	5482714	978	969	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
839291	839599	5489491	5489784	309	294	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
839982	840329	5490557	5490931	348	375	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
842925	843292	4320872	4321269	368	398	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
843608	843841	4322164	4322397	234	234	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
845053	845220	4322661	4322828	168	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
845478	845648	4323169	4323339	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
845843	846055	4324055	4324267	213	213	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
846224	846580	4325536	4325901	357	366	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
847560	847745	4326578	4326763	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
848958	849107	5498048	5498218	150	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
849218	849439	5497615	5497845	222	231	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
849840	850010	5497138	5497308	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
850339	850650	5496270	5496587	312	318	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
850584	850742	5495760	5495918	159	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
850875	851108	5495148	5495372	234	225	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
851114	851281	5494140	5494307	168	168	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
863464	863646	4709660	4709842	183	183	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
880783	880968	4699783	4699968	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
883039	883293	4698306	4698572	255	267	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
886401	886586	4697562	4697747	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
886969	887193	4697092	4697316	225	225	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
887594	887878	4695557	4695820	285	264	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
888312	888470	4695083	4695241	159	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
890689	890835	4690189	4690302	147	114	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
890901	891113	4689797	4690009	213	213	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
891229	891393	4689154	4689318	165	165	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
891658	891798	4688280	4688414	141	135	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
893124	893273	4683739	4683900	150	162	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
896288	896443	4678298	4678456	156	159	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
901479	901721	4668103	4668348	243	246	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
902144	902446	4666516	4666809	303	294	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
915099	915278	4633345	4633521	180	177	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
919601	920896	4627146	4628447	1296	1302	6243218	8647045	0.02	0.02	DPSCF300001	Hmel2_Chr02
921046	921249	4626877	4627074	204	198	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
925735	926355	4616327	4616911	621	585	6243218	8647045	0.01	0.01	DPSCF300001	Hmel2_Chr02
926275	926616	4615813	4616166	342	354	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
926959	927129	4615306	4615476	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
935380	936754	4599448	4600801	1375	1354	6243218	8647045	0.02	0.02	DPSCF300001	Hmel2_Chr02
944491	944676	4576519	4576704	186	186	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
945000	945206	4574834	4575040	207	207	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
945793	945930	4574518	4574655	138	138	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
947904	948089	4573240	4573434	186	195	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
948225	948539	4572164	4572442	315	279	6243218	8647045	0.01	0.00	DPSCF300001	Hmel2_Chr02
948573	948818	4571672	4571917	246	246	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
949726	949905	4570558	4570719	180	162	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
952592	952723	4569439	4569570	132	132	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
952971	953123	4569205	4569357	153	153	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
953507	953755	4568649	4568903	249	255	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
955182	955391	4566411	4566620	210	210	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
955890	956075	4565620	4565802	186	183	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
956024	956236	4565132	4565323	213	192	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
962298	962444	4547119	4547268	147	150	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
973015	973176	4524729	4524902	162	174	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
981037	983241	4511772	4514009	2205	2238	6243218	8647045	0.04	0.03	DPSCF300001	Hmel2_Chr02
988659	988835	4500525	4500719	177	195	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
989232	989360	4499653	4499781	129	129	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1001826	1003100	4476785	4478077	1275	1293	6243218	8647045	0.02	0.01	DPSCF300001	Hmel2_Chr02
1004628	1004897	4474182	4474424	270	243	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1005057	1005293	4473491	4473727	237	237	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1006494	1006613	4470826	4470945	120	120	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1006794	1006964	4469964	4470134	171	171	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1007629	1007826	4469328	4469531	198	204	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1008346	1008480	4469127	4469261	135	135	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1009582	1009746	4468792	4468956	165	165	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1010351	1010461	4467979	4468089	111	111	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1011304	1011579	4466855	4467148	276	294	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1012751	1012978	4466463	4466711	228	249	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1013152	1013415	4465947	4466204	264	258	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1013908	1014033	4465347	4465472	126	126	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1014266	1014475	4464754	4464960	210	207	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1017131	1017337	4461891	4462079	207	189	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1017459	1017704	4461476	4461721	246	246	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1018074	1018202	4460937	4461065	129	129	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1018976	1019209	4459354	4459581	234	228	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1019273	1019422	4459037	4459186	150	150	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1019658	1019861	4457132	4457335	204	204	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
1019867	1020142	4456420	4456722	276	303	6243218	8647045	0.00	0.00	DPSCF300001	Hmel2_Chr02
