/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Hmel_mummer/../Hmel2_Chr02.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
203119	203253	2033762	2033896	135	135	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
204954	205241	2036953	2037243	288	291	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
205623	206029	2038032	2038438	407	407	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
206124	206312	2038763	2038951	189	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
206389	206517	2042049	2042177	129	129	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
215494	215679	2052988	2053173	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
216700	216903	2055161	2055343	204	183	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
217442	217647	2055417	2055622	206	206	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
217793	217924	2055755	2055883	132	129	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
217998	218084	2056055	2056141	87	87	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
218739	218987	2057464	2057712	249	249	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
219184	219444	2057964	2058194	261	231	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
219639	219833	2058437	2058643	195	207	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
220388	220564	2059451	2059627	177	177	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
222770	224062	2061498	2062741	1293	1244	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
229309	229386	2071083	2071160	78	78	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
234483	234650	2080367	2080534	168	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
260321	260628	2103398	2103723	308	326	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
260644	262083	2104507	2105910	1440	1404	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
262325	263209	2106598	2107428	885	831	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
266330	266547	2112077	2112306	218	230	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
266883	267041	2113482	2113646	159	165	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
267155	267409	2114208	2114444	255	237	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
270040	271323	2117113	2118315	1284	1203	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
273108	273362	2125746	2126000	255	255	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
273525	273891	2127411	2127777	367	367	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
280293	280475	2143642	2143824	183	183	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
280857	281099	2144989	2145270	243	282	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
309228	310136	2196736	2197689	909	954	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
312051	312248	2200767	2200961	198	195	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
312699	312878	2201170	2201358	180	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
315943	316056	2203719	2203832	114	114	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
323299	323448	2216105	2216254	150	150	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
325691	325843	2218254	2218406	153	153	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
329727	330120	2220716	2221109	394	394	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
331843	332031	2222637	2222846	189	210	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
337219	337416	2229940	2230128	198	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
338977	339174	2236019	2236216	198	198	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
353356	353724	2243251	2243628	369	378	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
353885	354064	2247887	2248066	180	180	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
354272	354576	2248093	2248394	305	302	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
354833	355132	2248703	2249002	300	300	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
357355	357708	2250817	2251197	354	381	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
357710	357910	2251354	2251554	201	201	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
357994	358340	2251773	2252065	347	293	6243218	6616448	0.01	0.00	DPSCF300001	Hmel202006
359707	359814	2252127	2252234	108	108	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
360819	361055	2256586	2256816	237	231	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
361321	361740	2258684	2259091	420	408	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
361819	361986	2259443	2259616	168	174	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
366750	367082	2268177	2268497	333	321	6243218	6616448	0.01	0.00	DPSCF300001	Hmel202006
367102	367315	2268740	2268953	214	214	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
367368	367571	2269847	2270050	204	204	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
368056	368265	2271051	2271254	210	204	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
372502	372865	2281154	2281520	364	367	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
374411	374653	2689199	2689450	243	252	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
387934	388266	2707028	2707357	333	330	6243218	6616448	0.01	0.00	DPSCF300001	Hmel202006
390543	390725	2717978	2718163	183	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
391009	391188	2718997	2719176	180	180	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
392461	392601	2722306	2722446	141	141	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
404040	404231	2731283	2731477	192	195	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
408687	408851	2792430	2792597	165	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
439482	439724	2846154	2846423	243	270	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
439891	440085	2846627	2846827	195	201	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
440243	440731	2847607	2848140	489	534	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
440817	441122	2848480	2848785	306	306	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
441217	441507	2849002	2849286	291	285	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
441567	441731	2849557	2849721	165	165	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
442216	442371	2850057	2850215	156	159	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
443280	443528	2851068	2851310	249	243	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
444077	444229	2852547	2852699	153	153	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
444497	444712	2852781	2853008	216	228	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
445548	445757	2853139	2853342	210	204	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
446122	446354	2853696	2853919	233	224	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
446793	447026	2854733	2854963	234	231	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
447226	447393	2855274	2855441	168	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
447549	447806	2855640	2855891	258	252	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
452139	452405	2859663	2859935	267	273	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
452766	453002	2860897	2861133	237	237	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
453427	453597	2862773	2862943	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
454351	454521	2863526	2863699	171	174	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
454750	454893	2863925	2864068	144	144	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
456323	456499	2867230	2867406	177	177	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
456692	456877	2867885	2868070	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
465013	465282	2882328	2882597	270	270	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
465479	465694	2883656	2883871	216	216	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
467109	467267	2887582	2887740	159	159	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
468800	468964	2890141	2890308	165	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
485971	486806	2913190	2913992	836	803	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
487070	488041	2914238	2915215	972	978	6243218	6616448	0.02	0.01	DPSCF300001	Hmel202006
515475	515663	2935195	2935383	189	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
527714	527848	2953094	2953225	135	132	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
529384	529809	2958690	2959118	426	429	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
529746	529961	2959926	2960114	216	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
553459	553644	3105028	3105213	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
555150	555317	3066467	3066673	168	207	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
560487	561017	630937	631488	531	552	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
561012	561269	127916	128173	258	258	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
561021	561872	1066159	1067004	852	846	6243218	2030578	0.01	0.04	DPSCF300001	Hmel202004
561807	562778	625334	626304	972	971	6243218	6616448	0.02	0.01	DPSCF300001	Hmel202006
562574	562786	3095656	3095868	213	213	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
601467	601679	3026604	3026801	213	198	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
612289	612465	3019886	3020062	177	177	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
618467	618637	3139266	3139436	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
634258	635352	3182781	3183881	1095	1101	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
635449	636250	3184286	3185075	802	790	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
648074	648384	3197521	3197834	311	314	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
833299	834276	3451158	3452126	978	969	6243218	6616448	0.02	0.01	DPSCF300001	Hmel202006
839291	839599	3458903	3459196	309	294	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
839982	840329	3459969	3460343	348	375	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
842925	843292	2290284	2290681	368	398	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
843608	843841	2291576	2291809	234	234	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
845053	845220	2292073	2292240	168	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
845478	845648	2292581	2292751	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
845843	846055	2293467	2293679	213	213	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
846224	846580	2294948	2295313	357	366	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
847560	847745	2295990	2296175	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
848958	849107	3467460	3467630	150	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
849218	849439	3467027	3467257	222	231	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
849840	850010	3466550	3466720	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
850339	850650	3465682	3465999	312	318	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
850584	850742	3465172	3465330	159	159	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
850875	851108	3464560	3464784	234	225	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
851114	851281	3463552	3463719	168	168	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
863464	863646	2679072	2679254	183	183	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
880783	880968	2669195	2669380	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
883039	883293	2667718	2667984	255	267	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
886401	886586	2666974	2667159	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
886969	887193	2666504	2666728	225	225	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
887594	887878	2664969	2665232	285	264	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
888312	888470	2664495	2664653	159	159	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
890689	890835	2659601	2659714	147	114	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
890901	891113	2659209	2659421	213	213	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
891229	891393	2658566	2658730	165	165	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
891658	891798	2657692	2657826	141	135	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
893124	893273	2653151	2653312	150	162	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
896288	896443	2647710	2647868	156	159	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
901479	901721	2637515	2637760	243	246	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
902144	902446	2635928	2636221	303	294	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
915099	915278	2602757	2602933	180	177	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
919601	920896	2596558	2597859	1296	1302	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
921046	921249	2596289	2596486	204	198	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
925735	926355	2585739	2586323	621	585	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
926275	926616	2585225	2585578	342	354	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
926959	927129	2584718	2584888	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
935380	936754	2568860	2570213	1375	1354	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
944491	944676	2545931	2546116	186	186	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
945000	945206	2544246	2544452	207	207	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
945793	945930	2543930	2544067	138	138	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
947904	948089	2542652	2542846	186	195	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
948225	948539	2541576	2541854	315	279	6243218	6616448	0.01	0.00	DPSCF300001	Hmel202006
948573	948818	2541084	2541329	246	246	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
949726	949905	2539970	2540131	180	162	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
952592	952723	2538851	2538982	132	132	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
952971	953123	2538617	2538769	153	153	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
953507	953755	2538061	2538315	249	255	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
955182	955391	2535823	2536032	210	210	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
955890	956075	2535032	2535214	186	183	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
956024	956236	2534544	2534735	213	192	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
962298	962444	2516531	2516680	147	150	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
973015	973176	2494141	2494314	162	174	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
981037	983241	2481184	2483421	2205	2238	6243218	6616448	0.04	0.03	DPSCF300001	Hmel202006
988659	988835	2469937	2470131	177	195	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
989232	989360	2469065	2469193	129	129	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1001826	1003100	2446197	2447489	1275	1293	6243218	6616448	0.02	0.02	DPSCF300001	Hmel202006
1004628	1004897	2443594	2443836	270	243	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1005057	1005293	2442903	2443139	237	237	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1006494	1006613	2440238	2440357	120	120	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1006794	1006964	2439376	2439546	171	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1007629	1007826	2438740	2438943	198	204	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1008346	1008480	2438539	2438673	135	135	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1009582	1009746	2438204	2438368	165	165	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1010351	1010461	2437391	2437501	111	111	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1011304	1011579	2436267	2436560	276	294	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1012751	1012978	2435875	2436123	228	249	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1013152	1013415	2435359	2435616	264	258	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1013908	1014033	2434759	2434884	126	126	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1014266	1014475	2434166	2434372	210	207	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1017131	1017337	2431303	2431491	207	189	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1017459	1017704	2430888	2431133	246	246	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1018074	1018202	2430349	2430477	129	129	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1018976	1019209	2428766	2428993	234	228	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1019273	1019422	2428449	2428598	150	150	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1019658	1019861	2426544	2426747	204	204	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1019867	1020142	2425832	2426134	276	303	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1020217	1020447	2425245	2425484	231	240	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1020631	1020969	2424658	2425071	339	414	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
1021180	1021287	2424171	2424278	108	108	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1021367	1021501	2423763	2423897	135	135	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1021563	1021775	2423369	2423584	213	216	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1022255	1022422	2422484	2422654	168	171	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1022414	1022623	2422135	2422365	210	231	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1022707	1022826	2421689	2421808	120	120	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1023194	1023280	2420937	2421023	87	87	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1023360	1023872	2420193	2420696	513	504	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
1024955	1025563	2418328	2418930	609	603	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
1025716	1025937	2417710	2417967	222	258	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1026066	1026164	2417458	2417556	99	99	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1026364	1026564	2416932	2417132	201	201	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1026918	1027331	2416429	2416848	414	420	6243218	6616448	0.01	0.01	DPSCF300001	Hmel202006
1027505	1027669	2415995	2416150	165	156	6243218	6616448	0.00	0.00	DPSCF300001	Hmel202006
1028251	1028472	2414683	2415033	222	351	6243218	6616448	0.00	0.01	DPSCF300001	Hmel202006
