DPOGS200002-PA	DPSCF300021	34.028	144	81	4	743	875	489302	489724	3.50e-14	80.5
DPOGS200002-PA	DPSCF300021	29.126	309	207	6	194	493	812532	813449	7.47e-14	79.3
DPOGS200002-PA	DPSCF300021	24.471	425	265	13	197	600	634176	635345	4.33e-12	73.6
DPOGS200002-PA	DPSCF300021	24.845	322	180	6	210	493	812343	813236	9.09e-12	72.4
DPOGS200002-PA	DPSCF300021	25.781	384	224	8	194	522	812757	813890	1.37e-10	68.6
DPOGS200002-PA	DPSCF300021	20.913	526	306	14	194	613	812829	814394	2.91e-10	67.4
DPOGS200002-PA	DPSCF300021	30.108	93	49	2	793	875	815184	815444	6.47e-08	59.7
DPOGS200002-PA	DPSCF300021	30.075	133	89	2	200	331	391601	391212	4.34e-07	57.0
DPOGS200002-PA	DPSCF300021	26.027	219	118	9	691	873	635850	636482	1.00e-06	55.8
DPOGS200002-PA	DPSCF300021	25.617	324	185	11	193	493	633408	634280	2.25e-06	54.7
DPOGS200002-PA	DPSCF300021	24.397	373	235	11	192	526	87515	88606	5.87e-06	53.5
DPOGS200002-PA	DPSCF300113	30.690	290	155	11	671	932	288517	287702	6.65e-22	105
DPOGS200002-PA	DPSCF300053	26.651	424	268	11	137	525	590213	591460	2.98e-20	100
DPOGS200002-PA	DPSCF300053	26.361	349	182	7	192	491	591317	592285	2.13e-09	64.7
DPOGS200002-PA	DPSCF300035	33.333	186	110	4	748	924	530583	531125	2.27e-19	97.4
DPOGS200002-PA	DPSCF300035	28.033	239	136	7	671	875	324466	325176	2.31e-19	97.4
DPOGS200002-PA	DPSCF300035	25.549	364	222	7	153	473	527988	529061	3.33e-18	93.6
DPOGS200002-PA	DPSCF300035	25.676	370	265	6	158	520	322513	323613	1.27e-17	91.7
DPOGS200002-PA	DPSCF300035	24.203	533	300	19	163	600	528189	529760	2.33e-17	90.9
DPOGS200002-PA	DPSCF300035	22.005	409	263	11	165	526	322078	323277	1.34e-13	78.6
DPOGS200002-PA	DPSCF300035	25.949	316	200	8	209	493	322456	323394	2.88e-13	77.4
DPOGS200002-PA	DPSCF300035	25.938	320	223	7	229	539	322444	323388	5.77e-11	69.7
DPOGS200002-PA	DPSCF300074	25.926	405	235	7	215	606	631020	629962	2.56e-18	94.0
DPOGS200002-PA	DPSCF300140	26.923	338	190	7	194	525	616437	617297	6.00e-17	89.4
DPOGS200002-PA	DPSCF300118	26.392	413	271	14	182	577	462915	461725	2.37e-16	87.4
DPOGS200002-PA	DPSCF300118	24.603	378	256	11	163	520	463635	462529	1.58e-07	58.5
DPOGS200002-PA	DPSCF300235	30.455	220	149	4	164	379	457835	458494	4.01e-16	86.7
DPOGS200002-PA	DPSCF300235	32.039	206	139	1	192	396	47992	48609	1.82e-15	84.7
DPOGS200002-PA	DPSCF300235	25.100	251	181	2	203	446	214825	215577	3.19e-10	67.4
DPOGS200002-PA	DPSCF300235	31.928	166	109	2	166	328	214996	215490	2.11e-09	64.7
DPOGS200002-PA	DPSCF300235	26.087	207	152	1	194	399	214870	215490	2.45e-07	57.8
DPOGS200002-PA	DPSCF300063	24.433	397	248	4	194	540	972569	971385	4.08e-16	86.7
DPOGS200002-PA	DPSCF300063	26.974	304	197	9	229	517	972686	971805	4.66e-14	80.1
DPOGS200002-PA	DPSCF300063	29.185	233	153	5	190	417	972002	971325	5.18e-07	57.0
DPOGS200002-PA	DPSCF300087	25.086	291	214	3	137	423	354284	353412	4.75e-16	86.7
DPOGS200002-PA	DPSCF300087	23.048	269	158	4	206	473	354287	353625	1.04e-08	62.4
DPOGS200002-PA	DPSCF300079	24.734	376	231	7	194	517	661256	662383	2.55e-15	84.0
DPOGS200002-PA	DPSCF300079	26.923	416	223	14	138	498	661229	662398	1.81e-13	78.2
DPOGS200002-PA	DPSCF300079	22.785	316	214	4	207	493	661733	662677	9.38e-09	62.4
DPOGS200002-PA	DPSCF300079	28.736	261	165	8	165	413	662177	662932	3.49e-08	60.8
DPOGS200002-PA	DPSCF300079	23.560	382	199	11	160	506	661946	662917	8.52e-07	56.2
DPOGS200002-PA	DPSCF300232	29.555	247	165	4	142	384	685429	686154	5.69e-15	83.2
DPOGS200002-PA	DPSCF300232	28.655	171	120	2	258	426	685492	686004	1.05e-06	55.8
DPOGS200002-PA	DPSCF300045	24.685	397	247	7	196	591	255294	254257	8.46e-15	82.4
DPOGS200002-PA	DPSCF300329	29.661	236	162	3	142	374	38406	39110	2.45e-14	80.9
DPOGS200002-PA	DPSCF300329	25.685	292	145	5	203	493	38448	39110	1.07e-07	58.9
DPOGS200002-PA	DPSCF300009	24.444	315	206	6	194	504	2124829	2123969	8.57e-13	75.9
DPOGS200002-PA	DPSCF300009	23.291	468	273	10	138	550	2125288	2123978	2.38e-12	74.3
DPOGS200002-PA	DPSCF300009	27.820	266	163	8	139	401	2124133	2123414	3.63e-11	70.5
DPOGS200002-PA	DPSCF300009	25.490	306	176	7	194	496	2124685	2123915	8.34e-09	62.8
DPOGS200002-PA	DPSCF300066	29.487	234	115	4	287	494	596237	596866	1.89e-12	74.7
DPOGS200002-PA	DPSCF300066	24.351	308	201	7	154	435	596072	596977	1.99e-08	61.6
DPOGS200002-PA	DPSCF300014	27.273	352	218	10	157	473	1922822	1923868	2.19e-12	74.3
DPOGS200002-PA	DPSCF300014	25.783	415	222	13	169	503	1923809	1925035	3.42e-11	70.5
DPOGS200002-PA	DPSCF300014	22.794	408	256	10	194	545	1924103	1925317	2.53e-07	57.8
DPOGS200002-PA	DPSCF300020	27.760	317	202	11	200	498	234518	233595	5.17e-12	73.2
DPOGS200002-PA	DPSCF300020	23.645	406	248	12	147	525	233870	232758	2.57e-11	70.9
DPOGS200002-PA	DPSCF300112	24.634	410	246	10	196	591	441061	439979	1.12e-11	72.0
DPOGS200002-PA	DPSCF300112	28.042	189	133	3	194	379	440779	440213	1.81e-07	58.5
DPOGS200002-PA	DPSCF300126	26.174	298	194	3	197	493	85703	84885	3.27e-11	70.5
DPOGS200002-PA	DPSCF300126	24.510	306	204	4	197	477	104911	105822	3.71e-11	70.5
DPOGS200002-PA	DPSCF300126	26.873	387	225	11	187	520	113871	112726	7.34e-09	62.8
DPOGS200002-PA	DPSCF300126	25.496	353	229	10	171	491	114723	113671	3.05e-07	57.8
DPOGS200002-PA	DPSCF300126	21.250	400	211	8	192	491	105109	106296	1.59e-06	55.1
DPOGS200002-PA	DPSCF300126	21.250	400	211	8	192	491	85505	84318	1.62e-06	55.1
DPOGS200002-PA	DPSCF300047	34.426	122	67	2	766	875	520776	521138	1.70e-10	68.2
DPOGS200002-PA	DPSCF300047	24.650	357	204	10	194	493	519303	520349	1.82e-06	55.1
DPOGS200002-PA	DPSCF300064	24.599	187	131	2	173	349	1446397	1445837	9.96e-09	62.4
DPOGS200002-PA	DPSCF300006	24.759	311	216	8	285	590	226374	225481	1.10e-08	62.4
DPOGS200002-PA	DPSCF300006	34.356	163	91	6	221	377	226143	225685	1.58e-06	55.1
DPOGS200002-PA	DPSCF300006	24.315	292	145	7	207	423	152410	151538	4.30e-06	53.9
DPOGS200002-PA	DPSCF300149	25.735	408	239	12	194	550	346986	348170	1.34e-08	62.0
DPOGS200002-PA	DPSCF300286	28.662	157	108	2	197	349	282138	282608	4.09e-08	60.5
DPOGS200002-PA	DPSCF300286	31.818	132	79	3	272	396	282147	282530	1.34e-06	55.5
DPOGS200002-PA	DPSCF300001	29.213	178	121	4	187	364	3189920	3189402	9.14e-08	59.3
DPOGS200002-PA	DPSCF300004	26.010	396	252	13	153	520	261127	259979	7.38e-07	56.2
DPOGS200002-PA	DPSCF300534	31.343	201	128	6	335	527	37675	37079	1.47e-06	55.5
DPOGS200002-PA	DPSCF300372	31.343	201	128	6	335	527	21257	20661	1.66e-06	55.1
DPOGS200002-PA	DPSCF300176	25.620	242	139	6	171	406	681836	682456	1.67e-06	55.1
DPOGS200002-PA	DPSCF300176	25.620	242	139	6	171	406	692039	692659	1.67e-06	55.1
DPOGS200002-PA	DPSCF300343	23.661	224	146	3	203	401	123852	123181	1.89e-06	55.1
DPOGS200002-PA	DPSCF300007	32.597	181	94	5	245	423	1411168	1410704	2.12e-06	54.7
DPOGS200002-PA	DPSCF300076	26.277	274	165	6	160	396	649179	650000	4.83e-06	53.5
DPOGS200003-PA	DPSCF300466	100.000	130	0	0	1	130	57982	58371	4.37e-79	255
DPOGS200003-PA	DPSCF300402	70.000	130	35	2	1	130	105872	105495	8.85e-48	166
DPOGS200003-PA	DPSCF300336	52.308	130	42	1	1	130	227049	227378	4.58e-29	112
DPOGS200003-PA	DPSCF300336	62.500	56	20	1	75	130	232347	232511	7.88e-16	65.1
DPOGS200003-PA	DPSCF300336	70.370	27	8	0	50	76	232282	232362	7.88e-16	36.6
DPOGS200003-PA	DPSCF300126	71.053	76	21	1	1	76	81825	81601	2.67e-24	95.9
DPOGS200003-PA	DPSCF300126	50.000	34	17	0	97	130	81593	81492	2.67e-24	34.3
DPOGS200695-PA	DPSCF300571	74.038	104	0	1	474	550	18178	18489	7.01e-54	119
DPOGS200695-PA	DPSCF300571	91.379	58	5	0	421	478	17945	18118	7.01e-54	114
DPOGS200695-PA	DPSCF300571	100.000	50	0	0	80	129	11284	11433	3.00e-38	107
DPOGS200695-PA	DPSCF300571	97.059	34	1	0	47	80	11121	11222	3.00e-38	73.2
DPOGS200695-PA	DPSCF300571	98.000	50	1	0	80	129	15164	15313	1.25e-37	105
DPOGS200695-PA	DPSCF300571	97.059	34	1	0	47	80	15001	15102	1.25e-37	73.2
DPOGS200695-PA	DPSCF300571	100.000	50	0	0	154	203	15164	15313	4.86e-35	108
DPOGS200695-PA	DPSCF300571	80.000	35	7	0	120	154	14998	15102	4.86e-35	62.0
DPOGS200695-PA	DPSCF300571	98.000	50	1	0	154	203	11284	11433	2.80e-34	105
DPOGS200695-PA	DPSCF300571	80.000	35	7	0	120	154	11118	11222	2.80e-34	62.0
DPOGS200695-PA	DPSCF300571	94.915	59	3	0	365	423	17157	17333	2.14e-28	123
DPOGS200695-PA	DPSCF300571	96.552	58	2	0	201	258	15704	15877	7.78e-28	121
DPOGS200695-PA	DPSCF300571	96.226	53	2	0	317	369	16822	16980	3.62e-23	107
DPOGS200695-PA	DPSCF300571	100.000	45	0	0	1	45	9569	9703	2.29e-19	95.5
DPOGS200695-PA	DPSCF300571	97.059	34	1	0	257	290	16061	16162	2.29e-11	69.7
DPOGS200695-PA	DPSCF300018	74.038	104	0	1	474	550	207394	207705	3.54e-53	119
DPOGS200695-PA	DPSCF300018	89.655	58	6	0	421	478	207162	207335	3.54e-53	111
DPOGS200695-PA	DPSCF300546	89.091	55	6	0	369	423	20180	20016	2.97e-47	107
DPOGS200695-PA	DPSCF300546	41.622	185	50	4	420	550	19894	19352	2.97e-47	104
DPOGS200695-PA	DPSCF300546	98.000	50	1	0	80	129	22124	21975	8.97e-38	106
DPOGS200695-PA	DPSCF300546	80.488	41	7	1	40	80	22305	22186	8.97e-38	72.8
DPOGS200695-PA	DPSCF300546	98.000	50	1	0	154	203	22124	21975	4.54e-34	105
DPOGS200695-PA	DPSCF300546	77.143	35	8	0	120	154	22290	22186	4.54e-34	61.2
DPOGS200695-PA	DPSCF300546	93.103	58	4	0	201	258	21623	21450	8.76e-26	115
DPOGS200695-PA	DPSCF300546	69.231	52	16	0	318	369	20464	20309	3.49e-16	85.1
DPOGS200695-PA	DPSCF300546	96.875	32	1	0	259	290	21263	21168	4.13e-10	65.9
DPOGS200695-PA	DPSCF300546	87.500	32	4	0	473	504	19661	19566	1.47e-09	63.9
DPOGS200695-PA	DPSCF300200	62.857	105	39	0	154	258	97055	96741	3.05e-36	147
DPOGS200695-PA	DPSCF300200	62.857	105	39	0	154	258	115223	115537	3.40e-36	147
DPOGS200695-PA	DPSCF300200	61.905	105	40	0	154	258	112003	112317	5.68e-36	146
DPOGS200695-PA	DPSCF300200	34.259	216	106	4	322	503	112760	113401	6.26e-30	128
DPOGS200695-PA	DPSCF300200	64.103	78	28	0	181	258	104625	104392	1.68e-25	114
DPOGS200695-PA	DPSCF300200	44.340	106	58	1	321	426	115973	116287	3.02e-21	101
DPOGS200695-PA	DPSCF300200	44.340	106	58	1	321	426	103956	103642	3.02e-21	101
DPOGS200695-PA	DPSCF300200	42.718	103	58	1	321	423	96305	96000	4.90e-21	100
DPOGS200695-PA	DPSCF300200	57.377	61	26	0	155	215	89950	89768	3.10e-15	82.4
DPOGS200695-PA	DPSCF300200	60.000	50	20	0	80	129	112003	112152	3.94e-11	68.9
DPOGS200695-PA	DPSCF300200	60.000	50	20	0	80	129	97055	96906	5.13e-11	68.6
DPOGS200695-PA	DPSCF300200	60.000	50	20	0	80	129	115223	115372	5.40e-11	68.6
DPOGS200695-PA	DPSCF300200	57.143	49	21	0	81	129	89950	89804	2.61e-10	66.2
DPOGS200695-PA	DPSCF300200	54.545	44	20	0	215	258	89316	89185	1.57e-08	60.5
DPOGS200695-PA	DPSCF300200	23.037	191	91	4	365	504	87097	86540	1.79e-08	60.5
DPOGS200695-PA	DPSCF300200	48.214	56	29	0	321	376	88212	88045	1.95e-07	57.0
DPOGS200695-PA	DPSCF300176	40.952	105	60	2	321	424	637263	637574	6.34e-35	83.6
DPOGS200695-PA	DPSCF300176	43.750	80	43	2	425	504	637651	637884	6.34e-35	75.1
DPOGS200695-PA	DPSCF300176	54.286	35	16	0	506	540	637976	638080	6.34e-35	31.2
DPOGS200695-PA	DPSCF300176	33.929	280	120	7	321	540	623550	624374	1.01e-34	142
DPOGS200695-PA	DPSCF300176	44.231	104	56	2	321	423	628960	629268	1.12e-34	85.1
DPOGS200695-PA	DPSCF300176	43.750	80	43	2	425	504	629363	629596	1.12e-34	73.6
DPOGS200695-PA	DPSCF300176	54.286	35	16	0	506	540	629688	629792	1.12e-34	30.8
DPOGS200695-PA	DPSCF300176	53.846	130	60	0	152	281	658656	659045	1.63e-34	142
DPOGS200695-PA	DPSCF300176	54.331	127	58	0	155	281	654128	654508	7.80e-34	140
DPOGS200695-PA	DPSCF300176	51.969	127	61	0	155	281	636338	636718	2.33e-33	139
DPOGS200695-PA	DPSCF300176	50.382	131	65	0	151	281	622656	623048	3.73e-33	138
DPOGS200695-PA	DPSCF300176	55.140	107	48	0	152	258	589200	589520	5.59e-33	125
DPOGS200695-PA	DPSCF300176	53.333	30	14	0	130	159	589067	589156	5.59e-33	37.4
DPOGS200695-PA	DPSCF300176	51.181	127	62	0	155	281	646396	646776	7.67e-32	134
DPOGS200695-PA	DPSCF300176	50.394	127	63	0	155	281	628267	628647	1.20e-31	133
DPOGS200695-PA	DPSCF300176	37.063	143	65	3	421	540	655449	655871	1.64e-31	79.7
DPOGS200695-PA	DPSCF300176	39.806	103	60	1	321	423	655081	655383	1.64e-31	78.6
DPOGS200695-PA	DPSCF300176	49.606	127	64	0	155	281	615627	616007	2.21e-31	132
DPOGS200695-PA	DPSCF300176	37.063	143	65	3	421	540	659986	660408	3.07e-31	79.0
DPOGS200695-PA	DPSCF300176	39.806	103	60	1	321	423	659618	659920	3.07e-31	78.6
DPOGS200695-PA	DPSCF300176	55.769	104	46	0	155	258	600373	600684	1.55e-29	127
DPOGS200695-PA	DPSCF300176	48.031	127	66	0	155	281	605273	605653	3.70e-29	125
DPOGS200695-PA	DPSCF300176	48.031	127	66	0	155	281	596058	596438	4.64e-29	125
DPOGS200695-PA	DPSCF300176	32.479	234	103	5	322	503	601198	601890	3.15e-28	123
DPOGS200695-PA	DPSCF300176	35.789	190	94	4	321	484	647263	647826	2.36e-26	117
DPOGS200695-PA	DPSCF300176	37.255	102	61	1	321	419	589945	590250	2.82e-24	73.2
DPOGS200695-PA	DPSCF300176	35.000	80	50	2	425	504	590334	590567	2.82e-24	60.8
DPOGS200695-PA	DPSCF300176	44.681	94	50	2	321	413	616534	616812	2.66e-14	79.3
DPOGS200695-PA	DPSCF300176	44.304	79	42	2	425	503	617036	617266	9.26e-13	74.3
DPOGS200695-PA	DPSCF300176	44.304	79	42	2	425	503	597459	597689	1.06e-12	73.9
DPOGS200695-PA	DPSCF300176	44.304	79	42	2	425	503	606678	606908	1.06e-12	73.9
DPOGS200695-PA	DPSCF300176	46.154	52	28	0	78	129	589200	589355	2.44e-12	56.2
DPOGS200695-PA	DPSCF300176	53.333	30	14	0	56	85	589067	589156	2.44e-12	37.4
DPOGS200695-PA	DPSCF300176	59.615	52	21	0	78	129	658656	658811	5.56e-10	65.5
DPOGS200695-PA	DPSCF300176	54.717	53	24	0	77	129	622656	622814	2.13e-09	63.5
DPOGS200695-PA	DPSCF300176	61.224	49	19	0	81	129	654128	654274	2.55e-09	63.2
DPOGS200695-PA	DPSCF300176	55.102	49	22	0	81	129	636338	636484	9.51e-09	61.2
DPOGS200695-PA	DPSCF300176	55.102	49	22	0	81	129	646396	646542	1.32e-08	60.8
DPOGS200695-PA	DPSCF300176	38.095	84	50	2	330	412	597022	597270	1.45e-08	60.1
DPOGS200695-PA	DPSCF300176	38.095	84	50	2	330	412	606236	606484	1.45e-08	60.1
DPOGS200695-PA	DPSCF300176	77.778	9	2	0	322	330	597000	597026	1.45e-08	20.8
DPOGS200695-PA	DPSCF300176	77.778	9	2	0	322	330	606214	606240	1.45e-08	20.8
DPOGS200695-PA	DPSCF300176	57.143	49	21	0	81	129	600373	600519	1.47e-07	57.4
DPOGS200695-PA	DPSCF300176	53.061	49	23	0	81	129	628267	628413	1.69e-07	57.4
DPOGS200695-PA	DPSCF300176	57.143	49	21	0	81	129	605273	605419	2.82e-07	56.6
DPOGS200695-PA	DPSCF300176	57.143	49	21	0	81	129	596058	596204	3.58e-07	56.2
DPOGS200695-PA	DPSCF300176	53.061	49	23	0	81	129	615627	615773	7.20e-07	55.1
DPOGS200695-PA	DPSCF300112	49.206	126	64	0	151	276	20079	20456	4.81e-32	126
DPOGS200695-PA	DPSCF300112	66.667	21	7	0	131	151	19928	19990	4.81e-32	33.5
DPOGS200695-PA	DPSCF300112	50.704	71	35	0	321	391	23664	23876	1.61e-14	80.1
DPOGS200695-PA	DPSCF300112	41.975	81	46	1	423	503	24330	24569	2.36e-13	76.3
DPOGS200695-PA	DPSCF300112	47.170	53	28	0	77	129	20079	20237	2.03e-10	53.5
DPOGS200695-PA	DPSCF300112	66.667	21	7	0	57	77	19928	19990	2.03e-10	33.5
DPOGS200695-PA	DPSCF300216	48.438	128	66	0	154	281	248702	249085	5.43e-32	134
DPOGS200695-PA	DPSCF300216	42.857	161	87	2	120	276	175287	175766	9.15e-31	130
DPOGS200695-PA	DPSCF300216	40.157	127	74	2	321	446	176289	176666	1.30e-17	89.7
DPOGS200695-PA	DPSCF300216	47.191	89	46	1	419	507	250279	250542	5.44e-16	84.7
DPOGS200695-PA	DPSCF300216	50.980	51	25	0	79	129	175395	175547	9.38e-15	56.6
DPOGS200695-PA	DPSCF300216	78.261	23	5	0	55	77	175235	175303	9.38e-15	45.4
DPOGS200695-PA	DPSCF300216	59.184	49	20	0	321	369	249621	249767	3.31e-11	67.0
DPOGS200695-PA	DPSCF300216	44.444	18	10	0	369	386	249838	249891	3.31e-11	22.7
DPOGS200695-PA	DPSCF300216	37.975	79	47	2	425	503	176811	177041	7.48e-09	61.6
DPOGS200695-PA	DPSCF300216	44.000	50	28	0	80	129	248702	248851	5.56e-06	52.4
DPOGS200695-PA	DPSCF300393	55.357	56	25	0	321	376	79431	79598	2.08e-28	69.7
DPOGS200695-PA	DPSCF300393	54.717	53	24	0	421	473	79881	80039	2.08e-28	67.4
DPOGS200695-PA	DPSCF300393	42.105	38	21	1	368	404	79646	79759	2.08e-28	31.2
DPOGS200695-PA	DPSCF300393	54.839	62	28	0	197	258	78457	78642	4.15e-14	78.6
DPOGS200695-PA	DPSCF300393	54.902	51	23	0	79	129	77913	78065	3.00e-08	59.7
DPOGS200695-PA	DPSCF300393	54.902	51	23	0	153	203	77913	78065	3.53e-08	59.3
DPOGS200695-PA	DPSCF300041	53.333	90	42	0	155	244	2066505	2066774	1.10e-26	107
DPOGS200695-PA	DPSCF300041	76.471	17	4	0	242	258	2066851	2066901	1.10e-26	34.7
DPOGS200695-PA	DPSCF300041	41.304	46	26	1	423	468	2067921	2068055	1.52e-09	42.0
DPOGS200695-PA	DPSCF300041	40.000	40	24	0	464	503	2068120	2068239	1.52e-09	42.0
DPOGS200695-PA	DPSCF300041	53.061	49	23	0	81	129	2066505	2066651	3.72e-09	62.8
DPOGS200695-PA	DPSCF300041	43.939	66	37	0	318	383	2067335	2067532	2.33e-08	60.1
DPOGS200695-PA	DPSCF300192	54.688	64	29	0	155	218	70599	70790	3.37e-24	81.3
DPOGS200695-PA	DPSCF300192	44.444	54	29	1	217	270	70879	71037	3.37e-24	52.4
DPOGS200695-PA	DPSCF300192	51.020	49	24	0	81	129	70599	70745	6.06e-08	58.5
DPOGS200695-PA	DPSCF300053	47.674	86	43	2	423	507	1261942	1261688	1.42e-16	86.7
DPOGS200695-PA	DPSCF300053	44.068	59	33	0	152	210	1267878	1267702	4.27e-10	65.9
DPOGS200695-PA	DPSCF300053	43.056	72	41	0	210	281	1266441	1266226	1.43e-09	63.9
DPOGS200695-PA	DPSCF300053	27.211	147	58	4	321	423	1263892	1263467	5.65e-09	62.0
DPOGS200695-PA	DPSCF300053	40.385	52	31	0	78	129	1267878	1267723	2.16e-06	53.5
DPOGS200695-PA	DPSCF300102	44.444	81	44	1	423	503	541735	541974	2.85e-14	79.3
DPOGS200695-PA	DPSCF301848	39.785	93	54	1	155	245	342	64	7.32e-11	65.9
DPOGS200696-PA	DPSCF300571	99.153	118	1	0	36	153	21765	22118	3.68e-62	209
DPOGS200696-PA	DPSCF300571	100.000	36	0	0	1	36	20153	20260	1.02e-16	79.3
DPOGS200696-PA	DPSCF300263	100.000	36	0	0	1	36	267835	267728	8.12e-17	79.3
DPOGS203463-PA	DPSCF300409	100.000	35	0	0	1	35	130289	130185	1.25e-17	75.1
DPOGS203463-PA	DPSCF300289	80.000	35	7	0	1	35	422017	421913	6.59e-13	61.6
DPOGS203463-PA	DPSCF300134	60.000	35	14	0	1	35	3812	3916	7.37e-07	44.7
DPOGS203465-PA	DPSCF300409	100.000	178	0	0	14	191	126395	125862	2.03e-72	242
DPOGS203466-PA	DPSCF300409	89.706	68	7	0	44	111	107296	107093	3.67e-61	129
DPOGS203466-PA	DPSCF300409	80.000	50	10	0	1	50	107523	107374	3.67e-61	84.7
DPOGS203466-PA	DPSCF300409	100.000	30	0	0	109	138	107030	106941	3.67e-61	61.2
DPOGS203466-PA	DPSCF300013	71.429	42	12	0	51	92	1443323	1443448	7.56e-14	69.7
DPOGS203467-PA	DPSCF300262	100.000	174	0	0	195	368	677021	677542	1.91e-109	358
DPOGS203467-PA	DPSCF300262	100.000	194	0	0	1	194	676220	676801	8.67e-102	336
DPOGS203467-PA	DPSCF300262	58.559	111	41	1	25	135	670543	670860	7.94e-28	92.0
DPOGS203467-PA	DPSCF300262	75.862	29	7	0	1	29	670470	670556	7.94e-28	53.5
DPOGS203467-PA	DPSCF300409	100.000	174	0	0	195	368	91491	90970	2.05e-109	358
DPOGS203467-PA	DPSCF300409	100.000	194	0	0	1	194	92292	91711	6.99e-102	337
DPOGS203467-PA	DPSCF300409	68.750	160	41	3	314	465	90333	89857	1.20e-51	191
DPOGS203467-PA	DPSCF300036	100.000	174	0	0	195	368	940394	939873	6.31e-108	354
DPOGS203467-PA	DPSCF300006	55.000	140	56	2	231	370	1867740	1867342	3.37e-61	137
DPOGS203467-PA	DPSCF300006	45.522	134	31	3	7	140	1868282	1868007	3.37e-61	76.3
DPOGS203467-PA	DPSCF300006	56.000	50	22	0	145	194	1868008	1867859	3.37e-61	64.3
DPOGS203467-PA	DPSCF300006	54.348	138	57	1	231	368	1864052	1863657	8.83e-35	141
DPOGS203467-PA	DPSCF300249	60.674	178	69	1	1	178	51483	50953	2.09e-57	207
DPOGS203467-PA	DPSCF300249	60.674	178	69	1	1	178	36593	36063	1.21e-56	205
DPOGS203467-PA	DPSCF300249	48.276	174	85	3	195	368	35783	35277	1.02e-44	170
DPOGS203467-PA	DPSCF300249	50.633	79	36	1	195	273	72881	72654	1.30e-11	70.1
DPOGS203467-PA	DPSCF300456	60.674	178	69	1	1	178	2489	1959	9.51e-57	206
DPOGS203467-PA	DPSCF300456	48.276	174	85	3	195	368	1679	1173	1.52e-44	170
DPOGS203467-PA	DPSCF300456	30.435	161	105	5	195	350	70856	71332	1.89e-09	63.2
DPOGS203467-PA	DPSCF300120	59.563	183	72	2	1	183	500890	501432	2.16e-55	202
DPOGS203467-PA	DPSCF300120	46.552	174	89	3	195	368	501712	502221	3.82e-39	154
DPOGS203467-PA	DPSCF300518	56.566	198	81	3	1	194	25415	26005	5.83e-55	200
