# Species	Genes	Alg.-Conn.	Dp_OGS2_prots.fas	Mcinx_prots_noPA.fas
2	2	1	DPOGS200342	MCINX009169
2	2	1	DPOGS200343	MCINX005348
2	2	1	DPOGS200344	MCINX011709
2	2	1	DPOGS200345	MCINX011708
2	2	1	DPOGS200346	MCINX014621
2	2	1	DPOGS200347	MCINX014622
2	2	1	DPOGS200349	MCINX012925
2	2	1	DPOGS200353	MCINX002697
2	2	1	DPOGS200356	MCINX002699
2	2	1	DPOGS200360	MCINX005715
2	2	1	DPOGS200362	MCINX005719
2	2	1	DPOGS200363	MCINX005720
2	2	1	DPOGS200367	MCINX002704
2	2	1	DPOGS200369	MCINX009496
2	2	1	DPOGS200370	MCINX009497
2	2	1	DPOGS200372	MCINX006162
2	2	1	DPOGS200373	MCINX006159
2	2	1	DPOGS200377	MCINX006158
2	2	1	DPOGS200380	MCINX014424
2	2	1	DPOGS200381	MCINX007407
2	2	1	DPOGS200382	MCINX007409
2	2	1	DPOGS200383	MCINX007411
2	2	1	DPOGS200384	MCINX007416
2	2	1	DPOGS200390	MCINX008461
2	2	1	DPOGS200394	MCINX004017
2	2	1	DPOGS200397	MCINX002594
2	2	1	DPOGS200398	MCINX000954
2	2	1	DPOGS200401	MCINX009006
2	2	1	DPOGS200402	MCINX009007
2	2	1	DPOGS200403	MCINX015691
2	2	1	DPOGS200406	MCINX005627
2	2	1	DPOGS200407	MCINX005629
2	2	1	DPOGS200408	MCINX005630
2	2	1	DPOGS200409	MCINX013378
2	2	1	DPOGS200410	MCINX013376
2	2	1	DPOGS200411	MCINX013374
2	2	1	DPOGS200412	MCINX012154
2	2	1	DPOGS200420	MCINX009178
2	2	1	DPOGS200421	MCINX009179
2	2	1	DPOGS200422	MCINX008948
2	2	1	DPOGS200424	MCINX008523
2	2	1	DPOGS200426	MCINX008520
2	2	1	DPOGS200427	MCINX008517
2	2	1	DPOGS200428	MCINX010207
2	2	1	DPOGS200429	MCINX011069
2	2	1	DPOGS200431	MCINX014292
2	2	1	DPOGS200432	MCINX008518
2	2	1	DPOGS200434	MCINX008524
2	2	1	DPOGS200440	MCINX006352
2	2	1	DPOGS200441	MCINX013373
2	2	1	DPOGS200442	MCINX013375
2	2	1	DPOGS200443	MCINX013377
2	2	1	DPOGS200444	MCINX005628
2	2	1	DPOGS200445	MCINX005626
2	2	1	DPOGS200448	MCINX013811
2	2	1	DPOGS200460	MCINX004688
2	2	1	DPOGS200464	MCINX014446
2	3	0.333	DPOGS200469,DPOGS203907-PA	MCINX002490
2	2	1	DPOGS200479	MCINX006913
2	2	1	DPOGS200481	MCINX006917
2	2	1	DPOGS200483	MCINX001162
2	2	1	DPOGS200492	MCINX012836
2	2	1	DPOGS200494	MCINX006179
2	2	1	DPOGS200495	MCINX016121
2	2	1	DPOGS200496	MCINX001161
2	2	1	DPOGS200498	MCINX006915
2	2	1	DPOGS200501	MCINX002886
2	2	1	DPOGS200506	MCINX015304
2	2	1	DPOGS200518	MCINX010613
2	2	1	DPOGS200521	MCINX005740
2	2	1	DPOGS200524	MCINX012048
2	2	1	DPOGS200526	MCINX013697
2	2	1	DPOGS200530	MCINX008834
2	2	1	DPOGS200536	MCINX001044
2	2	1	DPOGS200540	MCINX008246
2	2	1	DPOGS200546	MCINX011970
2	2	1	DPOGS200553	MCINX005290
2	2	1	DPOGS200554	MCINX005292
2	2	1	DPOGS200565	MCINX013695
2	2	1	DPOGS200566	MCINX013696
2	2	1	DPOGS200568	MCINX012049
2	2	1	DPOGS200569	MCINX000604
2	2	1	DPOGS200570	MCINX000603
2	2	1	DPOGS200571	MCINX000601
2	2	1	DPOGS200575	MCINX004632
2	2	1	DPOGS200576	MCINX016517
2	2	1	DPOGS200582	MCINX004190
2	2	1	DPOGS200585	MCINX006946
2	2	1	DPOGS200586	MCINX015210
2	2	1	DPOGS200588	MCINX011672
2	2	1	DPOGS200591	MCINX000927
2	2	1	DPOGS200593	MCINX000929
2	2	1	DPOGS200594	MCINX000931
2	2	1	DPOGS200595	MCINX000933
2	2	1	DPOGS200598	MCINX004073
2	2	1	DPOGS200600	MCINX013913
2	2	1	DPOGS200603	MCINX015322
2	2	1	DPOGS200606	MCINX014438
2	2	1	DPOGS200610	MCINX005909
2	2	1	DPOGS200612	MCINX000297
2	2	1	DPOGS200613	MCINX000298
2	2	1	DPOGS200615	MCINX000301
2	2	1	DPOGS200616	MCINX009005
2	2	1	DPOGS200620	MCINX005905
2	2	1	DPOGS200621	MCINX005906
2	2	1	DPOGS200622	MCINX005908
2	2	1	DPOGS200623	MCINX005910
2	2	1	DPOGS200626	MCINX009480
2	2	1	DPOGS200627	MCINX009479
2	2	1	DPOGS200629	MCINX014437
2	2	1	DPOGS200630	MCINX014439
2	2	1	DPOGS200636	MCINX015323
2	2	1	DPOGS200637	MCINX015327
2	2	1	DPOGS200638	MCINX013914
2	2	1	DPOGS200640	MCINX013911
2	2	1	DPOGS200643	MCINX000934
2	2	1	DPOGS200644	MCINX000932
2	2	1	DPOGS200645	MCINX000930
2	2	1	DPOGS200646	MCINX000928
2	2	1	DPOGS200648	MCINX000926
2	2	1	DPOGS200649	MCINX003381
2	2	1	DPOGS200655	MCINX005041
2	2	1	DPOGS200662	MCINX001083
2	2	1	DPOGS200666	MCINX012379
2	2	1	DPOGS200670	MCINX000218
2	5	0.2	DPOGS200672,DPOGS200678-PA,DPOGS200677-PA,DPOGS200674-PA	MCINX000215
2	2	1	DPOGS200680	MCINX006267
2	2	1	DPOGS200684	MCINX007973
2	2	1	DPOGS200685	MCINX003700
2	2	1	DPOGS200686	MCINX003701
2	2	1	DPOGS200690	MCINX007975
2	2	1	DPOGS200692	MCINX006266
2	2	1	DPOGS200695	MCINX000411
2	2	1	DPOGS200699	MCINX008617
2	2	1	DPOGS200701	MCINX013097
2	2	1	DPOGS200702	MCINX000685
2	2	1	DPOGS200705	MCINX013706
2	3	0.333	DPOGS200707,DPOGS211912-PA	MCINX004993
2	2	1	DPOGS200711	MCINX013116
2	2	1	DPOGS200715	MCINX005771
2	2	1	DPOGS200716	MCINX005769
2	2	1	DPOGS200717	MCINX005767
2	2	1	DPOGS200718	MCINX003959
2	2	1	DPOGS200723	MCINX003967
2	2	1	DPOGS200726	MCINX003976
2	2	1	DPOGS200727	MCINX003978
2	2	1	DPOGS200728	MCINX003979
2	2	1	DPOGS200730	MCINX003980
2	2	1	DPOGS200736	MCINX003977
2	2	1	DPOGS200737	MCINX003975
2	2	1	DPOGS200738	MCINX003972
2	2	1	DPOGS200740	MCINX003969
2	2	1	DPOGS200743	MCINX003964
2	2	1	DPOGS200745	MCINX003961
2	2	1	DPOGS200746	MCINX005768
2	2	1	DPOGS200747	MCINX005770
2	2	1	DPOGS200749	MCINX005327
2	2	1	DPOGS200752	MCINX003953
2	2	1	DPOGS200755	MCINX004995
2	2	1	DPOGS200757	MCINX009376
2	2	1	DPOGS200758	MCINX009377
2	2	1	DPOGS200761	MCINX009375
2	2	1	DPOGS200770	MCINX011023
2	3	0.333	DPOGS200776,DPOGS200777-PA	MCINX004037
2	2	1	DPOGS200784	MCINX013332
2	2	1	DPOGS200792	MCINX012655
2	2	1	DPOGS200797	MCINX014722
2	2	1	DPOGS200801	MCINX012440
2	2	1	DPOGS200802	MCINX000695
2	2	1	DPOGS200803	MCINX011823
2	2	1	DPOGS200805	MCINX002548
2	2	1	DPOGS200809	MCINX008254
2	2	1	DPOGS200810	MCINX008255
2	2	1	DPOGS200811	MCINX006807
2	2	1	DPOGS200812	MCINX013822
2	2	1	DPOGS200817	MCINX006775
2	2	1	DPOGS200818	MCINX006776
2	2	1	DPOGS200824	MCINX002059
2	2	1	DPOGS200833	MCINX016105
2	2	1	DPOGS200836	MCINX006331
2	2	1	DPOGS200837	MCINX006328
2	2	1	DPOGS200838	MCINX009923
2	2	1	DPOGS200841	MCINX009918
2	2	1	DPOGS200843	MCINX012135
2	2	1	DPOGS200844	MCINX012136
2	2	1	DPOGS200845	MCINX014547
2	2	1	DPOGS200849	MCINX014540
2	2	1	DPOGS200850	MCINX005821
2	2	1	DPOGS200853	MCINX014546
2	2	1	DPOGS200854	MCINX014548
2	2	1	DPOGS200855	MCINX014549
2	2	1	DPOGS200858	MCINX009917
2	2	1	DPOGS200859	MCINX009921
2	2	1	DPOGS200862	MCINX016110
2	2	1	DPOGS200864	MCINX016106
2	2	1	DPOGS200866	MCINX014836
2	2	1	DPOGS200867	MCINX014833
2	2	1	DPOGS200868	MCINX012805
2	2	1	DPOGS200869	MCINX012477
2	2	1	DPOGS200870	MCINX002056
2	2	1	DPOGS200872	MCINX008347
2	2	1	DPOGS200873	MCINX008346
2	2	1	DPOGS200878	MCINX003950
2	2	1	DPOGS200887	MCINX013030
2	4	0.146	DPOGS200888,DPOGS210834-PA	MCINX003615,MCINX013588
2	2	1	DPOGS200891	MCINX014688
2	2	1	DPOGS200893	MCINX014692
2	2	1	DPOGS200894	MCINX014693
2	2	1	DPOGS200896	MCINX001125
2	2	1	DPOGS200897	MCINX010948
2	2	1	DPOGS200902	MCINX003756
2	2	1	DPOGS200907	MCINX001126
2	2	1	DPOGS200909	MCINX015139
2	2	1	DPOGS200911	MCINX014694
2	2	1	DPOGS200915	MCINX014687
2	2	1	DPOGS200916	MCINX003614
2	2	1	DPOGS200920	MCINX002655
2	2	1	DPOGS200921	MCINX012586
2	2	1	DPOGS200922	MCINX009528
2	2	1	DPOGS200923	MCINX009527
2	2	1	DPOGS200925	MCINX010967
2	2	1	DPOGS200927	MCINX009670
2	2	1	DPOGS200928	MCINX012781
2	2	1	DPOGS200931	MCINX002652
2	2	1	DPOGS200932	MCINX002656
2	2	1	DPOGS200934	MCINX014969
2	2	1	DPOGS200935	MCINX002659
2	2	1	DPOGS200936	MCINX002660
2	2	1	DPOGS200939	MCINX001454
2	2	1	DPOGS200940	MCINX001456
2	2	1	DPOGS200942	MCINX012581
2	2	1	DPOGS200944	MCINX001437
2	2	1	DPOGS200945	MCINX001436
2	2	1	DPOGS200946	MCINX005219
2	2	1	DPOGS200948	MCINX005220
2	2	1	DPOGS200949	MCINX005221
2	2	1	DPOGS200952	MCINX003935
2	2	1	DPOGS200953	MCINX003937
2	2	1	DPOGS200956	MCINX003933
2	2	1	DPOGS200960	MCINX012583
2	2	1	DPOGS200962	MCINX001455
2	2	1	DPOGS200963	MCINX001453
2	2	1	DPOGS200965	MCINX007278
2	2	1	DPOGS200966	MCINX003859
2	2	1	DPOGS200968	MCINX003862
2	2	1	DPOGS200970	MCINX012874
2	2	1	DPOGS200972	MCINX003864
2	2	1	DPOGS200975	MCINX005942
2	3	0.333	DPOGS200976	MCINX005939,MCINX005938
2	2	1	DPOGS200977	MCINX005934
2	2	1	DPOGS200980	MCINX005929
2	2	1	DPOGS200981	MCINX014157
2	2	1	DPOGS200984	MCINX007295
2	2	1	DPOGS200988	MCINX014164
2	2	1	DPOGS200989	MCINX012917
2	2	1	DPOGS200992	MCINX006521
2	2	1	DPOGS200993	MCINX006522
2	2	1	DPOGS200994	MCINX005982
2	2	1	DPOGS200995	MCINX005980
2	5	0.166	DPOGS200996,DPOGS200998-PA,DPOGS200997-PA	MCINX005977,MCINX005976
2	2	1	DPOGS201004	MCINX004910
2	2	1	DPOGS201006	MCINX013737
2	2	1	DPOGS201008	MCINX013735
2	2	1	DPOGS201011	MCINX014523
2	2	1	DPOGS201013	MCINX006524
2	2	1	DPOGS201014	MCINX006523
2	2	1	DPOGS201015	MCINX006520
2	2	1	DPOGS201018	MCINX008253
2	2	1	DPOGS201025	MCINX016626
2	2	1	DPOGS201026	MCINX016628
2	2	1	DPOGS201033	MCINX005931
2	2	1	DPOGS201035	MCINX005937
2	2	1	DPOGS201036	MCINX005941
2	2	1	DPOGS201037	MCINX005943
2	2	1	DPOGS201038	MCINX003345
2	2	1	DPOGS201039	MCINX014928
2	3	0.333	DPOGS201043,DPOGS201044-PA	MCINX014935
2	2	1	DPOGS201045	MCINX014932
2	2	1	DPOGS201046	MCINX014931
2	2	1	DPOGS201050	MCINX005699
2	2	1	DPOGS201057	MCINX010622
2	2	1	DPOGS201061	MCINX009912
2	2	1	DPOGS201062	MCINX009909
2	2	1	DPOGS201065	MCINX010352
2	2	1	DPOGS201067	MCINX015521
2	2	1	DPOGS201068	MCINX006197
2	2	1	DPOGS201069	MCINX003347
2	2	1	DPOGS201072	MCINX003355
2	2	1	DPOGS201074	MCINX015200
2	2	1	DPOGS201078	MCINX009619
2	2	1	DPOGS201079	MCINX009618
2	2	1	DPOGS201081	MCINX016036
2	2	1	DPOGS201082	MCINX005281
2	2	1	DPOGS201083	MCINX016035
2	2	1	DPOGS201086	MCINX015199
2	2	1	DPOGS201088	MCINX003354
2	2	1	DPOGS201089	MCINX003348
2	2	1	DPOGS201092	MCINX006198
2	2	1	DPOGS201094	MCINX004388
2	2	1	DPOGS201101	MCINX011720
2	2	1	DPOGS201106	MCINX005316
2	2	1	DPOGS201108	MCINX006106
2	2	1	DPOGS201111	MCINX009330
2	2	1	DPOGS201112	MCINX009328
2	2	1	DPOGS201118	MCINX009329
2	2	1	DPOGS201123	MCINX016388
2	2	1	DPOGS201124	MCINX013725
2	2	1	DPOGS201136	MCINX014222
2	2	1	DPOGS201137	MCINX010087
2	2	1	DPOGS201138	MCINX010086
2	2	1	DPOGS201142	MCINX009748
2	2	1	DPOGS201144	MCINX009631
2	2	1	DPOGS201145	MCINX008991
2	2	1	DPOGS201148	MCINX003982
2	2	1	DPOGS201152	MCINX003985
2	2	1	DPOGS201156	MCINX009750
2	2	1	DPOGS201158	MCINX011241
2	2	1	DPOGS201160	MCINX010089
2	2	1	DPOGS201162	MCINX006142
2	2	1	DPOGS201171	MCINX009804
2	2	1	DPOGS201174	MCINX010126
2	2	1	DPOGS201177	MCINX013681
2	2	1	DPOGS201180	MCINX000587
2	2	1	DPOGS201181	MCINX009602
2	2	1	DPOGS201182	MCINX009075
2	2	1	DPOGS201185	MCINX009074
2	2	1	DPOGS201193	MCINX006263
2	2	1	DPOGS201196	MCINX009800
2	2	1	DPOGS201198	MCINX009803
2	2	1	DPOGS201200	MCINX012189
2	2	1	DPOGS201202	MCINX010512
2	2	1	DPOGS201205	MCINX003017
2	2	1	DPOGS201210	MCINX014898
2	2	1	DPOGS201220	MCINX010663
2	2	1	DPOGS201222	MCINX007192
2	2	1	DPOGS201226	MCINX012369
2	2	1	DPOGS201227	MCINX005646
2	2	1	DPOGS201228	MCINX012370
2	2	1	DPOGS201229	MCINX015491
2	2	1	DPOGS201230	MCINX014805
2	2	1	DPOGS201231	MCINX009214
2	2	1	DPOGS201232	MCINX009212
2	2	1	DPOGS201233	MCINX009210
2	2	1	DPOGS201234	MCINX008632
2	2	1	DPOGS201237	MCINX001985
2	2	1	DPOGS201238	MCINX002558
2	2	1	DPOGS201239	MCINX002560
2	2	1	DPOGS201240	MCINX002562
2	2	1	DPOGS201242	MCINX002566
2	2	1	DPOGS201244	MCINX002565
2	2	1	DPOGS201246	MCINX002563
2	2	1	DPOGS201247	MCINX002561
2	2	1	DPOGS201251	MCINX001984
2	2	1	DPOGS201252	MCINX009211
2	2	1	DPOGS201254	MCINX012371
2	2	1	DPOGS201255	MCINX013345
2	2	1	DPOGS201259	MCINX013346
2	2	1	DPOGS201265	MCINX013661
2	2	1	DPOGS201266	MCINX011914
2	2	1	DPOGS201276	MCINX007702
2	2	1	DPOGS201277	MCINX007705
2	2	1	DPOGS201278	MCINX007707
2	2	1	DPOGS201279	MCINX003317
2	2	1	DPOGS201280	MCINX012388
2	2	1	DPOGS201283	MCINX013688
2	2	1	DPOGS201284	MCINX013685
2	2	1	DPOGS201285	MCINX007556
2	2	1	DPOGS201288	MCINX007547
2	2	1	DPOGS201289	MCINX014415
2	2	1	DPOGS201291	MCINX014411
2	2	1	DPOGS201292	MCINX014408
2	2	1	DPOGS201293	MCINX006276
2	2	1	DPOGS201294	MCINX002990
2	2	1	DPOGS201295	MCINX002988
2	2	1	DPOGS201298	MCINX015031
2	2	1	DPOGS201300	MCINX015029
2	2	1	DPOGS201304	MCINX016352
2	2	1	DPOGS201310	MCINX016351
2	2	1	DPOGS201316	MCINX015030
2	2	1	DPOGS201319	MCINX015040
2	2	1	DPOGS201321	MCINX002989
2	2	1	DPOGS201322	MCINX006275
2	2	1	DPOGS201324	MCINX014410
2	2	1	DPOGS201325	MCINX007546
2	2	1	DPOGS201327	MCINX007554
2	4	0.25	DPOGS201334,DPOGS201337-PA,DPOGS201336-PA	MCINX008682
2	2	1	DPOGS201338	MCINX013687
2	2	1	DPOGS201339	MCINX013689
2	2	1	DPOGS201340	MCINX012391
2	2	1	DPOGS201341	MCINX012389
2	2	1	DPOGS201342	MCINX012387
2	2	1	DPOGS201344	MCINX003313
2	2	1	DPOGS201345	MCINX003314
2	2	1	DPOGS201346	MCINX003315
2	2	1	DPOGS201347	MCINX007711
2	2	1	DPOGS201348	MCINX007710
2	2	1	DPOGS201350	MCINX007709
2	2	1	DPOGS201353	MCINX007706
2	2	1	DPOGS201354	MCINX007704
2	2	1	DPOGS201355	MCINX007632
2	2	1	DPOGS201356	MCINX000088
2	2	1	DPOGS201358	MCINX013739
2	2	1	DPOGS201359	MCINX012304
2	2	1	DPOGS201360	MCINX009924
2	2	1	DPOGS201361	MCINX009925
2	2	1	DPOGS201363	MCINX001778
2	2	1	DPOGS201365	MCINX001780
2	2	1	DPOGS201366	MCINX001781
2	2	1	DPOGS201367	MCINX001784
2	2	1	DPOGS201368	MCINX001787
2	2	1	DPOGS201369	MCINX006078
2	2	1	DPOGS201372	MCINX008562
2	2	1	DPOGS201374	MCINX007163
2	2	1	DPOGS201377	MCINX009562
2	2	1	DPOGS201380	MCINX008957
2	2	1	DPOGS201381	MCINX006080
2	2	1	DPOGS201383	MCINX006079
2	2	1	DPOGS201385	MCINX001785
2	2	1	DPOGS201386	MCINX001782
2	2	1	DPOGS201387	MCINX001779
2	2	1	DPOGS201389	MCINX012305
2	2	1	DPOGS201391	MCINX000093
2	2	1	DPOGS201392	MCINX000091
2	2	1	DPOGS201395	MCINX000089
2	2	1	DPOGS201399	MCINX001191
2	2	1	DPOGS201400	MCINX001193
2	2	1	DPOGS201401	MCINX007634
2	2	1	DPOGS201402	MCINX007633
2	2	1	DPOGS201404	MCINX009232
2	2	1	DPOGS201405	MCINX009231
2	2	1	DPOGS201406	MCINX012108
2	2	1	DPOGS201410	MCINX012111
2	2	1	DPOGS201412	MCINX000027
2	2	1	DPOGS201415	MCINX007593
2	2	1	DPOGS201416	MCINX007591
2	2	1	DPOGS201417	MCINX007589
2	2	1	DPOGS201418	MCINX007586
2	2	1	DPOGS201422	MCINX002951
2	2	1	DPOGS201423	MCINX002952
2	5	0.166	DPOGS201424,DPOGS201426-PA,DPOGS201425-PA	MCINX012936,MCINX012937
2	2	1	DPOGS201428	MCINX003639
2	2	1	DPOGS201431	MCINX012620
2	2	1	DPOGS201435	MCINX012699
2	3	0.333	DPOGS201436,DPOGS201437-PA	MCINX015341
2	2	1	DPOGS201439	MCINX015349
2	2	1	DPOGS201440	MCINX015350
2	2	1	DPOGS201441	MCINX015355
2	2	1	DPOGS201443	MCINX015357
2	2	1	DPOGS201445	MCINX015360
2	2	1	DPOGS201446	MCINX001216
2	2	1	DPOGS201447	MCINX011863
2	2	1	DPOGS201448	MCINX011864
2	2	1	DPOGS201449	MCINX008495
2	2	1	DPOGS201452	MCINX012617
2	2	1	DPOGS201453	MCINX012618
2	2	1	DPOGS201456	MCINX001213
2	2	1	DPOGS201459	MCINX004147
2	2	1	DPOGS201463	MCINX008112
2	2	1	DPOGS201464	MCINX012686
2	2	1	DPOGS201465	MCINX012687
2	2	1	DPOGS201468	MCINX013713
2	2	1	DPOGS201470	MCINX012989
2	3	0.333	DPOGS201472,DPOGS201473-PA	MCINX012984
2	2	1	DPOGS201474	MCINX008475
2	2	1	DPOGS201479	MCINX008880
2	2	1	DPOGS201480	MCINX007293
2	2	1	DPOGS201483	MCINX012988
2	2	1	DPOGS201485	MCINX013712
2	2	1	DPOGS201486	MCINX012688
2	2	1	DPOGS201488	MCINX004146
2	2	1	DPOGS201492	MCINX000578
2	2	1	DPOGS201494	MCINX010588
2	2	1	DPOGS201502	MCINX001215
2	2	1	DPOGS201509	MCINX001221
2	2	1	DPOGS201514	MCINX015351
2	2	1	DPOGS201516	MCINX015345
2	2	1	DPOGS201517	MCINX015343
2	2	1	DPOGS201519	MCINX015340
2	2	1	DPOGS201520	MCINX015339
2	2	1	DPOGS201521	MCINX012701
2	2	1	DPOGS201523	MCINX001214
2	2	1	DPOGS201525	MCINX012619
2	2	1	DPOGS201526	MCINX012621
2	2	1	DPOGS201528	MCINX003635
2	2	1	DPOGS201532	MCINX003640
2	2	1	DPOGS201533	MCINX000743
2	2	1	DPOGS201534	MCINX000744
2	2	1	DPOGS201535	MCINX015480
2	2	1	DPOGS201538	MCINX002954
2	2	1	DPOGS201539	MCINX002953
2	2	1	DPOGS201542	MCINX007592
2	2	1	DPOGS201543	MCINX007595
2	2	1	DPOGS201552	MCINX013251
2	2	1	DPOGS201554	MCINX012821
2	2	1	DPOGS201555	MCINX012236
2	2	1	DPOGS201560	MCINX007121
