NW_004581272	NP_001108405
NW_004581684	XP_004922173
NW_004581684	XP_004922174
NW_004581684	XP_004922175
NW_004581684	XP_004922176
NW_004581684	XP_004922177
NW_004581684	XP_004922178
NW_004581684	XP_004922179
NW_004581684	XP_004922180
NW_004581684	XP_004922181
NW_004581684	XP_004922182
NW_004581684	XP_004922183
NW_004581684	XP_004922184
NW_004581684	XP_004922185
NW_004581684	XP_004922186
NW_004581684	XP_004922187
NW_004581684	XP_004922188
NW_004581684	XP_004922189
NW_004581684	XP_004922190
NW_004581684	XP_004922191
NW_004581684	XP_004922192
NW_004581684	XP_004922193
NW_004581684	XP_004922194
NW_004581684	XP_004922195
NW_004581684	XP_004922196
NW_004581684	XP_004922197
NW_004581684	XP_004922198
NW_004581684	XP_004922199
NW_004581684	XP_004922200
NW_004581684	XP_004922201
NW_004581684	XP_004922202
NW_004581684	XP_004922203
NW_004581684	XP_004922204
NW_004581684	XP_004922205
NW_004581684	XP_004922206
NW_004581684	XP_004922207
NW_004581684	XP_004922208
NW_004581684	XP_004922209
NW_004581684	XP_004922210
NW_004581684	XP_004922211
NW_004581684	XP_004922212
NW_004581684	XP_004922213
NW_004581684	XP_004922214
NW_004581684	XP_004922215
NW_004581684	XP_004922216
NW_004581684	XP_004922217
NW_004581684	XP_004922218
NW_004581684	XP_004922219
NW_004581684	XP_004922220
NW_004581684	XP_004922221
NW_004581684	XP_004922222
NW_004581684	XP_004922223
NW_004581684	XP_004922224
NW_004581684	XP_004922225
NW_004581684	XP_004922226
NW_004581684	XP_004922227
NW_004581684	XP_004922228
NW_004581684	XP_004922229
NW_004581684	XP_004922230
NW_004581684	XP_004922231
NW_004581684	XP_004922232
NW_004581684	XP_004922233
NW_004581684	XP_004922234
NW_004581684	XP_004922235
NW_004581684	XP_004922236
NW_004581684	XP_004922237
NW_004581684	XP_004922238
NW_004581684	XP_004922239
NW_004581684	XP_004922240
NW_004581684	XP_004922241
NW_004581684	XP_004922242
NW_004581684	XP_004922243
NW_004581684	XP_004922244
NW_004581684	XP_004922245
NW_004581684	XP_004922246
NW_004581684	XP_004922247
NW_004581684	XP_004922248
NW_004581684	XP_004922249
NW_004581684	XP_004922250
NW_004581684	XP_004922251
NW_004581684	XP_004922252
NW_004581684	XP_004922253
NW_004581684	XP_004922254
NW_004581684	XP_004922255
NW_004581684	XP_004922256
NW_004581684	XP_004922257
NW_004581684	XP_004922258
NW_004581684	XP_004922259
NW_004581684	XP_004922260
NW_004581684	XP_004922261
NW_004581684	XP_004922262
NW_004581684	XP_004922263
NW_004581684	XP_004922264
NW_004581684	XP_004922265
NW_004581684	XP_004922266
NW_004581684	XP_004922267
NW_004581684	XP_004922268
NW_004581684	XP_004922269
NW_004581684	XP_004922270
NW_004581684	XP_004922271
NW_004581684	XP_004922272
NW_004581684	XP_004922273
NW_004581684	XP_004922274
NW_004581684	XP_004922275
NW_004581684	XP_004922276
NW_004581684	XP_004922277
NW_004581684	XP_004922278
NW_004581684	XP_004922279
NW_004581684	XP_004922280
NW_004581684	XP_004922281
NW_004581684	XP_004922282
NW_004581684	XP_004922283
NW_004581684	XP_004922284
NW_004581684	XP_004922285
NW_004581684	XP_004922286
NW_004581684	XP_004922287
NW_004581684	XP_004922288
NW_004581684	XP_004922289
NW_004581684	XP_004922290
NW_004581684	XP_004922291
NW_004581684	XP_004922292
NW_004581684	XP_004922293
NW_004581684	XP_004922294
NW_004581684	XP_004922295
NW_004581684	XP_004922296
NW_004581684	XP_004922297
NW_004581684	XP_004922298
NW_004581684	XP_004922299
NW_004581684	XP_004922300
NW_004581684	XP_004922301
NW_004581684	XP_004922302
NW_004581684	XP_004922303
NW_004581684	XP_004922304
NW_004581684	XP_004922305
NW_004581684	XP_004922306
NW_004581684	XP_004922307
NW_004581684	XP_004922308
NW_004581684	XP_004922309
NW_004581684	XP_004922310
NW_004581684	XP_004922311
NW_004581684	XP_004922312
NW_004581684	XP_004922313
NW_004581684	XP_004922314
NW_004581684	XP_004922315
NW_004581684	XP_004922316
NW_004581684	XP_004922317
NW_004581684	XP_004922318
NW_004581684	XP_004922319
NW_004581684	XP_004922320
NW_004581684	XP_004922321
NW_004581684	XP_004922322
NW_004581684	XP_004922323
NW_004581684	XP_004922324
NW_004581684	XP_004922325
NW_004581684	XP_004922326
NW_004581684	XP_004922327
NW_004581684	XP_004922328
NW_004581684	XP_004922329
NW_004581684	XP_004922330
NW_004581684	XP_004922331
NW_004581684	XP_004922332
NW_004581684	XP_004922333
NW_004581684	XP_004922334
NW_004581684	XP_004922335
NW_004581684	XP_004922336
NW_004581684	XP_004922337
NW_004581684	XP_004922338
NW_004581684	XP_004922339
NW_004581684	XP_004922340
NW_004581684	XP_004922341
NW_004581684	XP_004922342
NW_004581684	XP_004922343
NW_004581684	XP_004922344
NW_004581684	XP_004922345
NW_004581684	XP_004922346
NW_004581684	XP_004922347
NW_004581684	XP_004922348
NW_004581684	XP_004922349
NW_004581684	XP_004922350
NW_004581684	XP_004922351
NW_004581684	XP_004922352
NW_004581684	XP_004922353
NW_004581684	XP_004922354
NW_004581684	XP_004922355
NW_004581684	XP_004922356
NW_004581684	XP_004922357
NW_004581684	XP_004922358
NW_004581684	XP_004922359
NW_004581684	XP_004922360
NW_004581684	XP_004922361
NW_004581684	XP_004922362
NW_004581684	XP_004922363
NW_004581684	XP_004922364
NW_004581684	XP_004922365
NW_004581684	XP_004922366
NW_004581684	XP_004922367
NW_004581685	NP_001036916
NW_004581685	NP_001037003
NW_004581685	NP_001037052
NW_004581685	NP_001037062
NW_004581685	NP_001037063
NW_004581685	NP_001037064
NW_004581685	NP_001037065
NW_004581685	NP_001037066
NW_004581685	NP_001037067
NW_004581685	NP_001037068
NW_004581685	NP_001037069
NW_004581685	NP_001037150
NW_004581685	NP_001037180
NW_004581685	NP_001037192
NW_004581685	NP_001037347
NW_004581685	NP_001037388
NW_004581685	NP_001037400
NW_004581685	NP_001040191
NW_004581685	NP_001040315
NW_004581685	NP_001040321
NW_004581685	NP_001040347
NW_004581685	NP_001040416
NW_004581685	NP_001040479
NW_004581685	NP_001091767
NW_004581685	NP_001091778
NW_004581685	NP_001091779
NW_004581685	NP_001091780
NW_004581685	NP_001091781
NW_004581685	NP_001093297
NW_004581685	NP_001104823
NW_004581685	NP_001127718
NW_004581685	NP_001127738
NW_004581685	NP_001127743
NW_004581685	NP_001162053
NW_004581685	NP_001165928
NW_004581685	NP_001166614
NW_004581685	NP_001166785
NW_004581685	NP_001166852
NW_004581685	NP_001243729
NW_004581685	NP_001243934
