# Species	Genes	Alg.-Conn.	Dp_OGS2_prots.fas	Mcinx_prots_noPA.fas
2	2	1	DPOGS200992-PA	MCINX006521
2	2	1	DPOGS200993-PA	MCINX006522
2	2	1	DPOGS200994-PA	MCINX005982
2	2	1	DPOGS200995-PA	MCINX005980
2	5	0.166	DPOGS200996-PA,DPOGS200998-PA,DPOGS200997-PA	MCINX005977,MCINX005976
2	2	1	DPOGS201004-PA	MCINX004910
2	2	1	DPOGS201006-PA	MCINX013737
2	2	1	DPOGS201008-PA	MCINX013735
2	2	1	DPOGS201011-PA	MCINX014523
2	2	1	DPOGS201013-PA	MCINX006524
2	2	1	DPOGS201014-PA	MCINX006523
2	2	1	DPOGS201015-PA	MCINX006520
2	2	1	DPOGS201018-PA	MCINX008253
2	2	1	DPOGS201025-PA	MCINX016626
2	2	1	DPOGS201026-PA	MCINX016628
2	2	1	DPOGS201033-PA	MCINX005931
2	2	1	DPOGS201035-PA	MCINX005937
2	2	1	DPOGS201036-PA	MCINX005941
2	2	1	DPOGS201037-PA	MCINX005943
2	2	1	DPOGS201038-PA	MCINX003345
2	2	1	DPOGS201039-PA	MCINX014928
2	3	0.333	DPOGS201043-PA,DPOGS201044-PA	MCINX014935
2	2	1	DPOGS201045-PA	MCINX014932
2	2	1	DPOGS201046-PA	MCINX014931
2	2	1	DPOGS201050-PA	MCINX005699
2	2	1	DPOGS201057-PA	MCINX010622
2	2	1	DPOGS201061-PA	MCINX009912
2	2	1	DPOGS201062-PA	MCINX009909
2	2	1	DPOGS201065-PA	MCINX010352
2	2	1	DPOGS201067-PA	MCINX015521
2	2	1	DPOGS201068-PA	MCINX006197
2	2	1	DPOGS201069-PA	MCINX003347
2	2	1	DPOGS201072-PA	MCINX003355
2	2	1	DPOGS201074-PA	MCINX015200
2	2	1	DPOGS201078-PA	MCINX009619
2	2	1	DPOGS201079-PA	MCINX009618
2	2	1	DPOGS201081-PA	MCINX016036
2	2	1	DPOGS201082-PA	MCINX005281
2	2	1	DPOGS201083-PA	MCINX016035
2	2	1	DPOGS201086-PA	MCINX015199
2	2	1	DPOGS201088-PA	MCINX003354
2	2	1	DPOGS201089-PA	MCINX003348
2	2	1	DPOGS201092-PA	MCINX006198
2	2	1	DPOGS201094-PA	MCINX004388
2	2	1	DPOGS201101-PA	MCINX011720
2	2	1	DPOGS201106-PA	MCINX005316
2	2	1	DPOGS201108-PA	MCINX006106
2	2	1	DPOGS201111-PA	MCINX009330
2	2	1	DPOGS201112-PA	MCINX009328
2	2	1	DPOGS201118-PA	MCINX009329
2	2	1	DPOGS201123-PA	MCINX016388
2	2	1	DPOGS201124-PA	MCINX013725
2	2	1	DPOGS201136-PA	MCINX014222
2	2	1	DPOGS201137-PA	MCINX010087
2	2	1	DPOGS201138-PA	MCINX010086
2	2	1	DPOGS201142-PA	MCINX009748
2	2	1	DPOGS201144-PA	MCINX009631
2	2	1	DPOGS201145-PA	MCINX008991
2	2	1	DPOGS201148-PA	MCINX003982
2	2	1	DPOGS201152-PA	MCINX003985
2	2	1	DPOGS201156-PA	MCINX009750
2	2	1	DPOGS201158-PA	MCINX011241
2	2	1	DPOGS201160-PA	MCINX010089
2	2	1	DPOGS201162-PA	MCINX006142
2	2	1	DPOGS201171-PA	MCINX009804
2	2	1	DPOGS201174-PA	MCINX010126
2	2	1	DPOGS201177-PA	MCINX013681
2	2	1	DPOGS201180-PA	MCINX000587
2	2	1	DPOGS201181-PA	MCINX009602
2	2	1	DPOGS201182-PA	MCINX009075
2	2	1	DPOGS201185-PA	MCINX009074
2	2	1	DPOGS201193-PA	MCINX006263
2	2	1	DPOGS201196-PA	MCINX009800
2	2	1	DPOGS201198-PA	MCINX009803
2	2	1	DPOGS201200-PA	MCINX012189
2	2	1	DPOGS201202-PA	MCINX010512
2	2	1	DPOGS201205-PA	MCINX003017
2	2	1	DPOGS201210-PA	MCINX014898
2	2	1	DPOGS201220-PA	MCINX010663
2	2	1	DPOGS201222-PA	MCINX007192
2	2	1	DPOGS201226-PA	MCINX012369
2	2	1	DPOGS201227-PA	MCINX005646
2	2	1	DPOGS201228-PA	MCINX012370
2	2	1	DPOGS201229-PA	MCINX015491
2	2	1	DPOGS201230-PA	MCINX014805
2	2	1	DPOGS201231-PA	MCINX009214
2	2	1	DPOGS201232-PA	MCINX009212
2	2	1	DPOGS201233-PA	MCINX009210
2	2	1	DPOGS201234-PA	MCINX008632
2	2	1	DPOGS201237-PA	MCINX001985
2	2	1	DPOGS201238-PA	MCINX002558
2	2	1	DPOGS201239-PA	MCINX002560
2	2	1	DPOGS201240-PA	MCINX002562
2	2	1	DPOGS201242-PA	MCINX002566
2	2	1	DPOGS201244-PA	MCINX002565
2	2	1	DPOGS201246-PA	MCINX002563
2	2	1	DPOGS201247-PA	MCINX002561
2	2	1	DPOGS201251-PA	MCINX001984
2	2	1	DPOGS201252-PA	MCINX009211
2	2	1	DPOGS201254-PA	MCINX012371
2	2	1	DPOGS201255-PA	MCINX013345
2	2	1	DPOGS201259-PA	MCINX013346
2	2	1	DPOGS201265-PA	MCINX013661
2	2	1	DPOGS201266-PA	MCINX011914
2	2	1	DPOGS201276-PA	MCINX007702
2	2	1	DPOGS201277-PA	MCINX007705
2	2	1	DPOGS201278-PA	MCINX007707
2	2	1	DPOGS201279-PA	MCINX003317
2	2	1	DPOGS201280-PA	MCINX012388
2	2	1	DPOGS201283-PA	MCINX013688
2	2	1	DPOGS201284-PA	MCINX013685
2	2	1	DPOGS201285-PA	MCINX007556
2	2	1	DPOGS201288-PA	MCINX007547
2	2	1	DPOGS201289-PA	MCINX014415
2	2	1	DPOGS201291-PA	MCINX014411
2	2	1	DPOGS201292-PA	MCINX014408
2	2	1	DPOGS201293-PA	MCINX006276
2	2	1	DPOGS201294-PA	MCINX002990
2	2	1	DPOGS201295-PA	MCINX002988
2	2	1	DPOGS201298-PA	MCINX015031
2	2	1	DPOGS201300-PA	MCINX015029
2	2	1	DPOGS201304-PA	MCINX016352
2	2	1	DPOGS201310-PA	MCINX016351
2	2	1	DPOGS201316-PA	MCINX015030
2	2	1	DPOGS201319-PA	MCINX015040
2	2	1	DPOGS201321-PA	MCINX002989
2	2	1	DPOGS201322-PA	MCINX006275
2	2	1	DPOGS201324-PA	MCINX014410
2	2	1	DPOGS201325-PA	MCINX007546
2	2	1	DPOGS201327-PA	MCINX007554
2	4	0.25	DPOGS201334-PA,DPOGS201337-PA,DPOGS201336-PA	MCINX008682
2	2	1	DPOGS201338-PA	MCINX013687
2	2	1	DPOGS201339-PA	MCINX013689
2	2	1	DPOGS201340-PA	MCINX012391
2	2	1	DPOGS201341-PA	MCINX012389
2	2	1	DPOGS201342-PA	MCINX012387
2	2	1	DPOGS201344-PA	MCINX003313
2	2	1	DPOGS201345-PA	MCINX003314
2	2	1	DPOGS201346-PA	MCINX003315
2	2	1	DPOGS201347-PA	MCINX007711
2	2	1	DPOGS201348-PA	MCINX007710
2	2	1	DPOGS201350-PA	MCINX007709
2	2	1	DPOGS201353-PA	MCINX007706
2	2	1	DPOGS201354-PA	MCINX007704
2	2	1	DPOGS201355-PA	MCINX007632
2	2	1	DPOGS201356-PA	MCINX000088
2	2	1	DPOGS201358-PA	MCINX013739
2	2	1	DPOGS201359-PA	MCINX012304
2	2	1	DPOGS201360-PA	MCINX009924
2	2	1	DPOGS201361-PA	MCINX009925
2	2	1	DPOGS201363-PA	MCINX001778
2	2	1	DPOGS201365-PA	MCINX001780
2	2	1	DPOGS201366-PA	MCINX001781
2	2	1	DPOGS201367-PA	MCINX001784
2	2	1	DPOGS201368-PA	MCINX001787
2	2	1	DPOGS201369-PA	MCINX006078
2	2	1	DPOGS201372-PA	MCINX008562
2	2	1	DPOGS201374-PA	MCINX007163
2	2	1	DPOGS201377-PA	MCINX009562
2	2	1	DPOGS201380-PA	MCINX008957
2	2	1	DPOGS201381-PA	MCINX006080
2	2	1	DPOGS201383-PA	MCINX006079
2	2	1	DPOGS201385-PA	MCINX001785
