711490	711609	4797694	4797813	120	120	75.00	80.00	7.50	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
714133	713984	4799971	4799819	150	153	58.82	72.55	2.94	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
735242	735066	4818973	4818806	177	168	46.67	55.00	1.67	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
791610	791461	4890680	4890820	150	141	57.41	61.11	3.70	9044871	8450244	0.00	0.00	-1	2	Hmel2_Chr02	Mcinx_Chr21
801287	801367	4903225	4903317	81	93	83.87	83.87	4.84	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
803952	804056	4905674	4905567	105	108	83.33	88.89	8.33	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
841249	841362	4960569	4960694	114	126	61.90	71.43	4.76	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
861478	861251	4996321	4996052	228	270	47.25	59.34	1.10	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
899668	899594	5057604	5057530	75	75	88.00	92.00	4.00	9044871	8450244	0.00	0.00	-3	-1	Hmel2_Chr02	Mcinx_Chr21
955797	956036	5113203	5113475	240	273	48.35	61.54	2.20	9044871	8450244	0.00	0.00	3	3	Hmel2_Chr02	Mcinx_Chr21
973228	973073	5143499	5143344	156	156	69.23	82.69	0.00	9044871	8450244	0.00	0.00	-3	-2	Hmel2_Chr02	Mcinx_Chr21
981700	981798	5148773	5148877	99	105	71.43	80.00	4.29	9044871	8450244	0.00	0.00	1	2	Hmel2_Chr02	Mcinx_Chr21
1029809	1029979	5217570	5217743	171	174	63.79	68.97	5.17	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
1040464	1040547	5227030	5227113	84	84	89.29	89.29	7.14	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
1064145	1064023	5259689	5259561	123	129	67.44	81.40	0.00	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
1105057	1105794	5296430	5297170	738	741	52.23	70.45	0.00	9044871	8450244	0.01	0.01	1	2	Hmel2_Chr02	Mcinx_Chr21
1123250	1123525	5310793	5311068	276	276	64.13	79.35	0.54	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
1129166	1128918	5317340	5317071	249	270	54.44	65.56	1.67	9044871	8450244	0.00	0.00	-2	-2	Hmel2_Chr02	Mcinx_Chr21
1162767	1162675	5352896	5352804	93	93	74.19	77.42	1.61	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
1170242	1170349	13948998	13949105	108	108	83.33	88.89	4.17	9044871	14179218	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr01
1183290	1183487	5370840	5371037	198	198	78.79	90.91	1.52	9044871	8450244	0.00	0.00	3	3	Hmel2_Chr02	Mcinx_Chr21
1189620	1189844	5373202	5372978	225	225	55.00	65.00	6.88	9044871	8450244	0.00	0.00	3	-3	Hmel2_Chr02	Mcinx_Chr21
1210830	1211015	5401682	5401855	186	174	67.74	79.03	2.42	9044871	8450244	0.00	0.00	3	2	Hmel2_Chr02	Mcinx_Chr21
1220688	1220500	5430424	5430236	189	189	73.02	82.54	0.00	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
1221162	1220965	5431293	5431093	198	201	88.06	92.54	0.75	9044871	8450244	0.00	0.00	-1	-1	Hmel2_Chr02	Mcinx_Chr21
1234283	1234134	5445322	5445167	150	156	80.77	88.46	2.88	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
1235058	1234798	5446412	5446155	261	258	91.95	95.40	0.00	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
1235532	1235239	5447323	5447048	294	276	72.45	79.59	2.04	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
1243944	1244183	5459167	5459415	240	249	65.06	80.72	3.61	9044871	8450244	0.00	0.00	3	1	Hmel2_Chr02	Mcinx_Chr21
1244729	1244926	5459940	5460137	198	198	68.18	80.30	2.27	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
1246050	1246424	5461357	5461743	375	387	64.34	81.40	0.00	9044871	8450244	0.00	0.00	3	1	Hmel2_Chr02	Mcinx_Chr21
1251027	1250773	5467123	5466878	255	246	58.82	72.94	1.76	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
1252110	1251889	5468650	5468438	222	213	68.92	77.03	2.03	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
1256579	1256391	5475510	5475325	189	186	70.31	79.69	3.91	9044871	8450244	0.00	0.00	-2	-1	Hmel2_Chr02	Mcinx_Chr21
1257263	1257105	5476429	5476286	159	144	60.38	66.04	1.89	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
1319711	1319929	1387893	1388165	219	273	61.54	65.93	2.20	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
1320404	1320601	1388599	1388796	198	198	77.27	89.39	1.52	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
1321443	1321832	1390396	1390764	390	369	62.12	73.48	2.65	9044871	8450244	0.00	0.00	3	1	Hmel2_Chr02	Mcinx_Chr21
1334846	1334992	1406922	1407071	147	150	88.00	92.00	2.00	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
1339801	1340085	1412662	1412961	285	300	71.29	76.24	4.46	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
1341491	1341691	1415018	1415215	201	198	88.06	94.03	0.75	9044871	8450244	0.00	0.00	2	2	Hmel2_Chr02	Mcinx_Chr21
1344052	1344219	1418088	1418255	168	168	75.00	83.93	2.68	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
1383792	1383679	1276888	1277001	114	114	81.58	89.47	1.32	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
1384858	1384616	1275504	1275746	243	243	65.43	82.72	0.00	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
1387636	1387349	1272038	1272322	288	285	81.25	93.75	0.52	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
1388564	1388406	1271444	1271635	159	192	76.56	79.69	1.56	9044871	8450244	0.00	0.00	-2	2	Hmel2_Chr02	Mcinx_Chr21
1450976	1451161	1252748	1252560	186	189	80.95	88.89	1.59	9044871	8450244	0.00	0.00	2	-2	Hmel2_Chr02	Mcinx_Chr21
1452120	1452254	1251971	1251855	135	117	64.44	75.56	2.22	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1456239	1456343	1243187	1243086	105	102	77.14	82.86	1.43	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1481571	1481696	1209665	1209543	126	123	88.10	90.48	3.57	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1487168	1487254	1199995	1199909	87	87	86.21	93.10	0.00	9044871	8450244	0.00	0.00	2	-3	Hmel2_Chr02	Mcinx_Chr21
1487480	1487698	1199075	1198857	219	219	87.67	91.78	1.37	9044871	8450244	0.00	0.00	2	-2	Hmel2_Chr02	Mcinx_Chr21
1490049	1490207	1195924	1195757	159	168	91.07	92.86	0.00	9044871	8450244	0.00	0.00	3	-3	Hmel2_Chr02	Mcinx_Chr21
1490481	1490618	1195511	1195374	138	138	84.78	91.30	2.17	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1491718	1491957	1193041	1192814	240	228	90.00	91.25	3.12	9044871	8450244	0.00	0.00	1	-3	Hmel2_Chr02	Mcinx_Chr21
1540171	1540365	1076081	1075884	195	198	66.67	75.76	6.82	9044871	8450244	0.00	0.00	1	-2	Hmel2_Chr02	Mcinx_Chr21
1551481	1551627	1067814	1067674	147	141	67.35	79.59	0.00	9044871	8450244	0.00	0.00	1	-1	Hmel2_Chr02	Mcinx_Chr21
1551951	1552124	1066103	1065930	174	174	62.07	79.31	1.72	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1560072	1559938	4659839	4659982	135	144	77.08	83.33	3.12	9044871	8450244	0.00	0.00	-1	2	Hmel2_Chr02	Mcinx_Chr21
1560602	1560489	4658835	4658945	114	111	84.21	86.84	2.63	9044871	8450244	0.00	0.00	-2	3	Hmel2_Chr02	Mcinx_Chr21
1561451	1561212	4657705	4657923	240	219	53.66	57.32	4.27	9044871	8450244	0.00	0.00	-2	1	Hmel2_Chr02	Mcinx_Chr21
1562091	1561993	4656735	4656830	99	96	78.79	84.85	0.00	9044871	8450244	0.00	0.00	-1	3	Hmel2_Chr02	Mcinx_Chr21
1562993	1562847	4655619	4655768	147	150	76.00	84.00	0.00	9044871	8450244	0.00	0.00	-2	3	Hmel2_Chr02	Mcinx_Chr21
1563978	1563814	4653751	4653915	165	165	78.18	92.73	0.00	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
1578237	1577860	4640096	4640482	378	387	52.17	63.04	0.00	9044871	8450244	0.00	0.00	-1	2	Hmel2_Chr02	Mcinx_Chr21
1604032	1603856	4613573	4613764	177	192	61.54	78.46	6.15	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
1605406	1605296	4612364	4612474	111	111	100.00	100.00	0.00	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
1636373	1636627	4556282	4555995	255	288	53.12	60.42	2.08	9044871	8450244	0.00	0.00	2	-2	Hmel2_Chr02	Mcinx_Chr21
1672612	1672812	4526807	4526622	201	186	61.19	73.13	1.49	9044871	8450244	0.00	0.00	1	-2	Hmel2_Chr02	Mcinx_Chr21
1675278	1675487	4524927	4524718	210	210	75.71	87.14	1.43	9044871	8450244	0.00	0.00	3	-1	Hmel2_Chr02	Mcinx_Chr21
1678342	1678566	4522892	4522668	225	225	74.67	82.67	0.00	9044871	8450244	0.00	0.00	1	-2	Hmel2_Chr02	Mcinx_Chr21
1683345	1683659	4512963	4512652	315	312	48.15	61.11	0.00	9044871	8450244	0.00	0.00	3	-1	Hmel2_Chr02	Mcinx_Chr21
1696248	1695913	4499169	4499498	336	330	59.82	73.21	2.23	9044871	8450244	0.00	0.00	-1	3	Hmel2_Chr02	Mcinx_Chr21
1697088	1696798	4498179	4498472	291	294	71.43	80.61	0.00	9044871	8450244	0.00	0.00	-1	3	Hmel2_Chr02	Mcinx_Chr21
1699285	1698608	4493587	4494264	678	678	74.78	87.17	0.00	9044871	8450244	0.01	0.01	-3	1	Hmel2_Chr02	Mcinx_Chr21
1700853	1700524	1014292	1014630	330	339	64.35	76.52	1.30	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
1701513	1701229	1013672	1013950	285	279	61.05	78.95	0.53	9044871	8450244	0.00	0.00	-1	2	Hmel2_Chr02	Mcinx_Chr21
1711395	1711598	997757	997518	204	240	66.25	77.50	0.00	9044871	8450244	0.00	0.00	3	-2	Hmel2_Chr02	Mcinx_Chr21
1714039	1714233	995997	995782	195	216	69.44	79.17	2.78	9044871	8450244	0.00	0.00	1	-1	Hmel2_Chr02	Mcinx_Chr21
1715377	1715565	974985	974797	189	189	77.78	85.71	1.59	9044871	8450244	0.00	0.00	1	-1	Hmel2_Chr02	Mcinx_Chr21
1721530	1721441	966693	966782	90	90	83.33	96.67	5.00	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
1725068	1724928	961942	962082	141	141	78.72	85.11	3.19	9044871	8450244	0.00	0.00	-2	1	Hmel2_Chr02	Mcinx_Chr21
1725685	1725413	961625	961891	273	267	63.74	82.42	0.00	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
1800419	1800282	4307299	4307162	138	138	91.30	93.48	0.00	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
1805510	1805343	4310758	4310591	168	168	87.50	94.64	0.00	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
1806468	1806283	4311291	4311106	186	186	75.81	87.10	2.42	9044871	8450244	0.00	0.00	-1	-1	Hmel2_Chr02	Mcinx_Chr21
1807856	1807560	4313038	4312706	297	333	62.16	72.97	0.90	9044871	8450244	0.00	0.00	-2	-3	Hmel2_Chr02	Mcinx_Chr21
1809378	1809238	4313772	4313635	141	138	82.98	89.36	2.13	9044871	8450244	0.00	0.00	-1	-1	Hmel2_Chr02	Mcinx_Chr21
1939999	1940139	7561556	7561711	141	156	76.92	86.54	0.96	9044871	8450244	0.00	0.00	1	2	Hmel2_Chr02	Mcinx_Chr21
1942719	1942955	6882846	6883082	237	237	66.67	80.25	0.62	9044871	8450244	0.00	0.00	3	3	Hmel2_Chr02	Mcinx_Chr21
1962548	1963144	793175	792573	597	603	51.74	71.64	0.00	9044871	8450244	0.01	0.01	2	-2	Hmel2_Chr02	Mcinx_Chr21
2035576	2035364	1019071	1018850	213	222	89.19	93.24	1.35	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2040501	2040920	1039539	1039958	420	420	45.21	58.22	0.68	9044871	8450244	0.00	0.00	3	3	Hmel2_Chr02	Mcinx_Chr21
2050854	2050711	1052005	1051862	144	144	77.08	89.58	3.12	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
2052605	2052426	1055447	1055265	180	183	58.46	69.23	3.08	9044871	8450244	0.00	0.00	-2	-2	Hmel2_Chr02	Mcinx_Chr21
2054020	2053763	1057952	1057701	258	252	86.05	95.35	0.00	9044871	8450244	0.00	0.00	-3	-2	Hmel2_Chr02	Mcinx_Chr21
2148625	2148152	927879	928346	474	468	52.53	61.39	7.91	9044871	8450244	0.01	0.01	-3	3	Hmel2_Chr02	Mcinx_Chr21
2149075	2149329	927324	927082	255	243	67.82	78.16	2.30	9044871	8450244	0.00	0.00	1	-1	Hmel2_Chr02	Mcinx_Chr21
2149388	2149504	926433	926317	117	117	92.31	94.87	2.56	9044871	8450244	0.00	0.00	2	-1	Hmel2_Chr02	Mcinx_Chr21
2150555	2150752	923450	923265	198	186	58.82	76.47	0.00	9044871	8450244	0.00	0.00	2	-2	Hmel2_Chr02	Mcinx_Chr21
2151029	2151166	922501	922361	138	141	82.98	89.36	0.00	9044871	8450244	0.00	0.00	2	-3	Hmel2_Chr02	Mcinx_Chr21
2155584	2155393	914668	914877	192	210	64.29	75.71	1.43	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
2188626	2188814	874824	874639	189	186	65.08	77.78	0.00	9044871	8450244	0.00	0.00	3	-1	Hmel2_Chr02	Mcinx_Chr21
2191982	2192215	870683	870462	234	222	73.08	79.49	3.21	9044871	8450244	0.00	0.00	2	-2	Hmel2_Chr02	Mcinx_Chr21
2198476	2197382	860394	861521	1095	1128	57.94	74.87	0.00	9044871	8450244	0.01	0.01	-3	3	Hmel2_Chr02	Mcinx_Chr21
2202019	2201768	855417	855668	252	252	71.43	83.33	0.00	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
2202568	2202359	854107	854316	210	210	81.43	92.86	0.00	9044871	8450244	0.00	0.00	-3	1	Hmel2_Chr02	Mcinx_Chr21
2203384	2203172	851859	852068	213	210	83.10	87.32	1.41	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
2293183	2292473	7251114	7250437	711	678	66.24	81.86	1.05	9044871	8450244	0.01	0.01	-3	-1	Hmel2_Chr02	Mcinx_Chr21
2295644	2295817	7254171	7254344	174	174	82.76	91.38	0.00	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
2295899	2296144	7255862	7256113	246	252	69.05	79.76	0.60	9044871	8450244	0.00	0.00	2	2	Hmel2_Chr02	Mcinx_Chr21
2296516	2296734	7257105	7257317	219	213	60.27	82.19	2.74	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
2308153	2308007	7267435	7267289	147	147	87.76	93.88	1.02	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2313643	2313750	7274520	7274627	108	108	83.33	88.89	0.00	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
2314595	2314771	7275897	7276076	177	180	86.67	91.67	0.83	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
2315306	2315464	7276535	7276693	159	159	94.34	98.11	0.00	9044871	8450244	0.00	0.00	2	2	Hmel2_Chr02	Mcinx_Chr21
2426641	2426730	7466719	7466808	90	90	86.67	93.33	6.67	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
2586974	2586870	4343757	4343653	105	105	80.00	85.71	1.43	9044871	8450244	0.00	0.00	-2	-1	Hmel2_Chr02	Mcinx_Chr21
2666400	2666609	4443233	4443439	210	207	68.49	79.45	1.37	9044871	8450244	0.00	0.00	3	2	Hmel2_Chr02	Mcinx_Chr21
2667506	2667799	4444272	4444565	294	294	91.84	94.90	0.51	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
2670427	2670624	4448107	4448304	198	198	92.42	100.00	0.00	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
2672704	2672778	4450321	4450395	75	75	96.00	96.00	2.00	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
2678075	2677863	4459091	4458882	213	210	70.42	80.28	1.41	9044871	8450244	0.00	0.00	-2	-2	Hmel2_Chr02	Mcinx_Chr21
2679256	2679116	4460004	4459870	141	135	76.60	87.23	0.00	9044871	8450244	0.00	0.00	-3	-1	Hmel2_Chr02	Mcinx_Chr21
2679693	2679538	4460676	4460527	156	150	73.08	86.54	0.96	9044871	8450244	0.00	0.00	-1	-1	Hmel2_Chr02	Mcinx_Chr21
2694031	2694261	4486119	4486361	231	243	62.96	76.54	1.23	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
2694989	2695156	4486577	4486744	168	168	73.21	85.71	1.79	9044871	8450244	0.00	0.00	2	2	Hmel2_Chr02	Mcinx_Chr21
2696308	2696490	4489247	4489432	183	186	62.90	80.65	4.03	9044871	8450244	0.00	0.00	1	2	Hmel2_Chr02	Mcinx_Chr21
2709697	2709873	821144	820968	177	177	76.27	86.44	0.00	9044871	8450244	0.00	0.00	1	-2	Hmel2_Chr02	Mcinx_Chr21
2709985	2710143	7567739	7567897	159	159	81.13	92.45	1.89	9044871	8450244	0.00	0.00	1	2	Hmel2_Chr02	Mcinx_Chr21
2711175	2711369	6883863	6884060	195	198	69.70	78.79	2.27	9044871	8450244	0.00	0.00	3	3	Hmel2_Chr02	Mcinx_Chr21
2818412	2818167	472050	471829	246	222	51.22	69.51	2.44	9044871	8450244	0.00	0.00	-2	-1	Hmel2_Chr02	Mcinx_Chr21
2819657	2819956	473266	473559	300	294	87.00	90.00	1.50	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
2823124	2823267	476358	476498	144	141	89.58	89.58	0.00	9044871	8450244	0.00	0.00	1	3	Hmel2_Chr02	Mcinx_Chr21
2832757	2832632	479830	479705	126	126	90.48	95.24	0.00	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2843936	2844193	487510	487767	258	258	87.21	94.19	1.16	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
2844643	2844798	488155	488310	156	156	96.15	100.00	1.92	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
2846433	2846344	490349	490260	90	90	83.33	90.00	3.33	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
2857388	2857236	498998	498852	153	147	61.54	67.31	4.81	9044871	8450244	0.00	0.00	-2	-2	Hmel2_Chr02	Mcinx_Chr21
2858495	2858370	499850	499725	126	126	92.86	97.62	0.00	9044871	8450244	0.00	0.00	-2	-2	Hmel2_Chr02	Mcinx_Chr21
2862446	2862243	503772	503569	204	204	73.53	85.29	0.00	9044871	8450244	0.00	0.00	-2	-1	Hmel2_Chr02	Mcinx_Chr21
2865922	2865833	508711	508622	90	90	90.00	96.67	3.33	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2867306	2867491	510900	511085	186	186	83.87	93.55	0.00	9044871	8450244	0.00	0.00	2	3	Hmel2_Chr02	Mcinx_Chr21
2879139	2879315	542825	543001	177	177	88.14	96.61	0.00	9044871	8450244	0.00	0.00	3	2	Hmel2_Chr02	Mcinx_Chr21
2884596	2884712	547348	547467	117	120	72.50	82.50	2.50	9044871	8450244	0.00	0.00	3	1	Hmel2_Chr02	Mcinx_Chr21
2919730	2919966	601015	601254	237	240	63.75	78.75	2.50	9044871	8450244	0.00	0.00	1	1	Hmel2_Chr02	Mcinx_Chr21
2920187	2920513	609517	609843	327	327	93.58	98.17	0.00	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
2926521	2926339	618566	618357	183	210	65.71	74.29	1.43	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
2927930	2928292	620083	620445	363	363	79.34	92.56	0.00	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
2943375	2943031	639929	639585	345	345	63.48	73.91	3.04	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
2944621	2944475	643093	642947	147	147	77.55	89.80	1.02	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2945991	2945740	645814	645557	252	258	77.91	89.53	2.33	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
2957572	2957411	640279	640121	162	159	72.22	79.63	0.00	9044871	8450244	0.00	0.00	-3	-3	Hmel2_Chr02	Mcinx_Chr21
2970222	2970007	1125940	1126176	216	237	65.82	77.22	0.63	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
3085449	3085201	944260	944012	249	249	73.49	85.54	0.60	9044871	8450244	0.00	0.00	-1	-3	Hmel2_Chr02	Mcinx_Chr21
3087213	3086962	950303	950082	252	222	57.14	76.19	1.79	9044871	8450244	0.00	0.00	-1	-2	Hmel2_Chr02	Mcinx_Chr21
3088286	3088429	952333	952476	144	144	83.33	93.75	0.00	9044871	8450244	0.00	0.00	2	1	Hmel2_Chr02	Mcinx_Chr21
3090882	3091139	954212	954478	258	267	66.29	77.53	1.12	9044871	8450244	0.00	0.00	3	2	Hmel2_Chr02	Mcinx_Chr21
3235747	3234704	2124412	2123378	1044	1035	60.63	75.57	0.14	9044871	14179218	0.01	0.01	-3	-3	Hmel2_Chr02	Mcinx_Chr01
3321362	3321168	7964405	7964599	195	195	63.08	67.69	3.85	9044871	8450244	0.00	0.00	-2	2	Hmel2_Chr02	Mcinx_Chr21
3321925	3321731	7963981	7964175	195	195	76.92	86.15	0.00	9044871	8450244	0.00	0.00	-3	1	Hmel2_Chr02	Mcinx_Chr21
3322461	3322225	7963009	7963254	237	246	73.17	87.80	1.22	9044871	8450244	0.00	0.00	-1	1	Hmel2_Chr02	Mcinx_Chr21
3322825	3322667	7962804	7962962	159	159	77.36	84.91	0.94	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
3323275	3323102	7961808	7961981	174	174	74.14	87.93	0.00	9044871	8450244	0.00	0.00	-3	3	Hmel2_Chr02	Mcinx_Chr21
3337381	3337172	444023	444232	210	210	60.00	72.86	0.00	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
3338164	3338030	443735	443869	135	135	68.89	84.44	1.11	9044871	8450244	0.00	0.00	-3	2	Hmel2_Chr02	Mcinx_Chr21
3360346	3360480	415142	415017	135	126	75.56	86.67	0.00	9044871	8450244	0.00	0.00	1	-2	Hmel2_Chr02	Mcinx_Chr21
3361909	3362073	412866	412702	165	165	89.09	90.91	0.91	9044871	8450244	0.00	0.00	1	-1	Hmel2_Chr02	Mcinx_Chr21
