/panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../DPSCF300001.fas /panfs/pfs.acf.ku.edu/scratch/jwalters/monarch_Zlinkage_orthology/neoZ_mummer/Mcinx_mummer/../Mcinx_chr01.fas
PROMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
3977929	3978108	202090	202275	180	186	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
3983143	3983331	1268	1456	189	189	6243218	4215	0.00	4.48	DPSCF300001	chr1_superscaffold44
3983920	3984198	243355	243651	279	297	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
3986276	3986440	252428	252589	165	162	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
3988287	3988469	261626	261808	183	183	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
3997570	3998334	288269	289021	765	753	6243218	746312	0.01	0.10	DPSCF300001	chr1_superscaffold12
4003496	4003969	302403	302873	474	471	6243218	746312	0.01	0.06	DPSCF300001	chr1_superscaffold12
4004013	4004385	302927	303290	373	364	6243218	746312	0.01	0.05	DPSCF300001	chr1_superscaffold12
4014804	4016264	323494	324978	1461	1485	6243218	746312	0.02	0.20	DPSCF300001	chr1_superscaffold12
4021933	4022043	326809	326922	111	114	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4023641	4023916	331351	331644	276	294	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4023893	4024030	333572	333709	138	138	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4024106	4024240	334295	334429	135	135	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4024393	4024578	336035	336223	186	189	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4024782	4025040	337390	337669	259	280	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4025056	4025280	338579	338803	225	225	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4026970	4027142	341284	341456	173	173	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4027407	4027706	341876	342139	300	264	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4027838	4027996	342879	343037	159	159	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4050725	4050918	377158	377357	194	200	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4082967	4083260	193111	193404	294	294	6243218	332811	0.00	0.09	DPSCF300001	chr1_superscaffold31
4083401	4084009	193544	194134	609	591	6243218	332811	0.01	0.18	DPSCF300001	chr1_superscaffold31
4086068	4086775	465887	466591	708	705	6243218	746312	0.01	0.09	DPSCF300001	chr1_superscaffold12
4087052	4087315	467100	467363	264	264	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4088049	4088294	468091	468360	246	270	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4088332	4088694	469191	469583	363	393	6243218	746312	0.01	0.05	DPSCF300001	chr1_superscaffold12
4090835	4091047	480669	480881	213	213	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4091123	4091337	481289	481491	215	203	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4105545	4105907	493563	493946	363	384	6243218	746312	0.01	0.05	DPSCF300001	chr1_superscaffold12
4108826	4109419	500062	500652	594	591	6243218	746312	0.01	0.08	DPSCF300001	chr1_superscaffold12
4123183	4123299	533517	533630	117	114	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4124695	4124940	539455	539709	246	255	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4127719	4127946	541242	541469	228	228	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4131566	4131796	552933	553157	231	225	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4136080	4136226	559105	559251	147	147	6243218	746312	0.00	0.02	DPSCF300001	chr1_superscaffold12
4141160	4141390	568350	568592	231	243	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4145184	4145432	581377	581613	249	237	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4145951	4146169	586742	586960	219	219	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
4146277	4146666	587903	588292	390	390	6243218	746312	0.01	0.05	DPSCF300001	chr1_superscaffold12
4146937	4147200	588585	588848	264	264	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4147337	4147598	589060	589342	262	283	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
4148262	4148854	589976	590556	593	581	6243218	746312	0.01	0.08	DPSCF300001	chr1_superscaffold12
4256963	4257886	21326	22228	924	903	6243218	342112	0.01	0.26	DPSCF300001	chr1_superscaffold21
4258018	4259865	22894	24742	1848	1849	6243218	342112	0.03	0.54	DPSCF300001	chr1_superscaffold21
4260306	4260452	25071	25217	147	147	6243218	342112	0.00	0.04	DPSCF300001	chr1_superscaffold21
4260686	4262167	25424	26923	1482	1500	6243218	342112	0.02	0.44	DPSCF300001	chr1_superscaffold21
4263611	4263931	28963	29259	321	297	6243218	342112	0.01	0.09	DPSCF300001	chr1_superscaffold21
4270001	4270257	46135	46403	257	269	6243218	342112	0.00	0.08	DPSCF300001	chr1_superscaffold21
4283148	4283390	84874	85098	243	225	6243218	342112	0.00	0.07	DPSCF300001	chr1_superscaffold21
4335939	4336293	214811	215144	355	334	6243218	342112	0.01	0.10	DPSCF300001	chr1_superscaffold21
4336409	4336547	215346	215484	139	139	6243218	342112	0.00	0.04	DPSCF300001	chr1_superscaffold21
4337049	4337290	216015	216256	242	242	6243218	342112	0.00	0.07	DPSCF300001	chr1_superscaffold21
4337368	4337724	216328	216699	357	372	6243218	342112	0.01	0.11	DPSCF300001	chr1_superscaffold21
4337755	4337954	216734	216921	200	188	6243218	342112	0.00	0.05	DPSCF300001	chr1_superscaffold21
4337940	4338342	216957	217392	403	436	6243218	342112	0.01	0.13	DPSCF300001	chr1_superscaffold21
4338426	4338683	217396	217653	258	258	6243218	342112	0.00	0.08	DPSCF300001	chr1_superscaffold21
4338862	4339045	218213	218387	184	175	6243218	342112	0.00	0.05	DPSCF300001	chr1_superscaffold21
4339968	4340084	219346	219462	117	117	6243218	342112	0.00	0.03	DPSCF300001	chr1_superscaffold21
4340913	4341779	219936	220811	867	876	6243218	342112	0.01	0.26	DPSCF300001	chr1_superscaffold21
4341842	4342039	220924	221121	198	198	6243218	342112	0.00	0.06	DPSCF300001	chr1_superscaffold21
4342121	4342534	221553	221969	414	417	6243218	342112	0.01	0.12	DPSCF300001	chr1_superscaffold21
4342614	4342712	222048	222146	99	99	6243218	342112	0.00	0.03	DPSCF300001	chr1_superscaffold21
4342790	4343074	222234	222518	285	285	6243218	342112	0.00	0.08	DPSCF300001	chr1_superscaffold21
4343164	4343391	222584	222808	228	225	6243218	342112	0.00	0.07	DPSCF300001	chr1_superscaffold21
4343416	4343493	222837	222914	78	78	6243218	342112	0.00	0.02	DPSCF300001	chr1_superscaffold21
4343587	4343994	223056	223496	408	441	6243218	342112	0.01	0.13	DPSCF300001	chr1_superscaffold21
4359581	4362638	252817	255904	3058	3088	6243218	342112	0.05	0.90	DPSCF300001	chr1_superscaffold21
4375821	4376177	304820	305182	357	363	6243218	342112	0.01	0.11	DPSCF300001	chr1_superscaffold21
4380526	4380642	314800	314916	117	117	6243218	342112	0.00	0.03	DPSCF300001	chr1_superscaffold21
4385054	4385257	324988	325191	204	204	6243218	342112	0.00	0.06	DPSCF300001	chr1_superscaffold21
4385342	4385926	325419	325994	585	576	6243218	342112	0.01	0.17	DPSCF300001	chr1_superscaffold21
4386527	4387135	326696	327385	609	690	6243218	342112	0.01	0.20	DPSCF300001	chr1_superscaffold21
4387106	4387657	327420	327986	552	567	6243218	342112	0.01	0.17	DPSCF300001	chr1_superscaffold21
4388017	4388301	328459	328731	285	273	6243218	342112	0.00	0.08	DPSCF300001	chr1_superscaffold21
4388355	4388483	329014	329151	129	138	6243218	342112	0.00	0.04	DPSCF300001	chr1_superscaffold21
4388723	4389019	329399	329695	297	297	6243218	342112	0.00	0.09	DPSCF300001	chr1_superscaffold21
4389343	4389669	330277	330612	327	336	6243218	342112	0.01	0.10	DPSCF300001	chr1_superscaffold21
4389711	4389911	331032	331232	201	201	6243218	342112	0.00	0.06	DPSCF300001	chr1_superscaffold21
4394382	4394588	199564	199770	207	207	6243218	297216	0.00	0.07	DPSCF300001	chr1_superscaffold11
4394967	4395248	200120	200401	282	282	6243218	297216	0.00	0.09	DPSCF300001	chr1_superscaffold11
4397108	4397215	205848	205955	108	108	6243218	297216	0.00	0.04	DPSCF300001	chr1_superscaffold11
4407692	4407899	227526	227736	208	211	6243218	297216	0.00	0.07	DPSCF300001	chr1_superscaffold11
4417081	4417356	249989	250264	276	276	6243218	297216	0.00	0.09	DPSCF300001	chr1_superscaffold11
4424314	4424451	277783	277920	138	138	6243218	297216	0.00	0.05	DPSCF300001	chr1_superscaffold11
4457984	4458124	115711	115851	141	141	6243218	119956	0.00	0.12	DPSCF300001	chr1_superscaffold18
4476035	4476223	56095	56286	189	192	6243218	119956	0.00	0.16	DPSCF300001	chr1_superscaffold18
4477663	4477818	52162	52317	156	156	6243218	119956	0.00	0.13	DPSCF300001	chr1_superscaffold18
4479263	4479541	407	661	279	255	6243218	119956	0.00	0.21	DPSCF300001	chr1_superscaffold18
4485273	4485455	14728	14913	183	186	6243218	119956	0.00	0.16	DPSCF300001	chr1_superscaffold18
4487342	4487455	18141	18254	114	114	6243218	119956	0.00	0.10	DPSCF300001	chr1_superscaffold18
4487911	4488087	19847	20023	177	177	6243218	119956	0.00	0.15	DPSCF300001	chr1_superscaffold18
4488138	4488236	20468	20566	99	99	6243218	119956	0.00	0.08	DPSCF300001	chr1_superscaffold18
4488432	4488542	20840	20950	111	111	6243218	119956	0.00	0.09	DPSCF300001	chr1_superscaffold18
4492471	4492611	29404	29529	141	126	6243218	119956	0.00	0.11	DPSCF300001	chr1_superscaffold18
4492961	4493056	30214	30321	96	108	6243218	119956	0.00	0.09	DPSCF300001	chr1_superscaffold18
4496498	4496671	43557	43733	174	177	6243218	119956	0.00	0.15	DPSCF300001	chr1_superscaffold18
4500140	4500391	48208	48441	252	234	6243218	119956	0.00	0.20	DPSCF300001	chr1_superscaffold18
4501168	4501374	48832	49023	207	192	6243218	119956	0.00	0.16	DPSCF300001	chr1_superscaffold18
4505818	4506198	56730	57107	381	378	6243218	69542	0.01	0.54	DPSCF300001	chr1_superscaffold56
4506577	4506795	56010	56228	219	219	6243218	69542	0.00	0.31	DPSCF300001	chr1_superscaffold56
4509017	4509202	54565	54753	186	189	6243218	69542	0.00	0.27	DPSCF300001	chr1_superscaffold56
4509209	4510210	53379	54383	1002	1005	6243218	69542	0.02	1.45	DPSCF300001	chr1_superscaffold56
4512365	4512544	46061	46240	180	180	6243218	69542	0.00	0.26	DPSCF300001	chr1_superscaffold56
4512707	4513510	44417	45250	804	834	6243218	69542	0.01	1.20	DPSCF300001	chr1_superscaffold56
4513761	4514003	40784	41026	243	243	6243218	69542	0.00	0.35	DPSCF300001	chr1_superscaffold56
4518097	4518261	28545	28712	165	168	6243218	69542	0.00	0.24	DPSCF300001	chr1_superscaffold56
4518479	4518765	28025	28310	287	286	6243218	69542	0.00	0.41	DPSCF300001	chr1_superscaffold56
4518897	4519112	27675	27890	216	216	6243218	69542	0.00	0.31	DPSCF300001	chr1_superscaffold56
4520273	4520539	26280	26534	267	255	6243218	69542	0.00	0.37	DPSCF300001	chr1_superscaffold56
4521162	4521401	25827	26066	240	240	6243218	69542	0.00	0.35	DPSCF300001	chr1_superscaffold56
4521544	4521729	23696	23881	186	186	6243218	69542	0.00	0.27	DPSCF300001	chr1_superscaffold56
4521910	4522086	19460	19636	177	177	6243218	69542	0.00	0.25	DPSCF300001	chr1_superscaffold56
4522240	4522485	16537	16782	246	246	6243218	69542	0.00	0.35	DPSCF300001	chr1_superscaffold56
4522702	4522839	12694	12831	138	138	6243218	69542	0.00	0.20	DPSCF300001	chr1_superscaffold56
4526738	4526908	7116	7292	171	177	6243218	69542	0.00	0.25	DPSCF300001	chr1_superscaffold56
4527461	4527640	6271	6453	180	183	6243218	69542	0.00	0.26	DPSCF300001	chr1_superscaffold56
4530625	4531806	191985	193166	1182	1182	6243218	297216	0.02	0.40	DPSCF300001	chr1_superscaffold11
4537212	4537334	183430	183552	123	123	6243218	297216	0.00	0.04	DPSCF300001	chr1_superscaffold11
4537583	4537825	181300	181530	243	231	6243218	297216	0.00	0.08	DPSCF300001	chr1_superscaffold11
4541380	4541673	167711	168007	294	297	6243218	297216	0.00	0.10	DPSCF300001	chr1_superscaffold11
4550876	4552522	144955	146592	1647	1638	6243218	297216	0.03	0.55	DPSCF300001	chr1_superscaffold11
4552683	4554319	143090	144715	1637	1626	6243218	297216	0.03	0.55	DPSCF300001	chr1_superscaffold11
4556728	4557330	140295	140900	603	606	6243218	297216	0.01	0.20	DPSCF300001	chr1_superscaffold11
4570666	4570911	72918	73196	246	279	6243218	297216	0.00	0.09	DPSCF300001	chr1_superscaffold11
4570953	4571138	72680	72865	186	186	6243218	297216	0.00	0.06	DPSCF300001	chr1_superscaffold11
4577914	4579635	47459	49216	1722	1758	6243218	297216	0.03	0.59	DPSCF300001	chr1_superscaffold11
4579713	4579955	47149	47391	243	243	6243218	297216	0.00	0.08	DPSCF300001	chr1_superscaffold11
4580135	4581613	45584	47089	1479	1506	6243218	297216	0.02	0.51	DPSCF300001	chr1_superscaffold11
4581681	4583790	43471	45604	2110	2134	6243218	297216	0.03	0.72	DPSCF300001	chr1_superscaffold11
4583842	4584345	42881	43396	504	516	6243218	297216	0.01	0.17	DPSCF300001	chr1_superscaffold11
4584404	4584856	42349	42801	453	453	6243218	297216	0.01	0.15	DPSCF300001	chr1_superscaffold11
4584865	4585341	41638	42090	477	453	6243218	297216	0.01	0.15	DPSCF300001	chr1_superscaffold11
4585408	4586220	40734	41546	813	813	6243218	297216	0.01	0.27	DPSCF300001	chr1_superscaffold11
4586241	4586585	40347	40670	345	324	6243218	297216	0.01	0.11	DPSCF300001	chr1_superscaffold11
4586540	4589170	37661	40273	2631	2613	6243218	297216	0.04	0.88	DPSCF300001	chr1_superscaffold11
4589297	4589539	37364	37594	243	231	6243218	297216	0.00	0.08	DPSCF300001	chr1_superscaffold11
4589544	4591382	35523	37340	1839	1818	6243218	297216	0.03	0.61	DPSCF300001	chr1_superscaffold11
4591473	4591766	35061	35363	294	303	6243218	297216	0.00	0.10	DPSCF300001	chr1_superscaffold11
4591761	4592237	34546	35055	477	510	6243218	297216	0.01	0.17	DPSCF300001	chr1_superscaffold11
4592527	4592946	33809	34249	420	441	6243218	297216	0.01	0.15	DPSCF300001	chr1_superscaffold11
4593085	4594428	32487	33824	1344	1338	6243218	297216	0.02	0.45	DPSCF300001	chr1_superscaffold11
4594499	4594735	32086	32322	237	237	6243218	297216	0.00	0.08	DPSCF300001	chr1_superscaffold11
4595154	4595381	31460	31678	228	219	6243218	297216	0.00	0.07	DPSCF300001	chr1_superscaffold11
4595944	4596367	30465	30870	424	406	6243218	297216	0.01	0.14	DPSCF300001	chr1_superscaffold11
4606163	4606981	16273	17130	819	858	6243218	297216	0.01	0.29	DPSCF300001	chr1_superscaffold11
4607708	4607947	15280	15519	240	240	6243218	297216	0.00	0.08	DPSCF300001	chr1_superscaffold11
4608696	4609715	13237	14265	1020	1029	6243218	297216	0.02	0.35	DPSCF300001	chr1_superscaffold11
4656177	4656413	141711	141944	237	234	6243218	405941	0.00	0.06	DPSCF300001	chr1_superscaffold28
4656177	4656440	309232	309489	264	258	6243218	338757	0.00	0.08	DPSCF300001	chr1_superscaffold41
4668734	4668913	403160	403330	180	171	6243218	424001	0.00	0.04	DPSCF300001	chr1_superscaffold14
4689344	4689430	10915	11001	87	87	6243218	94003	0.00	0.09	DPSCF300001	chr1_superscaffold73
4689428	4689592	9994	10158	165	165	6243218	94003	0.00	0.18	DPSCF300001	chr1_superscaffold73
4689722	4690024	8949	9269	303	321	6243218	94003	0.00	0.34	DPSCF300001	chr1_superscaffold73
4690165	4690419	8150	8392	255	243	6243218	94003	0.00	0.26	DPSCF300001	chr1_superscaffold73
4690654	4690836	7494	7685	183	192	6243218	94003	0.00	0.20	DPSCF300001	chr1_superscaffold73
4732995	4733273	60495	60776	279	282	6243218	132225	0.00	0.21	DPSCF300001	chr1_superscaffold63
4786904	4787455	216367	216933	552	567	6243218	227235	0.01	0.25	DPSCF300001	chr1_superscaffold8
4787211	4787567	16709	17062	357	354	6243218	316036	0.01	0.11	DPSCF300001	chr1_superscaffold17
4927989	4928239	226434	226681	251	248	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
4928629	4928829	225862	226065	201	204	6243218	287825	0.00	0.07	DPSCF300001	chr1_superscaffold19
4934326	4934508	201166	201345	183	180	6243218	287825	0.00	0.06	DPSCF300001	chr1_superscaffold19
4939780	4939929	194815	194973	150	159	6243218	287825	0.00	0.06	DPSCF300001	chr1_superscaffold19
4940121	4940288	194442	194609	168	168	6243218	287825	0.00	0.06	DPSCF300001	chr1_superscaffold19
4940612	4940776	193966	194142	165	177	6243218	287825	0.00	0.06	DPSCF300001	chr1_superscaffold19
4948937	4949187	176221	176477	251	257	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
4962359	4962481	144752	144874	123	123	6243218	287825	0.00	0.04	DPSCF300001	chr1_superscaffold19
4962599	4962988	144242	144637	390	396	6243218	287825	0.01	0.14	DPSCF300001	chr1_superscaffold19
4966055	4966204	136811	136963	150	153	6243218	287825	0.00	0.05	DPSCF300001	chr1_superscaffold19
4966415	4966657	136261	136509	243	249	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
4980293	4980400	101790	101894	108	105	6243218	287825	0.00	0.04	DPSCF300001	chr1_superscaffold19
4980767	4980856	101321	101410	90	90	6243218	287825	0.00	0.03	DPSCF300001	chr1_superscaffold19
4981482	4981891	100204	100616	410	413	6243218	287825	0.01	0.14	DPSCF300001	chr1_superscaffold19
4982001	4982762	99341	100102	762	762	6243218	287825	0.01	0.26	DPSCF300001	chr1_superscaffold19
4983591	4983695	98290	98394	105	105	6243218	287825	0.00	0.04	DPSCF300001	chr1_superscaffold19
4984022	4984153	97701	97832	132	132	6243218	287825	0.00	0.05	DPSCF300001	chr1_superscaffold19
4985707	4986084	94831	95196	378	366	6243218	287825	0.01	0.13	DPSCF300001	chr1_superscaffold19
4986749	4987009	91108	91365	261	258	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
5005320	5005418	41260	41364	99	105	6243218	287825	0.00	0.04	DPSCF300001	chr1_superscaffold19
5019877	5020080	9371	9601	204	231	6243218	287825	0.00	0.08	DPSCF300001	chr1_superscaffold19
5020151	5020476	7428	7741	326	314	6243218	287825	0.01	0.11	DPSCF300001	chr1_superscaffold19
5020623	5020877	6539	6793	255	255	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
5021496	5021723	5115	5318	228	204	6243218	287825	0.00	0.07	DPSCF300001	chr1_superscaffold19
5023560	5023821	1812	2073	262	262	6243218	287825	0.00	0.09	DPSCF300001	chr1_superscaffold19
5024936	5025172	310	546	237	237	6243218	287825	0.00	0.08	DPSCF300001	chr1_superscaffold19
5042537	5042947	263339	263740	411	402	6243218	371651	0.01	0.11	DPSCF300001	chr1_superscaffold26
5058637	5058831	82582	82770	195	189	6243218	150616	0.00	0.13	DPSCF300001	chr1_superscaffold37
5064733	5064921	638539	638727	189	189	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
5083948	5084211	678758	679021	264	264	6243218	746312	0.00	0.04	DPSCF300001	chr1_superscaffold12
5084216	5084539	680247	680576	324	330	6243218	746312	0.01	0.04	DPSCF300001	chr1_superscaffold12
5087292	5087522	686780	687019	231	240	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
5088037	5088279	694894	695127	243	234	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
5088326	5088748	697970	698386	423	417	6243218	746312	0.01	0.06	DPSCF300001	chr1_superscaffold12
5089136	5089342	698794	699024	207	231	6243218	746312	0.00	0.03	DPSCF300001	chr1_superscaffold12
5104741	5105124	731343	731753	384	411	6243218	746312	0.01	0.06	DPSCF300001	chr1_superscaffold12
5160077	5160229	50845	50997	153	153	6243218	62892	0.00	0.24	DPSCF300001	chr1_superscaffold53
5161932	5162039	45421	45528	108	108	6243218	62892	0.00	0.17	DPSCF300001	chr1_superscaffold53
5162196	5162396	45067	45240	201	174	6243218	62892	0.00	0.28	DPSCF300001	chr1_superscaffold53
5162525	5162875	44561	44941	351	381	6243218	62892	0.01	0.61	DPSCF300001	chr1_superscaffold53
5163523	5163777	43560	43814	255	255	6243218	62892	0.00	0.41	DPSCF300001	chr1_superscaffold53
5163803	5163937	43102	43230	135	129	6243218	62892	0.00	0.21	DPSCF300001	chr1_superscaffold53
5164182	5164460	42549	42827	279	279	6243218	62892	0.00	0.44	DPSCF300001	chr1_superscaffold53
5164549	5164914	42089	42427	366	339	6243218	62892	0.01	0.54	DPSCF300001	chr1_superscaffold53
5165734	5165910	41032	41208	177	177	6243218	62892	0.00	0.28	DPSCF300001	chr1_superscaffold53
5175093	5175254	19857	20015	162	159	6243218	62892	0.00	0.25	DPSCF300001	chr1_superscaffold53
5175479	5175670	18698	18889	192	192	6243218	62892	0.00	0.31	DPSCF300001	chr1_superscaffold53
5175770	5175946	18055	18234	177	180	6243218	62892	0.00	0.29	DPSCF300001	chr1_superscaffold53
5176071	5176202	16846	16977	132	132	6243218	62892	0.00	0.21	DPSCF300001	chr1_superscaffold53
5176269	5176481	14168	14380	213	213	6243218	62892	0.00	0.34	DPSCF300001	chr1_superscaffold53
5176738	5177007	13066	13335	270	270	6243218	62892	0.00	0.43	DPSCF300001	chr1_superscaffold53
5177870	5178124	9668	9928	255	261	6243218	62892	0.00	0.41	DPSCF300001	chr1_superscaffold53
5178172	5178427	9306	9570	256	265	6243218	62892	0.00	0.42	DPSCF300001	chr1_superscaffold53
5187175	5187525	110054	110356	351	303	6243218	465627	0.01	0.07	DPSCF300001	chr1_superscaffold22
5229673	5229933	45088	45330	261	243	6243218	62892	0.00	0.39	DPSCF300001	chr1_superscaffold53
5240097	5240303	86549	86764	207	216	6243218	158119	0.00	0.14	DPSCF300001	chr1_superscaffold10
5242336	5242674	87672	88022	339	351	6243218	158119	0.01	0.22	DPSCF300001	chr1_superscaffold10
